line_id,country,sha256,locator,ordinal,label,classification,own_status,own_status_axis,own_sector,groups,recorded_at,notes
sen-investment-plan-annexes-mirror-submitted-project-19,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 14, row 19; PDF page 14",19,Mise en place d'une unité de production de BioGNV pour les autobus urbains à Dakar,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 6; promoter=CETUD; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-20,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 14, row 20; PDF page 14",20,Hybridation de 2000 forages en milieu rural,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 8; promoter=ANER; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-21,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 14, row 21; PDF page 14",21,Promotion des énergies renouvelables dans les pôles de développement économique du Sénégal,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 9; promoter=Bureau de Mise à Niveau des Entreprises du Sénégal; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-22,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 14, row 22; PDF page 14",22,"Utilisation du stockage froid solaire pour la conservation des produits agricoles, halieutiques et laitiers",submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 8; promoter=ANER; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-23,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 14, row 23; PDF page 14",23,"Autonomisation en énergie électrique des universités, hôpitaux et bâtiments abritant des institutions, ministères et autres services de l’administration",submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 2; promoter=ANER; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-24,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 14, row 24; PDF page 14",24,Renforcement de l'Infrastructure Qualité pour des services énergétiques innovateurs,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 2; promoter=ANER; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-25,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 14, row 25; PDF page 14",25,Renforcement de capacités des agents de l’ANER et de ses partenaires,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 2; promoter=ANER; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-26,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 14, row 26; PDF page 14",26,Autoconsommation solaire dans 300.000 ménages urbains et périurbains,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 2; promoter=ANER; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-27,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 15, row 27; PDF page 15",27,Energie solaire pour l’autonomisation et le renforcement économique des femmes en milieu rural au Sénégal (ESAREF),submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 8; promoter=ANER; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-28,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 15, row 28; PDF page 15",28,Projet d’installation d’unités de dessalement de l’eau saumâtre fonctionnant à l’énergie solaire photovoltaïque,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 8; promoter=ANER; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-29,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 15, row 29; PDF page 15",29,Diffusion à grande échelle de pompes solaires pour des usages productifs au Sénégal,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 8; promoter=ANER; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-30,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 15, row 30; PDF page 15",30,Projet d’installation de mini-réseaux en milieu rural à l’aide de la technologie « TURBULENT »,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 2; promoter=ANER; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-31,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 15, row 31; PDF page 15",31,Projet d’installation de 100 000 lampadaires solaires autonomes,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 4; promoter=ANER; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-32,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 15, row 32; PDF page 15",32,Projet Hybride Éolien et Solaire de Fass Ngom,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 1; promoter=DIENG & Co Engineering; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-33,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 15, row 33; PDF page 15",33,Infrastructures de réseaux modernes,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 1; promoter=SENELEC; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-34,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 15, row 34; PDF page 15",34,Village Ecole Vert (VEV),submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 1; promoter=SENELEC; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-35,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 15, row 35; PDF page 15",35,Déploiement de bornes publiques de recharge de Véhicules électriques,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 6; promoter=SENELEC; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-36,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 15, row 36; PDF page 15",36,SUNU Agri-Solaire 2025 - 2027,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 8; promoter=MASAE; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-37,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 15, row 37; PDF page 15",37,Forages solarisés,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 8; promoter=MHA; receipt is not approval, financing or implementation"
sen-investment-plan-annexes-mirror-submitted-project-38,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,"Annex 2, p. 15, row 38; PDF page 15",38,Projet de Station de Transfert d’Énergie (STEP) de Sambangalou,submission,,,,,2026-09-23,"Project received for evaluation; strategic orientation axis 1; promoter=OMVG; receipt is not approval, financing or implementation"
sen-investment-plan-l4-mirror-quick-win-1,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW1; PDF page 33",1,Projet Quick Win 1: 100 MWc + BESS 60 MW x 3h EPCF (JETP1 & JETP2),submission,,,,,2026-09-23,Plan top-priority line; strategic orientation axis 1; quick-win designation is not finance or implementation; reviewed crosswalk: Annex 2 submission 15; matching promoter and project scope; main plan printed p. 53 groups the two 50 MW EPC projects; Annex 8 section 8.3.2.1 and Senelec AMI 52/2024 corroborate the 2x50 MW PV and 2x30 MW/90 MWh design
sen-investment-plan-l4-mirror-quick-win-2,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW2; PDF page 33",2,"Projet Quick Win 2: 100 MWc + BESS 60 MW x 3h IPP ""Champions nationaux""",submission,,,,,2026-09-23,Plan top-priority line; strategic orientation axis 1; quick-win designation is not finance or implementation; reviewed crosswalk: separate programme or proposal; no identity merge with an Annex 2 submission
sen-investment-plan-l4-mirror-quick-win-3,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW3; PDF page 33",3,"Projet Quick Win 3: 100 MWc + BESS 60 MW x 3h IPP IPP ""Leral""",submission,,,,,2026-09-23,Plan top-priority line; strategic orientation axis 1; quick-win designation is not finance or implementation; reviewed crosswalk: separate programme or proposal; no identity merge with an Annex 2 submission
sen-investment-plan-l4-mirror-quick-win-4,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW4; PDF page 33",4,PUELEC,submission,,,,,2026-09-23,"Plan top-priority line; strategic orientation axis 2; quick-win designation is not finance or implementation; reviewed crosswalk: separate programme or proposal; no identity merge with an Annex 2 submission; main plan printed pp. 57 and 240: PUELEC includes multiple components, including the 600-village submission; programme and component must not be summed"
sen-investment-plan-l4-mirror-quick-win-5,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW5; PDF page 33",5,Programme de réduction de la facture d’électricité de l’état par l’utilisation de sources d’énergies renouvelables et l’efficacité énergétique,submission,,,,,2026-09-23,Plan top-priority line; strategic orientation axis 4; quick-win designation is not finance or implementation; reviewed crosswalk: Annex 2 submission 11; matching promoter and project scope
sen-investment-plan-l4-mirror-quick-win-6,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW6; PDF page 33",6,Projet d'installation de 27 000 biodigesteurs,submission,,,,,2026-09-23,Plan top-priority line; strategic orientation axis 3; quick-win designation is not finance or implementation; reviewed crosswalk: Annex 2 submission 17; matching promoter and project scope
sen-investment-plan-l4-mirror-quick-win-7,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW7; PDF page 33",7,Mise en place d'une unité de production de BioGNV pour les autobus urbains à Dakar,submission,,,,,2026-09-23,Plan top-priority line; strategic orientation axis 6; quick-win designation is not finance or implementation; reviewed crosswalk: Annex 2 submission 19; matching promoter and project scope
sen-investment-plan-l4-mirror-quick-win-8,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW8; PDF page 33",8,Etude de stabilité du réseau et des besoins en stockage,submission,,,,,2026-09-23,Plan top-priority line; strategic orientation axis 1; quick-win designation is not finance or implementation; reviewed crosswalk: separate programme or proposal; no identity merge with an Annex 2 submission
sen-investment-plan-l4-mirror-quick-win-9,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW9; PDF page 33",9,Accès à l’énergie pour tous dans les Iles du Saloum,submission,,,,,2026-09-23,Plan top-priority line; strategic orientation axis 2; quick-win designation is not finance or implementation; reviewed crosswalk: Annex 2 submission 16; matching promoter and project scope
sen-investment-plan-l4-mirror-quick-win-10,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW10; PDF page 33",10,Intégration des énergies renouvelables (BESS de Diass),submission,,,,,2026-09-23,Plan top-priority line; strategic orientation axis 1; quick-win designation is not finance or implementation; reviewed crosswalk: separate programme or proposal; no identity merge with an Annex 2 submission
sen-investment-plan-l4-mirror-quick-win-11,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW11; PDF page 33",11,Hybridation de 2000 forages en milieu rural,submission,,,,,2026-09-23,"Plan top-priority line; strategic orientation axis 8; quick-win designation is not finance or implementation; the same PDF says 1,000 solarised boreholes on p. 78 and 2,000 hybridised boreholes on pp. 33 and 354; wording here follows p. 33 without resolving the conflict; reviewed crosswalk: Annex 2 submission 20; matching promoter and project scope"
sen-investment-plan-l4-mirror-claim-94,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,Section 0.3 consultation process: The main plan says 34 projects were collected from stakeholders,94,The main plan says 34 projects were collected from stakeholders,count,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-plan-project-count-34; match_status=context_only
sen-investment-plan-annexes-mirror-claim-95,SEN,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,Annex 2: The annexes contain 38 numbered projects received for evaluation,95,The annexes contain 38 numbered projects received for evaluation,heading,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-annex-project-count-38; match_status=context_only
sen-annex8-project-analysis-claim-103,SEN,368a4bc61f322ff7b21ba654a0e27b7d1161e502634fce35e03c22dc2020f9cf,"pp. 3-5, scope and public-project table: Annex 8 evaluates 34 public-promoter proposals; Annex 2 retains 38 submissions including four private-promoter proposals.",103,Annex 8 evaluates 34 public-promoter proposals; Annex 2 retains 38 submissions including four private-promoter proposals.,heading,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-annex8-public-project-count-34; match_status=context_only
sen-aner-project-29-claim-104,SEN,439336e3db23f134262f245ea94ae5b0c24d9b6da37218b7d5f077f90fff93cd,"API status, objectiveFr and impactFr: ANER labels the solar-pump programme ongoing and describes a planned 4500-pump rollout.",104,ANER labels the solar-pump programme ongoing and describes a planned 4500-pump rollout.,named_item,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-aner-pumps-ongoing-target-2026; match_status=matched
sen-senelec-saloum-tender-2026-claim-105,SEN,d7f2d451cb716eed8bd175f9bf2c5d8a79e76a39b2abf6cbf0c9024a45f8fbd0,PDF p. 4 and Senelec 2026 procurement index: Tender deadline in PDF and publication date on operator index both read 9 September 2026.,105,Tender deadline in PDF and publication date on operator index both read 9 September 2026.,named_item,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-saloum-notice-date-anomaly-2026; match_status=matched
sen-diass-groundbreaking-2026-claim-106,SEN,5e3bf0b0b647b6927bf7784ad33307ffed9ba7c74f0fc6cd35f8fc4eff4a8c25,Funding and commissioning paragraphs: KfW28m grant plus AFD8m loan; March2027 is scheduled commissioning.,106,KfW28m grant plus AFD8m loan; March2027 is scheduled commissioning.,named_item,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-diass-funding-revision-2026; match_status=matched
sen-ifc-biogas-609428-claim-107,SEN,33d7e0862d9b95fe470a26114d3e04a2d5fbf78b0b05cf135c40b983a2f4d78e,Advisory project summary: IFC609428 advisory approval 2025-03-03; budget pending; active.,107,IFC609428 advisory approval 2025-03-03; budget pending; active.,named_item,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-ifc609428-advisory; match_status=matched
sen-investment-plan-l4-mirror-claim-108,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,Printed p.46 versus project descriptions and Annex2: Allocation table reverses QW5/QW6 labels for biodigesters and public-building efficiency.,108,Allocation table reverses QW5/QW6 labels for biodigesters and public-building efficiency.,heading,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-plan-qw5-qw6-table-conflict; match_status=context_only
sen-aner-magazine-2026-claim-109,SEN,8b1734bbbf798a141cd433f6c5686b43a975c88476da2a1a5e744ee6452e50fd,Printed p.15: Existing Gandiaye solar desalination pilot; linkage to the later multi-unit proposal unconfirmed.,109,Existing Gandiaye solar desalination pilot; linkage to the later multi-unit proposal unconfirmed.,named_item,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-gandiaye-pilot-boundary; match_status=partial
sen-offgrid-muchcooler-product-claim-110,SEN,38fc137d34d56281c59e18d684d819e0968c99c7c41a665a57a8f22c798539d6,Technical specifications and Podor deployment: Product offers grid/genset backup options; Podor is the first deployment.,110,Product offers grid/genset backup options; Podor is the first deployment.,named_item,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-offgrid-backup-boundary; match_status=partial
sen-investment-plan-l4-mirror-claim-111,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,Printed pp.42 and 46: Saloum summary project estimate EUR30m; prospective concessional allocation EUR20m.,111,Saloum summary project estimate EUR30m; prospective concessional allocation EUR20m.,named_item,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-saloum-cost-allocation-boundary; match_status=matched
sen-energy-policy-2025-2029-claim-112,SEN,8616f885a51ba4c37669f0b10de7c9bf54343e9ac981f215f69848927702d2ac,Printed pp.56-57: Policy combines domestic-gas expansion and JETP renewable targets; installed capacity must not be read as generation or avoided emissions.,112,Policy combines domestic-gas expansion and JETP renewable targets; installed capacity must not be read as generation or avoided emissions.,heading,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-dig-sen-energy-policy-2025-2029; match_status=context_only
sen-senego-mobilised-2026-claim-113,SEN,648bb43677e8a75ba0f7e0460648521e27962b005cf554af45cc1df8361c6166,"12 August 2026 financing paragraph: Reports less than EUR1bn mobilised, attributed to Catherine Diop via Dakaractu; mobilisation definition and primary accounting table unavailable.",113,"Reports less than EUR1bn mobilised, attributed to Catherine Diop via Dakaractu; mobilisation definition and primary accounting table unavailable.",heading,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-dig-sen-senego-mobilised-2026; match_status=context_only
sen-nrgi-territories-2026-claim-114,SEN,0ff17421a4491b2a255a6336d360a1c642ab63c4755eca5c7177b28242968f57,Introductory paragraphs: Briefing calls 11 projects financed and the investment plan unpublished; these claims are not adopted as ledger facts.,114,Briefing calls 11 projects financed and the investment plan unpublished; these claims are not adopted as ledger facts.,count,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-dig-sen-nrgi-territories-2026; match_status=context_only
sen-nrgi-jetp-feasibility-2026-claim-115,SEN,277f1990e61d085317f1ca7c120d9b0f786ecd1a76fd5629ccd37700bddd31e0,Financial design and transparency analysis: NRGI critiques projected financing and implementation design; projected 2026-2027 payments are not actual disbursements.,115,NRGI critiques projected financing and implementation design; projected 2026-2027 payments are not actual disbursements.,heading,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-dig-sen-nrgi-jetp-feasibility-2026; match_status=context_only
sen-scout-puelec-commissioning-2025-claim-116,SEN,2ee4f9b53b270aba145bf2972f07e31139f0b24cc999ba123b5be467dca5e50b,"Contractor and state-funding paragraph: Ministry reports FCFA1429995123 incl tax for Global Engineerings SAR work under ASER supervision, funded by Senegal.",116,"Ministry reports FCFA1429995123 incl tax for Global Engineerings SAR work under ASER supervision, funded by Senegal.",named_item,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-scout-claim-sen-scout-puelec-commissioning-2025; match_status=partial
sen-scout-giz-ped2-project-claim-117,SEN,3249186721c5481e2691e71927679770f94635d9c040cf4319d8ccbb54a2c4f2,Project details and participants: PED II 2020.2099.8 identifies GFA and a programme commission of EUR11.6m.,117,PED II 2020.2099.8 identifies GFA and a programme commission of EUR11.6m.,heading,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-scout-claim-sen-scout-giz-ped2-project; match_status=context_only
sen-scout-clean-cooking-strategy-claim-118,SEN,f8d43847d560f5c866a6b6887b0e03849f5e35b57d589e3f65038c49758e7eaf,"Table 3, printed p.25: PNB baseline is 2678 biodigesters by 2023; national unconditional target is27000 by2030.",118,PNB baseline is 2678 biodigesters by 2023; national unconditional target is27000 by2030.,heading,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-scout-claim-sen-scout-clean-cooking-strategy; match_status=context_only
sen-scout-ouarkhokh-par-claim-119,SEN,219852b5195cc01f62d566a5f606d9b61bfea1d61bb2ec880b785c905ee801f0,Printed pp.18 and59: Reports a CNTIC EPC contract dated24July2024 for Ouarkhokh50MWc and30MW/90MWh.,119,Reports a CNTIC EPC contract dated24July2024 for Ouarkhokh50MWc and30MW/90MWh.,heading,,,,,2026-09-24,method=source_claim; version=1; claim_id=sen-scout-claim-sen-scout-ouarkhokh-par; match_status=context_only
