line_id,country,sha256,locator,ordinal,label,classification,own_status,own_status_axis,own_sector,groups,recorded_at,notes
line-1160-sen-plan-cost-annex-11,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.43, named project in summary cost table, M EUR, Programme de réduction de la facture d’électricité de l’Etat par l’utilisation de sources d’énergies renouvelables et l’efficacité énergétique",11,"Programme de réduction de la facture d’électricité de l’Etat par l’utilisation de sources d’énergies renouvelables et l’efficacité énergétique: estimated plan cost 132 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-11; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-12,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.43, named project in summary cost table, M EUR, Projet d'amélioration des Performances énergétiques des Stades du Sénégal (PAPES)",12,"Projet d'amélioration des Performances énergétiques des Stades du Sénégal (PAPES): estimated plan cost 0.9 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-12; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-13,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.43, named project in summary cost table, M EUR, Extension des points d'information territorialisés (PIT) sur la maîtrise de l'énergie",13,"Extension des points d'information territorialisés (PIT) sur la maîtrise de l'énergie: estimated plan cost 2.9 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-13; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-14,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.43, named project in summary cost table, M EUR, Programme SARDEL de réduction de la facture publique d'électricité par l'optimisation de la facturation et des installations électriques sur 9 000 polices d'abonnement",14,"Programme SARDEL de réduction de la facture publique d'électricité par l'optimisation de la facturation et des installations électriques sur 9 000 polices d'abonnement: estimated plan cost 2.6 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-14; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-15,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.41, named project in summary cost table, M EUR, Construction de 2 centrales solaires de 50MWc avec du stockage de 2x30MW/90MWh",15,"Construction de 2 centrales solaires de 50MWc avec du stockage de 2x30MW/90MWh: estimated plan cost 202 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-15; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-16,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.42, named project in summary cost table, M EUR, Construction de centrales Hybrides PV + BESS dans 18 îles du Saloum",16,"Construction de centrales Hybrides PV + BESS dans 18 îles du Saloum: estimated plan cost 30 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-16; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-17,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.42, named project in summary cost table, M EUR, Projet d'installation de biodigesteurs pour une transition énergétique et une résilience des populations rurales et péri-urbaines face aux effets du changement climatique",17,"Projet d'installation de biodigesteurs pour une transition énergétique et une résilience des populations rurales et péri-urbaines face aux effets du changement climatique: estimated plan cost 62 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-17; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-19,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.43, named project in summary cost table, M EUR, Mise en place d'une unité de production de BioGNV pour les autobus urbains à Dakar",18,"Mise en place d'une unité de production de BioGNV pour les autobus urbains à Dakar: estimated plan cost 19.8 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-19; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-20,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.44, named project in summary cost table, M EUR, Hybridation de 2000 forages en milieu rural",19,"Hybridation de 2000 forages en milieu rural: estimated plan cost 78.8 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-20; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-21,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.44, named project in summary cost table, M EUR, Promotion des énergies renouvelables dans les pôles de développement économique du Sénégal",20,"Promotion des énergies renouvelables dans les pôles de développement économique du Sénégal: estimated plan cost 45.3 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-21; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-22,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.44, named project in summary cost table, M EUR, Utilisation du stockage froid solaire pour la conservation des produits agricoles, halieutiques et laitiers",21,"Utilisation du stockage froid solaire pour la conservation des produits agricoles, halieutiques et laitiers: estimated plan cost 53.3 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-22; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-23,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.42, named project in summary cost table, M EUR, Autonomisation en énergie électrique des universités, hôpitaux et bâtiments abritant des institutions, ministères et autres services de l’administration",22,"Autonomisation en énergie électrique des universités, hôpitaux et bâtiments abritant des institutions, ministères et autres services de l’administration: estimated plan cost 92 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-23; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-24,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.42, named project in summary cost table, M EUR, Renforcement de l'Infrastructure Qualité pour des services énergétiques innovateurs",23,"Renforcement de l'Infrastructure Qualité pour des services énergétiques innovateurs: estimated plan cost 7.6 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-24; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-25,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.42, named project in summary cost table, M EUR, Renforcement de capacités des agents de l’ANER et de ses partenaires",24,"Renforcement de capacités des agents de l’ANER et de ses partenaires: estimated plan cost 0.4 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-25; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-26,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.42, named project in summary cost table, M EUR, Autoconsommation solaire dans 300.000 ménages urbains et périurbains",25,"Autoconsommation solaire dans 300.000 ménages urbains et périurbains: estimated plan cost 1724.5 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-26; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-27,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.44, named project in summary cost table, M EUR, Energie solaire pour l’autonomisation et le renforcement économique des femmes en milieu rural au Sénégal (ESAREF)",26,"Energie solaire pour l’autonomisation et le renforcement économique des femmes en milieu rural au Sénégal (ESAREF): estimated plan cost 17.5 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-27; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-28,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.44, named project in summary cost table, M EUR, Projet d’installation d’unités de dessalement de l’eau saumâtre fonctionnant à l’énergie solaire photovoltaïque",27,"Projet d’installation d’unités de dessalement de l’eau saumâtre fonctionnant à l’énergie solaire photovoltaïque: estimated plan cost 64.7 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-28; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-29,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.44, named project in summary cost table, M EUR, Diffusion à grande échelle de pompes solaires pour des usages productifs au Sénégal",28,"Diffusion à grande échelle de pompes solaires pour des usages productifs au Sénégal: estimated plan cost 62 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-29; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-31,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.43, named project in summary cost table, M EUR, Projet d’installation de 100 000 lampadaires solaires autonomes",29,"Projet d’installation de 100 000 lampadaires solaires autonomes: estimated plan cost 175 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-31; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-33,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.41, named project in summary cost table, M EUR, Infrastructures de réseaux modernes",30,"Infrastructures de réseaux modernes: estimated plan cost 30 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-33; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-36,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.44, named project in summary cost table, M EUR, SUNU Agri-Solaire 2025 - 2027",31,"SUNU Agri-Solaire 2025 - 2027: estimated plan cost 3.2 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-36; need is not a stronger financial or physical claim.
line-1160-sen-plan-cost-annex-37,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"Printed p.44, named project in summary cost table, M EUR, Forages solarisés",32,"Forages solarisés: estimated plan cost 64 million EUR; need, not secured finance",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-plan-cost-annex-37; need is not a stronger financial or physical claim.
line-1160-sen-diass-kfw-reported-20260420,SEN,5e3bf0b0b647b6927bf7784ad33307ffed9ba7c74f0fc6cd35f8fc4eff4a8c25,"Funding paragraph, KfW contribution",33,"20 April 2026 Senelec article, funding paragraph: KfW grant EUR 28 million",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-diass-kfw-reported-20260420; announced is not a stronger financial or physical claim.
line-1160-sen-diass-afd-reported-20260420,SEN,5e3bf0b0b647b6927bf7784ad33307ffed9ba7c74f0fc6cd35f8fc4eff4a8c25,"Funding paragraph, AFD contribution",34,"20 April 2026 Senelec article, funding paragraph: AFD sovereign loan EUR 8 million",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-diass-afd-reported-20260420; announced is not a stronger financial or physical claim.
line-1160-sen-project-annex-15-preparation-2024-10-18,SEN,a1360977d1a5cfaeb895073c7b899a70786b7a91eae60e0d1b88cdb5f94470f8,"AMI 52/2024, publication date and scope",35,"AMI 52/2024, 18 Oct 2024: Senelec seeks feasibility and resettlement studies for Thies/Touba PV+BESS plants",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-project-annex-15-preparation-2024-10-18; preparation is not a stronger financial or physical claim.
line-1160-sen-project-annex-16-procurement-2026-09-09,SEN,d7f2d451cb716eed8bd175f9bf2c5d8a79e76a39b2abf6cbf0c9024a45f8fbd0,AAO 30/2026 p. 1; date from operator notice index,36,AAO 30/2026 p. 1 §§2–3: Senelec solicits bids for 11 PV-BESS plants serving 18 villages,named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-project-annex-16-procurement-2026-09-09; procurement is not a stronger financial or physical claim.
line-1160-sen-project-annex-20-proposed-2026-09-13,SEN,e689b5ecd1e585cc8a1755df8750b552457405af932c28a29e568b19513b2b97,API status=planned,37,"ANER API / titleFr + status: solar hybridization of 2,000 boreholes; planned",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-project-annex-20-proposed-2026-09-13; proposed is not a stronger financial or physical claim.
line-1160-sen-project-annex-22-proposed-2026-09-13,SEN,623875df24848e24df309b1b8b7622fd0dbe8e83fb5bdf7c28b93845a58dc45e,API status=planned,38,"ANER API / titleFr + status: solar refrigeration for farm, fish and dairy products; planned",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-project-annex-22-proposed-2026-09-13; proposed is not a stronger financial or physical claim.
line-1160-sen-project-annex-27-proposed-2026-09-13,SEN,b174e0b88eead1d884a4d2e496c7351ae59991dc5da9bd9e62cf17a2a50463eb,API status=planned,39,ANER API / titleFr + status: ESAREF rural women solar project; planned,named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-project-annex-27-proposed-2026-09-13; proposed is not a stronger financial or physical claim.
line-1160-sen-project-annex-31-proposed-2026-09-13,SEN,656aee48711dd1329791c22b2020c17c9336b5f1d3006e93fa14ed88c9435ec8,API status=planned,40,"ANER API / objectiveFr + status: Phase IV 100,000 solar streetlights; planned (API id 21)",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-project-annex-31-proposed-2026-09-13; proposed is not a stronger financial or physical claim.
line-1160-sen-diass-groundbreaking-20260331,SEN,5e3bf0b0b647b6927bf7784ad33307ffed9ba7c74f0fc6cd35f8fc4eff4a8c25,Opening paragraph; published 20 April 2026,41,"20 April 2026 Senelec article, opening: first stone laid 31 March for Diass BESS, 56 MW",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-diass-groundbreaking-20260331; construction is not a stronger financial or physical claim.
line-1160-sen-biognv-ppp-preparation-20250508,SEN,50297465b5e50f39268cb9543c2175289c72a7716331b45d4c10cd7108bdc75f,Transaction-advisory agreements; first project,42,"IFC/CETUD 8 May 2025 announcement, first PPP: biomethane plant for Dakar buses under transaction advisory",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-biognv-ppp-preparation-20250508; preparation is not a stronger financial or physical claim.
line-1160-sen-project-annex-11-plan-proposal,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW5, Programme de réduction de la facture d’électricité de l’Etat par l’utilisation de sources d’énergies renouvelables et l’efficacité énergétique",43,p.33 Quick Wins: Programme de réduction de la facture d’électricité de l’Etat par l’utilisation de sources d’énergies renouvelables et l’efficacité énergétique identified as a proposed project; no implementation claim,named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-project-annex-11-plan-proposal; proposed is not a stronger financial or physical claim.
line-1160-sen-project-annex-17-plan-proposal,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW6, Projet d'installation de biodigesteurs pour une transition énergétique et une résilience des populations rurales et péri-urbaines face aux effets du changement climatique",44,p.33 Quick Wins: Projet d'installation de biodigesteurs pour une transition énergétique et une résilience des populations rurales et péri-urbaines face aux effets du changement climatique identified as a proposed project; no implementation claim,named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-project-annex-17-plan-proposal; proposed is not a stronger financial or physical claim.
line-1160-sen-project-annex-19-plan-proposal,SEN,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,"p. 33, QW7, Mise en place d'une unité de production de BioGNV pour les autobus urbains à Dakar",45,p.33 Quick Wins: Mise en place d'une unité de production de BioGNV pour les autobus urbains à Dakar identified as a proposed project; no implementation claim,named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-project-annex-19-plan-proposal; proposed is not a stronger financial or physical claim.
line-1160-sen-puelec-three-villages-reported-20251109,SEN,2ee4f9b53b270aba145bf2972f07e31139f0b24cc999ba123b5be467dca5e50b,"Ministry title and tour narrative: Medina Kenioto, Magnankanti and Matakoussi",46,"Ministry 9 Nov 2025 title/tour: Medina Kenioto, Magnankanti and Matakoussi put into service",named_item,,,,,2026-09-25,Ticket 1160 source-row citation for legacy sen-puelec-three-villages-reported-20251109; operational is not a stronger financial or physical claim.
