pays,serie,taux_pct
Viêt Nam,norme h=4,86.06157249740953
Viêt Nam,norme h=4,61.290965792739605
Viêt Nam,norme h=4,0.0
Viêt Nam,norme h=4,0.0
Viêt Nam,norme h=4,97.52462744012774
Viêt Nam,norme h=4,55.02293731447452
Viêt Nam,norme h=4,97.51905874324218
Viêt Nam,norme h=4,32.05414935012759
Viêt Nam,norme h=4,10.418105791501615
Viêt Nam,norme h=4,89.75792316784154
Viêt Nam,norme h=4,45.167113289721314
Viêt Nam,norme h=4,22.086081359235255
Viêt Nam,norme h=4,18.59484453498853
Viêt Nam,norme h=4,0.34113259772089677
Viêt Nam,norme h=4,59.78855124564398
Viêt Nam,norme h=4,0.31788329922614267
Viêt Nam,norme h=4,93.47100076428426
Viêt Nam,JETP h=2,21.786684196862396
Indonésie,norme h=3,82.17795719643607
Indonésie,norme h=3,82.17795719643607
Indonésie,norme h=3,0.0
Indonésie,norme h=3,0.0
Indonésie,norme h=3,0.0
Indonésie,norme h=3,0.0
Indonésie,norme h=3,0.0
Indonésie,norme h=3,0.0
Indonésie,norme h=3,20.882395500884872
Indonésie,norme h=3,0.0
Indonésie,norme h=3,6.697989704735173
Indonésie,norme h=3,0.0
Indonésie,norme h=3,0.0
Indonésie,norme h=3,7.038813266038371
Indonésie,norme h=3,2.7973444862919785
Indonésie,norme h=3,6.378168915210539
Indonésie,norme h=3,0.0
Indonésie,norme h=3,21.2276939662881
Indonésie,norme h=3,0.0
Indonésie,norme h=3,0.40072122062825694
Indonésie,norme h=3,0.479537481146992
Indonésie,norme h=3,22.186750360688638
Indonésie,norme h=3,99.99999999999999
Indonésie,norme h=3,102.42187070434025
Indonésie,norme h=3,0.0
Indonésie,norme h=3,0.0
Indonésie,norme h=3,0.0
Indonésie,norme h=3,0.195594522537809
Indonésie,norme h=3,100.0
Indonésie,norme h=3,0.0
Indonésie,norme h=3,0.38633324101955197
Indonésie,norme h=3,3.6117869196468457
Indonésie,norme h=3,0.9217650007276774
Indonésie,norme h=3,46.28576208341528
Indonésie,norme h=4,85.02633368922247
Indonésie,norme h=4,85.02633368922247
Indonésie,norme h=4,0.0
Indonésie,norme h=4,0.0
Indonésie,norme h=4,0.0
Indonésie,norme h=4,0.0
Indonésie,norme h=4,0.0
Indonésie,norme h=4,0.0
Indonésie,norme h=4,28.81713042449661
Indonésie,norme h=4,0.0
Indonésie,norme h=4,8.889219186514357
Indonésie,norme h=4,0.0
Indonésie,norme h=4,0.0
Indonésie,norme h=4,27.85432824278544
Indonésie,norme h=4,41.42212534057671
Indonésie,norme h=4,52.534422505009765
Indonésie,norme h=4,0.0
Indonésie,norme h=4,34.05651163446361
Indonésie,norme h=4,0.0
Indonésie,norme h=4,0.47967122439737997
Indonésie,norme h=4,0.479537481146992
Indonésie,norme h=4,28.026246044478082
Indonésie,norme h=4,99.99999999999999
Indonésie,norme h=4,102.42187070434025
Indonésie,norme h=4,0.0
Indonésie,norme h=4,0.0
Indonésie,norme h=4,0.0
Indonésie,norme h=4,0.43979286906957643
Indonésie,norme h=4,100.0
Indonésie,norme h=4,0.3260347132808983
Indonésie,norme h=4,0.6501417358561224
Indonésie,norme h=4,5.694832399358323
Indonésie,norme h=4,1.193711176393353
Indonésie,norme h=4,85.97264896817099
Indonésie,JETP h=2,0.0
Afrique du Sud,norme h=3,100.0
Afrique du Sud,norme h=3,0.0
Afrique du Sud,norme h=3,6.84843739885954
Afrique du Sud,norme h=3,98.70610273455817
Afrique du Sud,norme h=3,97.4478315247382
Afrique du Sud,norme h=3,0.0
Afrique du Sud,norme h=3,0.0
Afrique du Sud,norme h=3,94.0011259716579
Afrique du Sud,norme h=3,0.0
Afrique du Sud,norme h=3,0.0
Afrique du Sud,norme h=3,76.54993628553645
Afrique du Sud,norme h=3,99.44282894738382
Afrique du Sud,norme h=3,101.05686269295485
Afrique du Sud,norme h=3,31.1421866029861
Afrique du Sud,norme h=3,0.0
Afrique du Sud,norme h=3,0.0
Afrique du Sud,norme h=3,0.0
Afrique du Sud,norme h=3,0.0
Afrique du Sud,norme h=3,0.0
Afrique du Sud,norme h=3,0.0
Afrique du Sud,norme h=4,100.0
Afrique du Sud,norme h=4,0.0
Afrique du Sud,norme h=4,9.870537931489437
Afrique du Sud,norme h=4,98.70610273455817
Afrique du Sud,norme h=4,97.4478315247382
Afrique du Sud,norme h=4,0.0
Afrique du Sud,norme h=4,0.0
Afrique du Sud,norme h=4,94.0011259716579
Afrique du Sud,norme h=4,0.0
Afrique du Sud,norme h=4,0.0
Afrique du Sud,norme h=4,76.54993628553645
Afrique du Sud,norme h=4,99.44282894738382
Afrique du Sud,norme h=4,101.05686269295485
Afrique du Sud,norme h=4,31.1421866029861
Afrique du Sud,norme h=4,0.0
Afrique du Sud,norme h=4,4.280532478948232
Afrique du Sud,norme h=4,0.0
Afrique du Sud,norme h=4,5.010016869769285
Afrique du Sud,norme h=4,0.0
Afrique du Sud,norme h=4,0.0
Afrique du Sud,JETP h=2,87.16821123872938
Sénégal,norme h=3,0.0
Sénégal,norme h=3,0.0
Sénégal,norme h=3,20.47364946716271
Sénégal,norme h=3,20.47364946716271
Sénégal,norme h=3,0.0
Sénégal,norme h=3,38.606890137211565
Sénégal,norme h=3,38.60689515624421
Sénégal,norme h=3,99.39335215188846
Sénégal,norme h=3,8.577420436009197
Sénégal,norme h=3,8.577417730065518
Sénégal,norme h=3,50.34836531336612
Sénégal,norme h=3,41.585293898330804
Sénégal,norme h=3,41.58524129740906
Sénégal,norme h=3,0.0
Sénégal,norme h=3,34.54868837511554
Sénégal,norme h=3,0.0
Sénégal,norme h=3,0.0
Sénégal,norme h=3,30.917131403423934
Sénégal,norme h=3,30.91714714839724
Sénégal,norme h=3,32.55592819537825
Sénégal,norme h=3,32.55592419051284
Sénégal,norme h=3,247.62680997245573
Sénégal,norme h=3,6.587168998883323
Sénégal,norme h=3,0.0
Sénégal,norme h=3,58.018032884890005
Sénégal,norme h=3,30.554678830253703
Sénégal,norme h=3,30.86593584759659
Sénégal,norme h=3,98.04971542333925
Sénégal,norme h=3,98.05865243641361
Sénégal,norme h=4,0.0
Sénégal,norme h=4,0.0
Sénégal,norme h=4,26.43606123519424
Sénégal,norme h=4,26.43606123519424
Sénégal,norme h=4,0.0
Sénégal,norme h=4,51.12565761536764
Sénégal,norme h=4,51.12565946665616
Sénégal,norme h=4,99.39335215188846
Sénégal,norme h=4,14.66322115590602
Sénégal,norme h=4,14.663211239686051
Sénégal,norme h=4,50.34836531336612
Sénégal,norme h=4,63.40295900081758
Sénégal,norme h=4,63.40289496491284
Sénégal,norme h=4,0.0
Sénégal,norme h=4,36.93061224612253
Sénégal,norme h=4,0.0
Sénégal,norme h=4,0.0
Sénégal,norme h=4,48.6944688457074
Sénégal,norme h=4,48.69447441125821
Sénégal,norme h=4,57.103749018591884
Sénégal,norme h=4,57.103742888381554
Sénégal,norme h=4,372.5518137633725
Sénégal,norme h=4,6.587168998883323
Sénégal,norme h=4,0.0
Sénégal,norme h=4,75.42466607037902
Sénégal,norme h=4,30.554678830253703
Sénégal,norme h=4,30.86593584759659
Sénégal,norme h=4,98.04971542333925
Sénégal,norme h=4,98.05865243641361
Sénégal,JETP h=2,9.329978392057987
