name_row_id,party_id,name,form_type,language,document_id,line_id,recorded_at,decided_by,status,supersedes,notes
global-energy-alliance-for-people-and-planet.name.1,global-energy-alliance-for-people-and-planet,Global Energy Alliance for People and Planet,preferred,,idn-geapp-diesel-replacement-program,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
government-of-indonesia.name.1,government-of-indonesia,Government of Indonesia,preferred,,idn-jetp-joint-statement-2022,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,read from the joint publisher text 'Government of Indonesia and International Partners Group'
government-of-senegal.name.1,government-of-senegal,Government of Senegal,preferred,,sen-gov-access-project-fiches,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
government-of-the-united-kingdom.name.1,government-of-the-united-kingdom,Government of the United Kingdom,preferred,,sen-uk-jetp-launch-2023,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
government-of-viet-nam.name.1,government-of-viet-nam,Government of Viet Nam,preferred,,vnm-decision-1009-2023,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
grant-thornton.name.1,grant-thornton,Grant Thornton,preferred,,sen-arcop-aser-audit-2023,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,read from the publisher text 'ARCOP / Grant Thornton'
greencape.name.1,greencape,GreenCape,preferred,,zaf-project-report-nomzamo-2025,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
ib-vogt.name.1,ib-vogt,ib vogt,preferred,,idn-ibvogt-diesel-west-2023,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
ifc.name.1,ifc,IFC,preferred,,sen-ifc-biogas-609428,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
institute-for-energy-economics-and-financial-analysis.name.1,institute-for-energy-economics-and-financial-analysis,Institute for Energy Economics and Financial Analysis,preferred,,idn-ieefa-dediesel-update-2026,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
international-aid-transparency-initiative.name.1,international-aid-transparency-initiative,International Aid Transparency Initiative,preferred,,vnm-iati-bii-publisher,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
international-energy-agency.name.1,international-energy-agency,International Energy Agency,preferred,,idn-jetp-carbon-pricing-2025,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,read from the joint publisher text 'JETP Indonesia Secretariat and International Energy Agency'
international-partners-group.name.1,international-partners-group,International Partners Group,preferred,,idn-jetp-joint-statement-2022,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,read from the joint publisher text 'Government of Indonesia and International Partners Group'; read from the joint publisher text 'Government of Viet Nam and International Partners Group'
japan-international-cooperation-agency.name.1,japan-international-cooperation-agency,Japan International Cooperation Agency,preferred,,idn-jica-mrt-east-west-2024,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
jet-project-management-unit.name.1,jet-project-management-unit,JET Project Management Unit,preferred,,zaf-jet-grants-faq-2024,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
jetp-indonesia-secretariat.name.1,jetp-indonesia-secretariat,JETP Indonesia Secretariat,preferred,,idn-cipp-2023,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
kfw-development-bank.name.1,kfw-development-bank,KfW Development Bank,preferred,,zaf-kfw-jetp-project-profile,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
marubeni-corporation.name.1,marubeni-corporation,Marubeni Corporation,preferred,,idn-project-cirebon-framework-marubeni,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
mepm.name.1,mepm,MEPM,preferred,,sen-energy-policy-2025-2029,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
mha.name.1,mha,MHA,preferred,,sen-mha-sambangalou,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
ministry-of-energy-petroleum-and-mines.name.1,ministry-of-energy-petroleum-and-mines,Ministry of Energy Petroleum and Mines,preferred,,sen-investment-plan-l4,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
ministry-of-industry-and-trade.name.1,ministry-of-industry-and-trade,Ministry of Industry and Trade,preferred,,vnm-moit-newsletter-01-2025-03,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
mitigation-action-facility.name.1,mitigation-action-facility,Mitigation Action Facility,preferred,,zaf-eepbip-maf,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
mrv-energie.name.1,mrv-energie,MRV Energie,preferred,,sen-mrv-350-villages,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
national-transmission-company-south-africa.name.1,national-transmission-company-south-africa,National Transmission Company South Africa,preferred,,zaf-ntcsa-transmission-plans,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
nrgi.name.1,nrgi,NRGI,preferred,,sen-nrgi-jetp-feasibility-2026,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
oecd-cefim-programme.name.1,oecd-cefim-programme,OECD CEFIM Programme,preferred,,idn-jetp-guarantees-insurance-2025,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
off-grid-europe.name.1,off-grid-europe,Off-Grid Europe,preferred,,sen-offgrid-africool-mou-2025,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
off-grid-europe-off-grid-africa.name.1,off-grid-europe-off-grid-africa,Off-Grid Europe / Off-Grid Africa,preferred,,sen-offgrid-mini-grid-2025,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
omvg.name.1,omvg,OMVG,preferred,,sen-omvg-energy-portal,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
omvg-projet-energie.name.1,omvg-projet-energie,OMVG Projet Energie,preferred,,sen-omvg-project-contact,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
pln-nusantara-power.name.1,pln-nusantara-power,PLN Nusantara Power,preferred,,idn-project-sutami-construction-plnnp-2026,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
pln-nusantara-renewables.name.1,pln-nusantara-renewables,PLN Nusantara Renewables,preferred,,idn-project-tanah-laut-plnnp,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
pnb-sn.name.1,pnb-sn,PNB-SN,preferred,,sen-pnb-biogas-model,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
presidency-of-the-french-republic.name.1,presidency-of-the-french-republic,Presidency of the French Republic,preferred,,sen-elysee-jetp-launch-2023,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
presidential-climate-commission.name.1,presidential-climate-commission,Presidential Climate Commission,preferred,,zaf-pcc-jet-ip,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
pyramide-environmental-consultants.name.1,pyramide-environmental-consultants,Pyramide Environmental Consultants,preferred,,sen-scout-ouarkhokh-par,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,read from the publisher text 'BOAD / Pyramide Environmental Consultants'
reuters.name.1,reuters,Reuters,preferred,,idn-news-cirebon-retirement-reuters-2025,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
rts.name.1,rts,RTS,preferred,,sen-rts-huawei-mou-2026,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
seg-solar.name.1,seg-solar,SEG Solar,preferred,,idn-project-seg-construction-2024,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
semis.name.1,semis,SEMIS,preferred,,sen-semis-storage-study,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
senegal-budget-ministry.name.1,senegal-budget-ministry,Senegal budget ministry,preferred,,sen-scout-puelec-pip-2026,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
senegal-eiti-mepm-enercap.name.1,senegal-eiti-mepm-enercap,Senegal EITI / MEPM ENERCAP,preferred,,sen-investment-plan-annex8-official,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
senegal-mepm.name.1,senegal-mepm,Senegal MEPM,preferred,,sen-mepm-cntic-huawei-contracts-2025,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
senego.name.1,senego,Senego,preferred,,sen-senego-mobilised-2026,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
senelec.name.1,senelec,Senelec,preferred,,sen-diass-groundbreaking-2026,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
senelec.name.2,senelec,SENELEC,spelling_or_case_variant,,sen-senelec-agpm-2026-contact,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
swedfund.name.1,swedfund,Swedfund,preferred,,sen-swedfund-biofuels,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
uasz-senelec-cfpp.name.1,uasz-senelec-cfpp,UASZ / Senelec CFPP,preferred,,sen-uasz-vev-thesis-2024,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
uk-cop26-presidency.name.1,uk-cop26-presidency,UK COP26 Presidency,preferred,,zaf-jetp-leaders-midyear-2022,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
united-tractors.name.1,united-tractors,United Tractors,preferred,,idn-project-legok-agreement-ut-2024,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
vemar.name.1,vemar,VEMAR,preferred,,sen-vemar-fass-ngom,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
vie-publique-sn.name.1,vie-publique-sn,Vie-Publique.sn,preferred,,sen-investment-plan-annexes-mirror,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
vietnam-electricity.name.1,vietnam-electricity,Vietnam Electricity,preferred,,vnm-evn-afd-transmission-2025,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
vietnam-prosperity-joint-stock-commercial-bank.name.1,vietnam-prosperity-joint-stock-commercial-bank,Vietnam Prosperity Joint Stock Commercial Bank,preferred,,vnm-vpbank-sustainable-finance-2025,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
world-bank.name.1,world-bank,World Bank,preferred,,idn-world-bank-isle1-2023,,2026-09-23,scripts/jetp/build_evidence_layer.py,accepted,,
