observation_id,subject_kind,subject_id,axis,measure,flow_type,basis,value,value_low,value_high,unit,currency,own_status,indicator_code,line_id,method,method_version,recorded_at,status,supersedes,notes
observation-zaf-register-eu002-2026-03-30,agreement,agreement-zaf-register-eu002,money,amount,,unknown,2000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-29,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu002-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU002"
observation-zaf-register-eu003-2026-03-30,agreement,agreement-zaf-register-eu003,money,amount,,unknown,80000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-30,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu003-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU003"
observation-zaf-register-eu004-2026-03-30,agreement,agreement-zaf-register-eu004,money,amount,,unknown,20000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-31,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu004-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU004"
observation-zaf-register-eu005-2026-03-30,agreement,agreement-zaf-register-eu005,money,amount,,unknown,15000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-32,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu005-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU005"
observation-zaf-register-eu006-2026-03-30,agreement,agreement-zaf-register-eu006,money,amount,,unknown,160000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-33,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu006-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU006"
observation-zaf-register-eu007-2026-03-30,agreement,agreement-zaf-register-eu007,money,amount,,unknown,250000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-34,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu007-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU007"
observation-zaf-register-eu008-2026-03-30,agreement,agreement-zaf-register-eu008,money,amount,,unknown,35000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-35,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu008-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU008"
observation-zaf-register-eu010-2026-03-30,agreement,agreement-zaf-register-eu010,money,amount,,unknown,0,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-36,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu010-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU010"
observation-zaf-register-eu011-2026-03-30,agreement,agreement-zaf-register-eu011,money,amount,,unknown,10000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-37,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu011-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU011"
observation-zaf-register-eu012-2026-03-30,agreement,agreement-zaf-register-eu012,money,amount,,unknown,20000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-38,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu012-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU012"
observation-zaf-register-eu013-2026-03-30,agreement,agreement-zaf-register-eu013,money,amount,,unknown,32000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-39,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu013-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU013"
observation-zaf-register-eu014-2026-03-30,agreement,agreement-zaf-register-eu014,money,amount,,unknown,100000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-40,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu014-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU014"
observation-zaf-register-eu015-2026-03-30,agreement,agreement-zaf-register-eu015,money,amount,,unknown,25500000,,,EUR,EUR,announced,,zaf-jet-investment-register-q1-2026-overall-data-41,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu015-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU015"
observation-zaf-register-eu016-2026-03-30,agreement,agreement-zaf-register-eu016,money,amount,,unknown,29500000,,,EUR,EUR,announced,,zaf-jet-investment-register-q1-2026-overall-data-42,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu016-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU016"
observation-zaf-register-eu017-2026-03-30,agreement,agreement-zaf-register-eu017,money,amount,,unknown,1000000,,,EUR,EUR,announced,,zaf-jet-investment-register-q1-2026-overall-data-43,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu017-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU017"
observation-zaf-register-eu018-2026-03-30,agreement,agreement-zaf-register-eu018,money,amount,,unknown,26000000,,,EUR,EUR,announced,,zaf-jet-investment-register-q1-2026-overall-data-44,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu018-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU018"
observation-zaf-register-eu019-2026-03-30,agreement,agreement-zaf-register-eu019,money,amount,,unknown,21000000,,,EUR,EUR,announced,,zaf-jet-investment-register-q1-2026-overall-data-45,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu019-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU019"
observation-zaf-register-eu020-2026-03-30,agreement,agreement-zaf-register-eu020,money,amount,,unknown,25000000,,,EUR,EUR,announced,,zaf-jet-investment-register-q1-2026-overall-data-46,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu020-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU020"
observation-zaf-register-eu021-2026-03-30,agreement,agreement-zaf-register-eu021,money,amount,,unknown,20000000,,,EUR,EUR,announced,,zaf-jet-investment-register-q1-2026-overall-data-47,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-eu021-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID EU021"
observation-zaf-register-fr001-2026-03-30,agreement,agreement-zaf-register-fr001,money,amount,,unknown,630000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-48,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr001-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR001"
observation-zaf-register-fr002-2026-03-30,agreement,agreement-zaf-register-fr002,money,amount,,unknown,275000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-49,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr002-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR002"
observation-zaf-register-fr003-2026-03-30,agreement,agreement-zaf-register-fr003,money,amount,,unknown,500000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-50,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr003-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR003"
observation-zaf-register-fr004-2026-03-30,agreement,agreement-zaf-register-fr004,money,amount,,unknown,200000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-51,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr004-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR004"
observation-zaf-register-fr005-2026-03-30,agreement,agreement-zaf-register-fr005,money,amount,,unknown,357000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-52,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr005-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR005"
observation-zaf-register-fr006-2026-03-30,agreement,agreement-zaf-register-fr006,money,amount,,unknown,30000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-53,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr006-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR006"
observation-zaf-register-fr007-2026-03-30,agreement,agreement-zaf-register-fr007,money,amount,,unknown,150000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-54,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr007-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR007"
observation-zaf-register-fr009-2026-03-30,agreement,agreement-zaf-register-fr009,money,amount,,unknown,15000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-55,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr009-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR009"
observation-zaf-register-fr010-2026-03-30,agreement,agreement-zaf-register-fr010,money,amount,,unknown,120000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-56,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr010-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR010"
observation-zaf-register-fr011-2026-03-30,agreement,agreement-zaf-register-fr011,money,amount,,unknown,20000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-57,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr011-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR011"
observation-zaf-register-fr012-2026-03-30,agreement,agreement-zaf-register-fr012,money,amount,,unknown,350000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-58,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr012-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR012"
observation-zaf-register-fr013-2026-03-30,agreement,agreement-zaf-register-fr013,money,amount,,unknown,219500,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-59,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr013-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR013"
observation-zaf-register-fr014-2026-03-30,agreement,agreement-zaf-register-fr014,money,amount,,unknown,210000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-60,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr014-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR014"
observation-zaf-register-fr015-2026-03-30,agreement,agreement-zaf-register-fr015,money,amount,,unknown,119000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-61,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr015-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR015"
observation-zaf-register-fr016-2026-03-30,agreement,agreement-zaf-register-fr016,money,amount,,unknown,32000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-62,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr016-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR016"
observation-zaf-register-fr017-2026-03-30,agreement,agreement-zaf-register-fr017,money,amount,,unknown,70000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-63,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr017-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR017"
observation-zaf-register-fr019-2026-03-30,agreement,agreement-zaf-register-fr019,money,amount,,unknown,90000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-64,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr019-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR019"
observation-zaf-register-fr020-2026-03-30,agreement,agreement-zaf-register-fr020,money,amount,,unknown,200000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-65,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr020-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR020"
observation-zaf-register-fr021-2026-03-30,agreement,agreement-zaf-register-fr021,money,amount,,unknown,200000,,,EUR,EUR,announced,,zaf-jet-investment-register-q1-2026-overall-data-66,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr021-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR021"
observation-zaf-register-fr022-2026-03-30,agreement,agreement-zaf-register-fr022,money,amount,,unknown,100000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-67,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fr022-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FR022"
observation-zaf-register-fp001-1-2026-03-30,agreement,agreement-zaf-register-fp001-1,money,amount,,unknown,13000000,,,ZAR,ZAR,announced,,zaf-jet-investment-register-q1-2026-overall-data-68,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fp001-1-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FP001.1"
observation-zaf-register-fp001-2-2026-03-30,agreement,agreement-zaf-register-fp001-2,money,amount,,unknown,20000000,,,ZAR,ZAR,announced,,zaf-jet-investment-register-q1-2026-overall-data-69,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fp001-2-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FP001.2"
observation-zaf-register-fp001-3-2026-03-30,agreement,agreement-zaf-register-fp001-3,money,amount,,unknown,35500000,,,ZAR,ZAR,announced,,zaf-jet-investment-register-q1-2026-overall-data-70,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fp001-3-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FP001.3"
observation-zaf-register-fp001-4-2026-03-30,agreement,agreement-zaf-register-fp001-4,money,amount,,unknown,2529756,,,ZAR,ZAR,announced,,zaf-jet-investment-register-q1-2026-overall-data-71,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fp001-4-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FP001.4"
observation-zaf-register-fp001-5-2026-03-30,agreement,agreement-zaf-register-fp001-5,money,amount,,unknown,385000,,,EUR,EUR,approved,,zaf-jet-investment-register-q1-2026-overall-data-72,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-fp001-5-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID FP001.5"
observation-zaf-register-gr001-2026-03-30,agreement,agreement-zaf-register-gr001,money,amount,,unknown,7000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-73,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr001-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR001"
observation-zaf-register-gr002-2026-03-30,agreement,agreement-zaf-register-gr002,money,amount,,unknown,9500000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-74,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr002-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR002"
observation-zaf-register-gr003-2026-03-30,agreement,agreement-zaf-register-gr003,money,amount,,unknown,15500000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-75,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr003-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR003"
observation-zaf-register-gr004-2026-03-30,agreement,agreement-zaf-register-gr004,money,amount,,unknown,4069365,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-76,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr004-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR004"
observation-zaf-register-gr006-2026-03-30,agreement,agreement-zaf-register-gr006,money,amount,,unknown,4500000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-77,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr006-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR006"
observation-zaf-register-gr007-2026-03-30,agreement,agreement-zaf-register-gr007,money,amount,,unknown,15000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-78,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr007-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR007"
observation-zaf-register-gr008-2026-03-30,agreement,agreement-zaf-register-gr008,money,amount,,unknown,20000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-79,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr008-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR008"
