source_id,url,outcome,capture_url,captured_at,attempted_at,error
idn-ieefa-dediesel-update-2026,https://ieefa.org/resources/advancing-indonesias-100gw-solar-program-through-de-dieselization-energy-security,reused,https://web.archive.org/web/20260830232736/https://ieefa.org/resources/advancing-indonesias-100gw-solar-program-through-de-dieselization-energy-security,2026-08-30T23:27:36Z,2026-09-25T05:18:25Z,
idn-jetp-captive-power-study-2025,https://drive.usercontent.google.com/download?id=1GjtDiDblQyHfYIPzUWZFOu9QO8_gQkk_&export=download&confirm=t,captured,https://web.archive.org/web/20260924195520/https://drive.usercontent.google.com/download?id=1GjtDiDblQyHfYIPzUWZFOu9QO8_gQkk_&export=download&confirm=t,2026-09-24T19:55:20Z,2026-09-24T19:53:53Z,
idn-jetp-carbon-pricing-2025,https://drive.usercontent.google.com/download?id=1mhH15V_gw9nR5cOB6mRCvcJg2cGw0-_U&export=download&confirm=t,captured,https://web.archive.org/web/20260924195608/https://drive.usercontent.google.com/download?id=1mhH15V_gw9nR5cOB6mRCvcJg2cGw0-_U&export=download&confirm=t,2026-09-24T19:56:08Z,2026-09-24T19:55:40Z,
idn-jetp-energy-efficiency-electrification-2025,https://drive.usercontent.google.com/download?id=1JDhuF_HptvuRu8jBTWIEH33RybFNE_to&export=download&confirm=t,captured,https://web.archive.org/web/20260924195609/https://drive.usercontent.google.com/download?id=1JDhuF_HptvuRu8jBTWIEH33RybFNE_to&export=download&confirm=t,2026-09-24T19:56:09Z,2026-09-24T19:55:40Z,
idn-jetp-guarantees-insurance-2025,https://drive.usercontent.google.com/download?id=1ka0vPuF8ydvDAjDCrCo_FIQmIThKL2gk&export=download&confirm=t,captured,https://web.archive.org/web/20260924195654/https://drive.usercontent.google.com/download?id=1ka0vPuF8ydvDAjDCrCo_FIQmIThKL2gk&export=download&confirm=t,2026-09-24T19:56:54Z,2026-09-24T19:55:40Z,
idn-jetp-joint-statement-2022,https://id.usembassy.gov/united-states-supports-the-launch-of-the-just-energy-transition-partnership-jetp-in-indonesia/,reused,https://web.archive.org/web/20260812123234/https://id.usembassy.gov/united-states-supports-the-launch-of-the-just-energy-transition-partnership-jetp-in-indonesia/,2026-08-12T12:32:34Z,2026-09-25T05:18:36Z,
idn-jetp-just-transition-study-2025,https://drive.usercontent.google.com/download?id=1i1XgotGsbydM4FQ5dBxQPgncs2Lkpkov&export=download&confirm=t,captured,https://web.archive.org/web/20260924195652/https://drive.usercontent.google.com/download?id=1i1XgotGsbydM4FQ5dBxQPgncs2Lkpkov&export=download&confirm=t,2026-09-24T19:56:52Z,2026-09-24T19:56:20Z,
idn-jetp-progress-report-2025,https://drive.usercontent.google.com/download?id=1RhW5MLzbza69uaZHfho4bnQLSmjnAjWO&export=download&confirm=t,captured,https://web.archive.org/web/20260924195725/https://drive.usercontent.google.com/download?id=1RhW5MLzbza69uaZHfho4bnQLSmjnAjWO&export=download&confirm=t,2026-09-24T19:57:25Z,2026-09-24T19:56:56Z,
idn-jetp-reports-2025-landing,https://jetp.id/news/jetp-reports-2025,captured,https://web.archive.org/web/20260924195801/https://jetp.id/news/jetp-reports-2025,2026-09-24T19:58:01Z,2026-09-24T19:57:44Z,
idn-jetp-small-scale-renewables-finance-2025,https://drive.usercontent.google.com/download?id=10P6BuNhTtDmxF9VFNMsa6d1Nd5zjYn3i&export=download&confirm=t,captured,https://web.archive.org/web/20260924195919/https://drive.usercontent.google.com/download?id=10P6BuNhTtDmxF9VFNMsa6d1Nd5zjYn3i&export=download&confirm=t,2026-09-24T19:59:19Z,2026-09-24T19:58:23Z,
idn-jetp-work-plan-2024-presentation,https://asiacleanenergyforum.adb.org/wp-content/uploads/2024/06/Paul-Butarbutar.pdf,captured,https://web.archive.org/web/20260924195842/https://asiacleanenergyforum.adb.org/wp-content/uploads/2024/06/Paul-Butarbutar.pdf,2026-09-24T19:58:42Z,2026-09-24T19:58:28Z,
idn-jetp-xurya-equity-2024,https://jetp.id/news/norwegian-and-british-investment-in-indonesian-start-up-marks-first-equity-milestone-in-jetp-disbursement,captured,https://web.archive.org/web/20260924195900/https://jetp.id/news/norwegian-and-british-investment-in-indonesian-start-up-marks-first-equity-milestone-in-jetp-disbursement,2026-09-24T19:59:00Z,2026-09-24T19:58:50Z,
idn-jica-mrt-east-west-2024,https://www.jica.go.jp/english/information/press/2024/20240514_10.html,reused,https://web.archive.org/web/20260712160706/https://www.jica.go.jp/english/information/press/2024/20240514_10.html,2026-07-12T16:07:06Z,2026-09-24T15:50:43Z,
idn-jica-mrt-north-south-2023,https://www.jica.go.jp/information/press/2023/20230403_10.html,reused,https://web.archive.org/web/20251113092352/https://www.jica.go.jp/information/press/2023/20230403_10.html,2025-11-13T09:23:52Z,2026-09-24T15:50:47Z,
idn-news-cirebon-retirement-reuters-2025,https://www.reuters.com/business/energy/indonesia-backpedals-retiring-cirebon-coal-power-plant-early-2025-12-05/,failed,,,2026-09-25T05:18:40Z,save_error: error:bad-request
idn-news-legok-groundbreaking-antara-2026,https://en.antaranews.com/news/424445/legok-nangka-psel-to-boost-waste-management-clean-energy-ministry,reused,https://web.archive.org/web/20260730155841/https://en.antaranews.com/news/424445/legok-nangka-psel-to-boost-waste-management-clean-energy-ministry,2026-07-30T15:58:41Z,2026-09-24T15:50:51Z,
idn-portfolio-candi-umbul,https://portfolio.jetp.id/program/candi-umbul-geothermal-project,captured,https://web.archive.org/web/20260924195916/https://portfolio.jetp.id/program/candi-umbul-geothermal-project,2026-09-24T19:59:16Z,2026-09-24T19:59:00Z,
idn-portfolio-carbon-monetization,https://portfolio.jetp.id/program/carbon-monetization,captured,https://web.archive.org/web/20260924195940/https://portfolio.jetp.id/program/carbon-monetization,2026-09-24T19:59:40Z,2026-09-24T19:59:23Z,
idn-portfolio-case,https://portfolio.jetp.id/program/clean-affordable-and-secure-energy-for-southeast-asia-case,captured,https://web.archive.org/web/20260924195946/https://portfolio.jetp.id/program/clean-affordable-and-secure-energy-for-southeast-asia-case,2026-09-24T19:59:46Z,2026-09-24T19:59:26Z,
idn-portfolio-cefim,https://portfolio.jetp.id/program/clean-energy-finance-and-investment-mobilisation-cefim-programme,captured,https://web.archive.org/web/20260924200536/https://portfolio.jetp.id/program/clean-energy-finance-and-investment-mobilisation-cefim-programme,2026-09-24T20:05:36Z,2026-09-24T19:59:39Z,
idn-portfolio-cetp,https://portfolio.jetp.id/program/clean-energy-transition-program-cetp,captured,https://web.archive.org/web/20260924200513/https://portfolio.jetp.id/program/clean-energy-transition-program-cetp,2026-09-24T20:05:13Z,2026-09-24T20:00:03Z,
idn-portfolio-cfpp-repurposing,https://portfolio.jetp.id/program/coal-fired-power-plant-site-repurposing,captured,https://web.archive.org/web/20260924203921/https://portfolio.jetp.id/program/coal-fired-power-plant-site-repurposing,2026-09-24T20:39:21Z,2026-09-24T20:49:53Z,
idn-portfolio-efsd,https://portfolio.jetp.id/program/european-fund-for-sustainable-development-plus-efsd-for-energy-project-preparation,captured,https://web.archive.org/web/20260924200549/https://portfolio.jetp.id/program/european-fund-for-sustainable-development-plus-efsd-for-energy-project-preparation,2026-09-24T20:05:49Z,2026-09-24T20:05:21Z,
idn-portfolio-energy-hub,https://portfolio.jetp.id/program/energy-hub,captured,https://web.archive.org/web/20260924203841/https://portfolio.jetp.id/program/energy-hub,2026-09-24T20:38:41Z,2026-09-24T20:49:53Z,
idn-portfolio-enerkey,https://portfolio.jetp.id/program/enerkey-project,captured,https://web.archive.org/web/20260924200638/https://portfolio.jetp.id/program/enerkey-project,2026-09-24T20:06:38Z,2026-09-24T20:05:50Z,
idn-portfolio-entri,https://portfolio.jetp.id/program/renewable-energy-mini-grids-triangular-cooperation-entri-project,captured,https://web.archive.org/web/20260924200642/https://portfolio.jetp.id/program/renewable-energy-mini-grids-triangular-cooperation-entri-project,2026-09-24T20:06:42Z,2026-09-24T20:06:02Z,
idn-portfolio-esmap-canada,https://portfolio.jetp.id/program/energy-sector-management-assistance-program-esmap,captured,https://web.archive.org/web/20260924200630/https://portfolio.jetp.id/program/energy-sector-management-assistance-program-esmap,2026-09-24T20:06:30Z,2026-09-24T20:06:08Z,
idn-portfolio-esmap-uk,https://portfolio.jetp.id/program/energy-sector-management-assistance-program,captured,https://web.archive.org/web/20260924203847/https://portfolio.jetp.id/program/energy-sector-management-assistance-program,2026-09-24T20:38:47Z,2026-09-24T20:49:53Z,
idn-portfolio-etap,https://portfolio.jetp.id/program/energy-transition-acceleration-programme-etap,captured,https://web.archive.org/web/20260924200709/https://portfolio.jetp.id/program/energy-transition-acceleration-programme-etap,2026-09-24T20:07:09Z,2026-09-24T20:06:52Z,
idn-portfolio-etmptf,https://portfolio.jetp.id/program/energy-transition-mechanism-partnership-trust-fund-etmptf-1,captured,https://web.archive.org/web/20260924200753/https://portfolio.jetp.id/program/energy-transition-mechanism-partnership-trust-fund-etmptf-1,2026-09-24T20:07:53Z,2026-09-24T20:06:56Z,
idn-portfolio-etp,https://portfolio.jetp.id/program/south-east-asia-energy-transition-partnership-etp,captured,https://web.archive.org/web/20260924201231/https://portfolio.jetp.id/program/south-east-asia-energy-transition-partnership-etp,2026-09-24T20:12:31Z,2026-09-24T20:07:16Z,
idn-portfolio-euicf,https://portfolio.jetp.id/program/eu-indonesia-cooperation-facility,captured,https://web.archive.org/web/20260924201236/https://portfolio.jetp.id/program/eu-indonesia-cooperation-facility,2026-09-24T20:12:36Z,2026-09-24T20:07:31Z,
idn-portfolio-explore,https://portfolio.jetp.id/program/strategic-exploration-of-economic-mitigation-potentials-through-renewables-explore-project,captured,https://web.archive.org/web/20260924201241/https://portfolio.jetp.id/program/strategic-exploration-of-economic-mitigation-potentials-through-renewables-explore-project,2026-09-24T20:12:41Z,2026-09-24T20:08:08Z,
idn-portfolio-gesit,https://portfolio.jetp.id/program/green-jobs-for-social-inclusion-and-sustainable-transformation-gesit,captured,https://web.archive.org/web/20260924203505/https://portfolio.jetp.id/program/green-jobs-for-social-inclusion-and-sustainable-transformation-gesit,2026-09-24T20:35:05Z,2026-09-24T20:12:53Z,
idn-portfolio-green-energy-transition,https://portfolio.jetp.id/program/green-energy-transition-indonesia,captured,https://web.archive.org/web/20260924203555/https://portfolio.jetp.id/program/green-energy-transition-indonesia,2026-09-24T20:35:55Z,2026-09-24T20:12:59Z,
idn-portfolio-growth-gateway,https://portfolio.jetp.id/program/growth-gateway,captured,https://web.archive.org/web/20260924203621/https://portfolio.jetp.id/program/growth-gateway,2026-09-24T20:36:21Z,2026-09-24T20:13:04Z,
idn-portfolio-ietf,https://portfolio.jetp.id/program/ietf-indonesia-energy-transition-facility,captured,https://web.archive.org/web/20260924204408/https://portfolio.jetp.id/program/ietf-indonesia-energy-transition-facility,2026-09-24T20:44:08Z,2026-09-24T20:38:48Z,
idn-portfolio-iki-flex,https://portfolio.jetp.id/program/iki-flex-jetp-support-package-1,captured,https://web.archive.org/web/20260924204400/https://portfolio.jetp.id/program/iki-flex-jetp-support-package-1,2026-09-24T20:44:00Z,2026-09-24T20:38:54Z,
idn-portfolio-iki-jet,https://portfolio.jetp.id/program/innovation-regions-for-a-just-energy-transition-iki-jet,captured,https://web.archive.org/web/20260924204406/https://portfolio.jetp.id/program/innovation-regions-for-a-just-energy-transition-iki-jet,2026-09-24T20:44:06Z,2026-09-24T20:38:59Z,
idn-portfolio-ipdf,https://portfolio.jetp.id/program/indonesia-policy-dialogue-fund-ipdf,captured,https://web.archive.org/web/20260924204439/https://portfolio.jetp.id/program/indonesia-policy-dialogue-fund-ipdf,2026-09-24T20:44:39Z,2026-09-24T20:44:23Z,
idn-portfolio-jetp-esia,https://portfolio.jetp.id/program/facilitating-financing-for-indonesias-just-energy-transition-partnership-esia-study,captured,https://web.archive.org/web/20260924204433/https://portfolio.jetp.id/program/facilitating-financing-for-indonesias-just-energy-transition-partnership-esia-study,2026-09-24T20:44:33Z,2026-09-24T20:44:26Z,
idn-portfolio-jetp-financing,https://portfolio.jetp.id/program/facilitating-financing-for-indonesias-just-energy-transition-partnership,captured,https://web.archive.org/web/20260924204940/https://portfolio.jetp.id/program/facilitating-financing-for-indonesias-just-energy-transition-partnership,2026-09-24T20:49:40Z,2026-09-24T20:55:10Z,
idn-portfolio-jt-coal-regions,https://portfolio.jetp.id/program/just-transition-in-coal-regions,captured,https://web.archive.org/web/20260924204954/https://portfolio.jetp.id/program/just-transition-in-coal-regions,2026-09-24T20:49:54Z,2026-09-24T20:55:16Z,
idn-portfolio-jt-framework,https://portfolio.jetp.id/program/operationalisation-of-the-just-transition-framework-in-jetp-indonesia-phase-2,failed,,,2026-09-24T20:55:21Z,save_error: error:job-failed
idn-portfolio-low-carbon-buildings,https://portfolio.jetp.id/program/asia-low-carbon-building-transition,captured,https://web.archive.org/web/20260924205530/https://portfolio.jetp.id/program/asia-low-carbon-building-transition,2026-09-24T20:55:30Z,2026-09-24T20:55:27Z,
idn-portfolio-mentari-policy,https://portfolio.jetp.id/program/mentari-contributions-to-the-jetp,captured,https://web.archive.org/web/20260924205536/https://portfolio.jetp.id/program/mentari-contributions-to-the-jetp,2026-09-24T20:55:36Z,2026-09-24T20:55:32Z,
idn-portfolio-mentari-vgf,https://portfolio.jetp.id/program/mentari-viability-gap-fund,captured,https://web.archive.org/web/20260924210043/https://portfolio.jetp.id/program/mentari-viability-gap-fund,2026-09-24T21:00:43Z,2026-09-24T20:55:37Z,
idn-portfolio-patuha2,https://portfolio.jetp.id/program/grant-for-patuha-unit-2-geothermal-power-generation-project,captured,https://web.archive.org/web/20260924210048/https://portfolio.jetp.id/program/grant-for-patuha-unit-2-geothermal-power-generation-project,2026-09-24T21:00:48Z,2026-09-24T20:55:53Z,
idn-portfolio-perform,https://portfolio.jetp.id/program/performing-energy-transition-through-fiscal-reform-in-indonesia-perform,failed,,,2026-09-24T20:55:59Z,save_error: error:job-failed
idn-portfolio-project-gecs,https://portfolio.jetp.id/project/green-energy-corridor-sulawesi-gecs,captured,https://web.archive.org/web/20260924210203/https://portfolio.jetp.id/project/green-energy-corridor-sulawesi-gecs,2026-09-24T21:02:03Z,2026-09-24T21:01:05Z,
idn-portfolio-project-hululais,https://portfolio.jetp.id/project/geothermal-hululais-unit-1-2,captured,https://web.archive.org/web/20260924210115/https://portfolio.jetp.id/project/geothermal-hululais-unit-1-2,2026-09-24T21:01:15Z,2026-09-24T21:01:06Z,
idn-portfolio-project-index-2026,https://portfolio.jetp.id/project,captured,https://web.archive.org/web/20260924210232/https://portfolio.jetp.id/project,2026-09-24T21:02:32Z,2026-09-24T21:01:10Z,
idn-portfolio-project-nagajaya,https://portfolio.jetp.id/project/nagajaya-microhydro-65-mw,captured,https://web.archive.org/web/20260924210641/https://portfolio.jetp.id/project/nagajaya-microhydro-65-mw,2026-09-24T21:06:41Z,2026-09-24T21:01:37Z,
idn-portfolio-pt-smi-retirement,https://portfolio.jetp.id/program/pt-smi-early-retirement-program,captured,https://web.archive.org/web/20260924210738/https://portfolio.jetp.id/program/pt-smi-early-retirement-program,2026-09-24T21:07:38Z,2026-09-24T21:02:22Z,
idn-portfolio-re2cool,https://portfolio.jetp.id/program/re2cool,captured,https://web.archive.org/web/20260924210741/https://portfolio.jetp.id/program/re2cool,2026-09-24T21:07:41Z,2026-09-24T21:02:54Z,
idn-portfolio-re2grid,https://portfolio.jetp.id/program/re2grid,captured,https://web.archive.org/web/20260924210707/https://portfolio.jetp.id/program/re2grid,2026-09-24T21:07:07Z,2026-09-24T21:07:03Z,
idn-portfolio-reep2,https://portfolio.jetp.id/program/1000-islands-renewable-energy-for-electrification-programme-phase-ii-reep2,captured,https://web.archive.org/web/20260924210733/https://portfolio.jetp.id/program/1000-islands-renewable-energy-for-electrification-programme-phase-ii-reep2,2026-09-24T21:07:33Z,2026-09-24T21:07:29Z,
idn-portfolio-s4i,https://portfolio.jetp.id/program/support-for-infrastructure-investments-in-indonesia-s4i-for-the-establishment-of-indonesias-development-bank-project,captured,https://web.archive.org/web/20260924210758/https://portfolio.jetp.id/program/support-for-infrastructure-investments-in-indonesia-s4i-for-the-establishment-of-indonesias-development-bank-project,2026-09-24T21:07:58Z,2026-09-24T21:07:55Z,
idn-portfolio-sdg-one,https://portfolio.jetp.id/program/sdg-indonesia-one,captured,https://web.archive.org/web/20260924210804/https://portfolio.jetp.id/program/sdg-indonesia-one,2026-09-24T21:08:04Z,2026-09-24T21:08:00Z,
idn-portfolio-secretariat-capacity,https://portfolio.jetp.id/program/institutional-and-capacity-building-support-for-the-just-energy-transition-partnership-secretariat,captured,https://web.archive.org/web/20260924210822/https://portfolio.jetp.id/program/institutional-and-capacity-building-support-for-the-just-energy-transition-partnership-secretariat,2026-09-24T21:08:22Z,2026-09-24T21:08:06Z,
idn-portfolio-seti,https://portfolio.jetp.id/program/sustainable-energy-transition-in-indonesia-seti-1,captured,https://web.archive.org/web/20260924210909/https://portfolio.jetp.id/program/sustainable-energy-transition-in-indonesia-seti-1,2026-09-24T21:09:09Z,2026-09-24T21:08:21Z,
idn-portfolio-sustainable-hydropower,https://portfolio.jetp.id/program/accompanying-measure-sustainable-hydropower,captured,https://web.archive.org/web/20260924211331/https://portfolio.jetp.id/program/accompanying-measure-sustainable-hydropower,2026-09-24T21:13:31Z,2026-09-24T21:08:26Z,
idn-portfolio-uk-pact,https://portfolio.jetp.id/program/uk-pact-indonesia,failed,,,2026-09-24T21:08:42Z,save_error: error:job-failed
idn-portfolio-wolcot,https://portfolio.jetp.id/program/women-led-coal-transition-mechanism-wolcot-1,captured,https://web.archive.org/web/20260924211341/https://portfolio.jetp.id/program/women-led-coal-transition-mechanism-wolcot-1,2026-09-24T21:13:41Z,2026-09-24T21:09:28Z,
idn-project-cirebon-framework-marubeni,https://www.marubeni.com/en/news/2023/info/00037.html,reused,https://web.archive.org/web/20251014035242/https://www.marubeni.com/en/news/2023/info/00037.html,2025-10-14T03:52:42Z,2026-09-24T15:56:40Z,
idn-project-legok-agreement-ut-2024,https://www.unitedtractors.com/en/legok-nangka-project-cooperation-agreement-between-jabar-environmental-solutions-jes-and-the-west-java-provincial-government/,failed,,,2026-09-24T21:13:49Z,save_error: error:not-found
idn-project-seg-construction-2024,https://www.segsolar.com/press/news/112,reused,https://web.archive.org/web/20260723024603/https://www.segsolar.com/press/news/112,2026-07-23T02:46:03Z,2026-09-24T15:57:05Z,
idn-project-seg-operational-2025,https://www.segsolar.eu/press/news/128,reused,https://web.archive.org/web/20260209182447/https://www.segsolar.eu/press/news/128,2026-02-09T18:24:47Z,2026-09-24T15:57:18Z,
idn-project-singkarak-acwa-2022,https://acwapower.com/en/media-center/latest-news/acwa-power-set-to-enter-indonesia-with-two-floating-solar-pv-projects/,captured,https://web.archive.org/web/20260924211902/https://acwapower.com/en/media-center/latest-news/acwa-power-set-to-enter-indonesia-with-two-floating-solar-pv-projects/,2026-09-24T21:19:02Z,2026-09-24T21:13:53Z,
idn-project-sutami-construction-plnnp-2026,https://www.plnnusantarapower.co.id/media-relation/press-release/percepat-transisi-energi-bersih-pln-nusantara-power-perkuat-pengembangan-plts-terapung-karangkates,reused,https://web.archive.org/web/20260511090645/https://www.plnnusantarapower.co.id/media-relation/press-release/percepat-transisi-energi-bersih-pln-nusantara-power-perkuat-pengembangan-plts-terapung-karangkates,2026-05-11T09:06:45Z,2026-09-24T15:57:43Z,
idn-project-tanah-laut-plnnp,https://www.plnnusantarapower.co.id/about-us/achievements/green-flagship-projects,reused,https://web.archive.org/web/20260519152024/https://www.plnnusantarapower.co.id/about-us/achievements/green-flagship-projects,2026-05-19T15:20:24Z,2026-09-24T15:57:46Z,
idn-project-tanah-laut-ppa-ptplnnr,https://ptplnnr.com/en/news-and-articles/detail/pjbi-along-with-total-eren-and-adaro-power-sign-a-power-purchase-agreement-with-pln-for-indonesias-first-bess-technology-wind-farm-pltb,reused,https://web.archive.org/web/20260609233824/https://ptplnnr.com/en/news-and-articles/detail/pjbi-along-with-total-eren-and-adaro-power-sign-a-power-purchase-agreement-with-pln-for-indonesias-first-bess-technology-wind-farm-pltb,2026-06-09T23:38:24Z,2026-09-24T15:57:57Z,
idn-world-bank-isle1-2023,https://www.worldbank.org/en/news/press-release/2023/06/26/world-bank-supports-increased-access-to-sustainable-and-lower-cost-electricity-in-eastern-indonesia,reused,https://web.archive.org/web/20260418162921/https://www.worldbank.org/en/news/press-release/2023/06/26/world-bank-supports-increased-access-to-sustainable-and-lower-cost-electricity-in-eastern-indonesia,2026-04-18T16:29:21Z,2026-09-24T19:13:25Z,
idn-world-bank-isle1-technical-assessment-2022,https://documents1.worldbank.org/curated/en/099060223111034380/pdf/P1743500d92d28050b90b0e4ff4b6ea41d.pdf,reused,https://web.archive.org/web/20260417141140/https://documents1.worldbank.org/curated/en/099060223111034380/pdf/P1743500d92d28050b90b0e4ff4b6ea41d.pdf,2026-04-17T14:11:40Z,2026-09-24T19:13:37Z,
sen-aeme-project-08,https://www.aeme.sn/eclairage-efficace-des-batiments/,reused,https://web.archive.org/web/20260515145139/https://www.aeme.sn/eclairage-efficace-des-batiments/,2026-05-15T14:51:39Z,2026-09-24T15:58:38Z,
sen-aeme-project-09,https://www.aeme.sn/eclairage-public-efficace-et-integre/,reused,https://web.archive.org/web/20260606135144/https://www.aeme.sn/eclairage-public-efficace-et-integre/,2026-06-06T13:51:44Z,2026-09-24T15:58:44Z,
sen-aeme-project-10,https://www.aeme.sn/ecofridges/,reused,https://web.archive.org/web/20260606140421/https://www.aeme.sn/ecofridges/,2026-06-06T14:04:21Z,2026-09-24T15:58:48Z,
sen-aeme-project-11,https://www.aeme.sn/mise-niveau-des-batiments/,reused,https://web.archive.org/web/20260515143322/https://www.aeme.sn/mise-niveau-des-batiments/,2026-05-15T14:33:22Z,2026-09-24T15:58:51Z,
sen-aeme-project-12,https://www.aeme.sn/amelioration-des-performances-energetiques-des-stades/,reused,https://web.archive.org/web/20260418094509/https://www.aeme.sn/amelioration-des-performances-energetiques-des-stades/,2026-04-18T09:45:09Z,2026-09-24T15:58:55Z,
sen-aeme-project-13,https://www.aeme.sn/pit/,reused,https://web.archive.org/web/20260515134313/https://www.aeme.sn/pit/,2026-05-15T13:43:13Z,2026-09-24T15:59:05Z,
sen-aeme-project-14,https://www.aeme.sn/analyse-et-optimisation-de-la-facture-de-ladministration/,reused,https://web.archive.org/web/20260515144040/https://www.aeme.sn/analyse-et-optimisation-de-la-facture-de-ladministration/,2026-05-15T14:40:40Z,2026-09-24T15:59:16Z,
sen-aeme-report-2023,https://www.aeme.sn/wp-content/uploads/2025/06/RAPPORT-ANNUEL-2023_compressed.pdf,reused,https://web.archive.org/web/20260606135609/https://www.aeme.sn/wp-content/uploads/2025/06/RAPPORT-ANNUEL-2023_compressed.pdf,2026-06-06T13:56:09Z,2026-09-24T15:59:21Z,
sen-afd-arescaleup-2025,https://www.afd.fr/sites/default/files/2026-01/afd_bilan_are-scale-up_2017-2025_web.pdf,reused,https://web.archive.org/web/20260205200438/https://www.afd.fr/sites/default/files/2026-01/afd_bilan_are-scale-up_2017-2025_web.pdf,2026-02-05T20:04:38Z,2026-09-24T15:59:25Z,
sen-afd-diass-storage,https://www.afd.fr/sites/default/files/2024-06-03-08-52/06_AT_Senelec_Senegal_stockage_FR_OK.pdf,reused,https://web.archive.org/web/20251207194039/https://www.afd.fr/sites/default/files/2024-06-03-08-52/06_AT_Senelec_Senegal_stockage_FR_OK.pdf,2025-12-07T19:40:39Z,2026-09-24T15:59:36Z,
sen-afd-irve-ami12-2026,https://afd.dgmarket.com/tenders/np-notice.do?keywords=&noticeId=107072743,failed,,,2026-09-25T05:18:44Z,save_error: error:no-request
sen-afdb-plan-procurement-2023,https://www.afdb.org/fr/documents/ami-senegal-elaboration-dun-plan-dinvestissement-de-la-transition-energetique-juste-jet-au-senegal-et-renforcement-de-capacites-des-acteurs-nationaux-aetc,failed,,,2026-09-25T05:19:03Z,save_error: error:no-request
sen-aner-archive-agpm-2025,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-13/segments/1742004432960.46/warc/CC-MAIN-20250316082354-20250316112354-00279.warc.gz,not_applicable,,,2026-09-24T15:59:41Z,"Common Crawl WARC record, not a publisher page"
sen-aner-archive-autonomisation-public-buildings,https://data.commoncrawl.org/crawl-data/CC-MAIN-2023-50/segments/1700679100632.0/warc/CC-MAIN-20231207022257-20231207052257-00050.warc.gz,not_applicable,,,2026-09-24T15:59:41Z,"Common Crawl WARC record, not a publisher page"
sen-aner-archive-d2b,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-21/segments/1746990726410.98/warc/CC-MAIN-20250525003427-20250525033427-00764.warc.gz,not_applicable,,,2026-09-24T15:59:41Z,"Common Crawl WARC record, not a publisher page"
