referent_row_id,line_id,referent_kind,referent_id,status,method,method_version,confidence,justification_line_ids,decided_at,decided_by,supersedes,notes
0875.agreement.agreement-zaf-register-eu015,zaf-jet-investment-register-q1-2026-overall-data-41,agreement,agreement-zaf-register-eu015,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-41,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-eu016,zaf-jet-investment-register-q1-2026-overall-data-42,agreement,agreement-zaf-register-eu016,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-42,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-eu017,zaf-jet-investment-register-q1-2026-overall-data-43,agreement,agreement-zaf-register-eu017,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-43,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-eu018,zaf-jet-investment-register-q1-2026-overall-data-44,agreement,agreement-zaf-register-eu018,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-44,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-eu019,zaf-jet-investment-register-q1-2026-overall-data-45,agreement,agreement-zaf-register-eu019,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-45,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-eu020,zaf-jet-investment-register-q1-2026-overall-data-46,agreement,agreement-zaf-register-eu020,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-46,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-eu021,zaf-jet-investment-register-q1-2026-overall-data-47,agreement,agreement-zaf-register-eu021,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-47,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr001,zaf-jet-investment-register-q1-2026-overall-data-48,agreement,agreement-zaf-register-fr001,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-48,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr002,zaf-jet-investment-register-q1-2026-overall-data-49,agreement,agreement-zaf-register-fr002,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-49,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr003,zaf-jet-investment-register-q1-2026-overall-data-50,agreement,agreement-zaf-register-fr003,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-50,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr004,zaf-jet-investment-register-q1-2026-overall-data-51,agreement,agreement-zaf-register-fr004,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-51,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr005,zaf-jet-investment-register-q1-2026-overall-data-52,agreement,agreement-zaf-register-fr005,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-52,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr006,zaf-jet-investment-register-q1-2026-overall-data-53,agreement,agreement-zaf-register-fr006,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-53,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr007,zaf-jet-investment-register-q1-2026-overall-data-54,agreement,agreement-zaf-register-fr007,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-54,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr009,zaf-jet-investment-register-q1-2026-overall-data-55,agreement,agreement-zaf-register-fr009,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-55,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr010,zaf-jet-investment-register-q1-2026-overall-data-56,agreement,agreement-zaf-register-fr010,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-56,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr011,zaf-jet-investment-register-q1-2026-overall-data-57,agreement,agreement-zaf-register-fr011,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-57,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr012,zaf-jet-investment-register-q1-2026-overall-data-58,agreement,agreement-zaf-register-fr012,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-58,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr013,zaf-jet-investment-register-q1-2026-overall-data-59,agreement,agreement-zaf-register-fr013,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-59,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr014,zaf-jet-investment-register-q1-2026-overall-data-60,agreement,agreement-zaf-register-fr014,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-60,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr015,zaf-jet-investment-register-q1-2026-overall-data-61,agreement,agreement-zaf-register-fr015,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-61,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr016,zaf-jet-investment-register-q1-2026-overall-data-62,agreement,agreement-zaf-register-fr016,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-62,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr017,zaf-jet-investment-register-q1-2026-overall-data-63,agreement,agreement-zaf-register-fr017,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-63,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr019,zaf-jet-investment-register-q1-2026-overall-data-64,agreement,agreement-zaf-register-fr019,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-64,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr020,zaf-jet-investment-register-q1-2026-overall-data-65,agreement,agreement-zaf-register-fr020,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-65,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr021,zaf-jet-investment-register-q1-2026-overall-data-66,agreement,agreement-zaf-register-fr021,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-66,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fr022,zaf-jet-investment-register-q1-2026-overall-data-67,agreement,agreement-zaf-register-fr022,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-67,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fp001-1,zaf-jet-investment-register-q1-2026-overall-data-68,agreement,agreement-zaf-register-fp001-1,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-68,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fp001-2,zaf-jet-investment-register-q1-2026-overall-data-69,agreement,agreement-zaf-register-fp001-2,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-69,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fp001-3,zaf-jet-investment-register-q1-2026-overall-data-70,agreement,agreement-zaf-register-fp001-3,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-70,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fp001-4,zaf-jet-investment-register-q1-2026-overall-data-71,agreement,agreement-zaf-register-fp001-4,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-71,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-fp001-5,zaf-jet-investment-register-q1-2026-overall-data-72,agreement,agreement-zaf-register-fp001-5,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-72,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr001,zaf-jet-investment-register-q1-2026-overall-data-73,agreement,agreement-zaf-register-gr001,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-73,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr002,zaf-jet-investment-register-q1-2026-overall-data-74,agreement,agreement-zaf-register-gr002,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-74,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr003,zaf-jet-investment-register-q1-2026-overall-data-75,agreement,agreement-zaf-register-gr003,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-75,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr004,zaf-jet-investment-register-q1-2026-overall-data-76,agreement,agreement-zaf-register-gr004,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-76,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr006,zaf-jet-investment-register-q1-2026-overall-data-77,agreement,agreement-zaf-register-gr006,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-77,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr007,zaf-jet-investment-register-q1-2026-overall-data-78,agreement,agreement-zaf-register-gr007,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-78,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr008,zaf-jet-investment-register-q1-2026-overall-data-79,agreement,agreement-zaf-register-gr008,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-79,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr009,zaf-jet-investment-register-q1-2026-overall-data-80,agreement,agreement-zaf-register-gr009,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-80,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr011,zaf-jet-investment-register-q1-2026-overall-data-81,agreement,agreement-zaf-register-gr011,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-81,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr012,zaf-jet-investment-register-q1-2026-overall-data-82,agreement,agreement-zaf-register-gr012,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-82,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr013,zaf-jet-investment-register-q1-2026-overall-data-83,agreement,agreement-zaf-register-gr013,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-83,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr014,zaf-jet-investment-register-q1-2026-overall-data-84,agreement,agreement-zaf-register-gr014,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-84,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr014b,zaf-jet-investment-register-q1-2026-overall-data-85,agreement,agreement-zaf-register-gr014b,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-85,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr015,zaf-jet-investment-register-q1-2026-overall-data-86,agreement,agreement-zaf-register-gr015,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-86,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr016,zaf-jet-investment-register-q1-2026-overall-data-87,agreement,agreement-zaf-register-gr016,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-87,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr017,zaf-jet-investment-register-q1-2026-overall-data-88,agreement,agreement-zaf-register-gr017,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-88,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr018,zaf-jet-investment-register-q1-2026-overall-data-89,agreement,agreement-zaf-register-gr018,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-89,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr019,zaf-jet-investment-register-q1-2026-overall-data-90,agreement,agreement-zaf-register-gr019,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-90,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr020,zaf-jet-investment-register-q1-2026-overall-data-91,agreement,agreement-zaf-register-gr020,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-91,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr021,zaf-jet-investment-register-q1-2026-overall-data-92,agreement,agreement-zaf-register-gr021,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-92,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr022,zaf-jet-investment-register-q1-2026-overall-data-93,agreement,agreement-zaf-register-gr022,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-93,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr023,zaf-jet-investment-register-q1-2026-overall-data-94,agreement,agreement-zaf-register-gr023,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-94,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr024,zaf-jet-investment-register-q1-2026-overall-data-95,agreement,agreement-zaf-register-gr024,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-95,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr025,zaf-jet-investment-register-q1-2026-overall-data-96,agreement,agreement-zaf-register-gr025,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-96,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr026,zaf-jet-investment-register-q1-2026-overall-data-97,agreement,agreement-zaf-register-gr026,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-97,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr026b,zaf-jet-investment-register-q1-2026-overall-data-98,agreement,agreement-zaf-register-gr026b,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-98,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr027,zaf-jet-investment-register-q1-2026-overall-data-99,agreement,agreement-zaf-register-gr027,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-99,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr028,zaf-jet-investment-register-q1-2026-overall-data-100,agreement,agreement-zaf-register-gr028,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-100,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr028b,zaf-jet-investment-register-q1-2026-overall-data-101,agreement,agreement-zaf-register-gr028b,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-101,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr029,zaf-jet-investment-register-q1-2026-overall-data-102,agreement,agreement-zaf-register-gr029,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-102,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr029b,zaf-jet-investment-register-q1-2026-overall-data-103,agreement,agreement-zaf-register-gr029b,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-103,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr030,zaf-jet-investment-register-q1-2026-overall-data-104,agreement,agreement-zaf-register-gr030,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-104,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr031,zaf-jet-investment-register-q1-2026-overall-data-105,agreement,agreement-zaf-register-gr031,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-105,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr032,zaf-jet-investment-register-q1-2026-overall-data-106,agreement,agreement-zaf-register-gr032,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-106,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr033,zaf-jet-investment-register-q1-2026-overall-data-107,agreement,agreement-zaf-register-gr033,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-107,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr034,zaf-jet-investment-register-q1-2026-overall-data-108,agreement,agreement-zaf-register-gr034,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-108,2026-09-24,scripts/jetp/build_reconciliation.py,,
