url,checked_at,method,http_status,outcome,dead_since,error
https://aner.sn/api/projects/by-slug/utilisation-de-la-refrigeration-solaire-pour-la-conservation-des-produits,2026-09-24T15:44:38Z,HEAD,200,alive,,
https://aner.sn/uploads/magazine-aner-transition-s1-2026.pdf,2026-09-24T15:44:39Z,HEAD,200,alive,,
https://api.gbif.org/v1/dataset/081fc123-1a65-4d0f-a9a0-a53c939d6727,2026-09-24T15:44:41Z,HEAD,200,alive,,
https://arcop.sn/wp-content/uploads/2024/10/DECISION-107-2024-ARCOP-DEF-DU-02-OCTOBRE-2024.pdf,2026-09-24T15:44:43Z,GET,406,unreachable,,
https://arcop.sn/wp-content/uploads/2025/01/DECISION-N%C2%B0138-2024-du-24-ARCOP-CRD-DEF-du-24-DEC-2024.pdf,2026-09-24T15:44:46Z,GET,406,unreachable,,
https://arcop.sn/wp-content/uploads/2025/10/RAPPORT-AGENCE-SENEGALAISE-DELECTRIFICATION-RURALE-ASER-2023-1.pdf,2026-09-24T15:44:48Z,GET,406,unreachable,,
https://aser.sn/,2026-09-24T15:44:51Z,HEAD,200,alive,,
https://aser.sn/assets/index-Be2S8Jfw.js,2026-09-24T15:44:53Z,HEAD,200,alive,,
https://asiacleanenergyforum.adb.org/wp-content/uploads/2024/06/Paul-Butarbutar.pdf,2026-09-24T15:44:54Z,HEAD,200,alive,,
https://assets.publishing.service.gov.uk/media/6932910acdec734f4dff42af/Annex_-_IPG_Project_Updates_2025.pdf,2026-09-24T15:44:56Z,HEAD,200,alive,,
https://assets.publishing.service.gov.uk/media/6a8409833be22055c1aaa3fd/South_Africa_SMME_JET_Deal_Accelerator_-_Blueprint_for_scaling_SMMEs_in_Mpumalanga.pdf,2026-09-24T15:44:58Z,HEAD,200,alive,,
https://bibliotheque.cesag.sn/documents_numeriques/M0599MPSG25.pdf,2026-09-24T15:45:00Z,HEAD,200,alive,,
https://budget.sec.gouv.sn/telecharger-le-document/695e61fa-3338-4ee5-8734-43790a2a028a/telechargement,2026-09-24T15:45:02Z,GET,,unreachable,,"SSLError: HTTPSConnectionPool(host='budget.sec.gouv.sn', port=443): Max retries exceeded with url: /telecharger-le-document/695e61fa-3338-4ee5-8734-43790a2a028a/telechargement (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICA"
https://cdn.climatepolicyradar.org/navigator/IDN/2023/comprehensive-investment-and-policy-plan_111dabc5e962ec140a6080232a0bb367.pdf,2026-09-24T15:45:04Z,HEAD,200,alive,,
https://cetud.sn/1ere-edition-prix-de-l-innovation-1er-prix-decerne-a-sb2-4all-pour-le-projet-biognv-senegal/,2026-09-24T15:45:06Z,HEAD,200,alive,,
https://cff-prod.s3.amazonaws.com/storage/files/r5rRE6f7F5gg1QIMR8I6reXUGZJIXKyOlcQ3jSlN.pdf,2026-09-24T15:45:08Z,GET,403,unreachable,,
https://climate.ec.europa.eu/system/files/2023-12/RMP_Viet%20Nam_Eng_%28Final%20to%20publication%29.pdf,2026-09-24T15:45:10Z,HEAD,200,alive,,
https://climateactionafrica.ca/fr/projects/renforcement-des-capacites-sur-des-projets-denergies-renouvelables-au-senegal-065/,2026-09-24T15:45:12Z,HEAD,200,alive,,
https://data.commoncrawl.org/crawl-data/CC-MAIN-2023-50/segments/1700679100632.0/warc/CC-MAIN-20231207022257-20231207052257-00050.warc.gz,2026-09-24T15:45:14Z,HEAD,200,alive,,
https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-51/segments/1733066061339.24/warc/CC-MAIN-20241210132922-20241210162922-00363.warc.gz,2026-09-24T15:45:16Z,HEAD,200,alive,,
https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-51/segments/1733066061339.24/warc/CC-MAIN-20241210132922-20241210162922-00815.warc.gz,2026-09-24T15:45:18Z,HEAD,200,alive,,
https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-13/segments/1742004432960.46/warc/CC-MAIN-20250316082354-20250316112354-00279.warc.gz,2026-09-24T15:45:20Z,HEAD,200,alive,,
https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-21/segments/1746990726410.98/warc/CC-MAIN-20250525003427-20250525033427-00764.warc.gz,2026-09-24T15:45:21Z,HEAD,200,alive,,
https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-21/segments/1746990726410.98/warc/CC-MAIN-20250525003427-20250525033427-00884.warc.gz,2026-09-24T15:45:23Z,HEAD,200,alive,,
https://datafiles.chinhphu.vn/cpp/files/vbpq/2026/3/458-ttg.signed.pdf,2026-09-24T15:45:25Z,HEAD,200,alive,,
https://devtracker.fcdo.gov.uk/programme/GB-GOV-1-300812/summary,2026-09-24T15:45:29Z,HEAD,200,alive,,
https://devtracker.fcdo.gov.uk/programme/GB-GOV-1-301523/summary,2026-09-24T15:45:31Z,HEAD,200,alive,,
https://disclosures.ifc.org/project-detail/AS/609428/senegal-biogas,2026-09-24T15:45:33Z,HEAD,200,alive,,
https://documents1.worldbank.org/curated/en/099060223111034380/pdf/P1743500d92d28050b90b0e4ff4b6ea41d.pdf,2026-09-24T15:45:35Z,HEAD,200,alive,,
https://drive.usercontent.google.com/download?id=10P6BuNhTtDmxF9VFNMsa6d1Nd5zjYn3i&export=download&confirm=t,2026-09-24T15:45:37Z,HEAD,200,alive,,
https://drive.usercontent.google.com/download?id=1GjtDiDblQyHfYIPzUWZFOu9QO8_gQkk_&export=download&confirm=t,2026-09-24T15:45:40Z,HEAD,200,alive,,
https://drive.usercontent.google.com/download?id=1JDhuF_HptvuRu8jBTWIEH33RybFNE_to&export=download&confirm=t,2026-09-24T15:45:44Z,HEAD,200,alive,,
https://drive.usercontent.google.com/download?id=1RhW5MLzbza69uaZHfho4bnQLSmjnAjWO&export=download&confirm=t,2026-09-24T15:45:51Z,HEAD,200,alive,,
https://drive.usercontent.google.com/download?id=1i1XgotGsbydM4FQ5dBxQPgncs2Lkpkov&export=download&confirm=t,2026-09-24T15:46:00Z,HEAD,200,alive,,
https://drive.usercontent.google.com/download?id=1ka0vPuF8ydvDAjDCrCo_FIQmIThKL2gk&export=download&confirm=t,2026-09-24T15:46:06Z,HEAD,200,alive,,
https://drive.usercontent.google.com/download?id=1mhH15V_gw9nR5cOB6mRCvcJg2cGw0-_U&export=download&confirm=t,2026-09-24T15:46:09Z,HEAD,200,alive,,
https://en.antaranews.com/news/424445/legok-nangka-psel-to-boost-waste-management-clean-energy-ministry,2026-09-24T15:46:14Z,HEAD,200,alive,,
https://en.evn.com.vn/d/en-US/news/EVN-and-Italys-CDP-sign-letter-of-intent-on-Vietnams-first-pumped-storage-hydropower-project-60-12-500957,2026-09-24T15:46:16Z,HEAD,200,alive,,
https://en.evn.com.vn/d/en-US/news/EVN-signs-65-million-loan-agreement-for-Tri-An-Hydropower-Plant-Expansion-Project-60-12-500802,2026-09-24T15:46:21Z,HEAD,200,alive,,
https://en.evn.com.vn/d/en-US/news/EVNNPT-and-AFD-sign-67-million-financing-agreement-to-strengthen-Vietnams-power-transmission-network-60-12-500732,2026-09-24T15:46:23Z,HEAD,200,alive,,
https://energie-mines.gouv.sn/,2026-09-24T15:46:25Z,HEAD,200,alive,,
https://energie-mines.gouv.sn/partenariat-senelec-et-huawei/,2026-09-24T15:46:29Z,HEAD,200,alive,,
https://energie-mines.gouv.sn/pose-de-la-premiere-pierre-de-la-centrale-solaire-photovoltaique-a-linguere-le-senegal-accelere-sa-souverainete-energetique/,2026-09-24T15:46:33Z,HEAD,200,alive,,
https://energie-mines.gouv.sn/programme-durgence-delectrification-puelec-medina-kenioto-magnankanti-et-matakoussi-illumines-pour-la-premiere-fois-depuis-lindependance-du-senegal/,2026-09-24T15:46:36Z,HEAD,200,alive,,
https://energie-mines.gouv.sn/visite-de-travail-sur-invitation-du-groupe-huawei-technologies-co-ltd/,2026-09-24T15:46:40Z,HEAD,200,alive,,
https://energie-mines.gouv.sn/wp-content/uploads/2025/05/LPDSE-2019-2023_Rapport-Evaluation-finale_VRevisee2.pdf,2026-09-24T15:46:43Z,HEAD,200,alive,,
https://energie-mines.gouv.sn/wp-content/uploads/2025/06/Rapport-Final-Strategie-CD.pdf,2026-09-24T15:46:45Z,HEAD,200,alive,,
https://energie-mines.gouv.sn/wp-content/uploads/2025/07/LPDSEM-2025-2029-_VF_Print.pdf,2026-09-24T15:46:46Z,HEAD,200,alive,,
https://energyalliance.org/project/diesel-to-renewables-to-power-indonesias-energy-transition/,2026-09-24T15:46:48Z,HEAD,200,alive,,
https://fondem.ong/kasofor/,2026-09-24T15:46:50Z,HEAD,200,alive,,
https://fr.linkedin.com/posts/senelecofficielle_senelec-energy-senegal-activity-7493684231382962176-uODO,2026-09-24T15:46:53Z,HEAD,200,alive,,
https://frontierrareearths.com/project,2026-09-24T15:46:55Z,HEAD,200,alive,,
https://id.usembassy.gov/united-states-supports-the-launch-of-the-just-energy-transition-partnership-jetp-in-indonesia/,2026-09-24T15:46:58Z,GET,403,unreachable,,
https://ieefa.org/resources/advancing-indonesias-100gw-solar-program-through-de-dieselization-energy-security,2026-09-24T15:47:00Z,HEAD,200,alive,,
https://international-partnerships.ec.europa.eu/policies/global-gateway/just-energy-transition-partnership-senegal_en,2026-09-24T15:47:04Z,HEAD,200,alive,,
https://international-partnerships.ec.europa.eu/policies/global-gateway/just-energy-transition-partnership-south-africa-0_en,2026-09-24T15:47:05Z,GET,200,alive,,
https://international-partnerships.ec.europa.eu/system/files/2023-06/political-declaration-for-a-jetp-with-senegal_fr.pdf,2026-09-24T15:47:07Z,GET,429,unreachable,,
https://jetp-id.org/cipp,2026-09-24T15:47:09Z,HEAD,200,alive,,
https://jetp-id.org/storage/official-jetp-cipp-2023-vshare_f_en-1700532655.pdf,2026-09-24T15:47:10Z,HEAD,200,alive,,
https://jetp.id/news/jetp-reports-2025,2026-09-24T15:47:12Z,HEAD,200,alive,,
https://jetp.id/news/norwegian-and-british-investment-in-indonesian-start-up-marks-first-equity-milestone-in-jetp-disbursement,2026-09-24T15:47:15Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/,2026-09-24T15:47:17Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/halinh/2025/10/tin_so_7_vie_1.pdf,2026-09-24T15:47:20Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/halinh/2025/11/tin_so_8_vie.pdf,2026-09-24T15:47:22Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/ngocanh/2025/12/ban_tin_jetp_viet_nam_so_9.pdf,2026-09-24T15:47:25Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/ngocanh/2025/6/newsletter_no.3_vie_18.6.pdf,2026-09-24T15:47:27Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/ngocanh/2025/7/tin_so_4_vie-7-14.pdf,2026-09-24T15:47:29Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/ngocanh/2025/8/tin_so_5_vie_0408.pdf,2026-09-24T15:47:31Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/ngocanh/2025/9/tin_so_6_vie.pdf,2026-09-24T15:47:33Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/ngocanh/2026/1/tin_so_10_vie.pdf,2026-09-24T15:47:35Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/ngocanh/2026/2/bantin1_(2).pdf,2026-09-24T15:47:37Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/ngocanh/2026/3/ban_tin_jetp_so_12-thang_2.2026_vie-da_nen.pdf,2026-09-24T15:47:39Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/ngocanh/2026/4/ban_tin_so_13__vie_(1).pdf,2026-09-24T15:47:41Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/quantri/2025/3/1009_qd-ttg_31082023_trong_tor.pdf,2026-09-24T15:47:44Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf,2026-09-24T15:47:45Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/quantri/2025/5/ban_tin_so_1-thang_3.pdf,2026-09-24T15:47:47Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/Images/User/quantri/2025/5/ban_tin_so_2_-_thang_4_-_update.pdf,2026-09-24T15:47:49Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/chi-tiet-du-an/?id=14,2026-09-24T15:47:51Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/chi-tiet-du-an/?id=15,2026-09-24T15:47:53Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/chi-tiet-du-an/?id=4,2026-09-24T15:47:55Z,HEAD,200,alive,,
https://jetp.moit.gov.vn/du-an/,2026-09-24T15:47:57Z,HEAD,200,alive,,
https://justenergytransition.co.za/jet-investment-register-dashboard,2026-09-24T15:47:59Z,HEAD,200,alive,,
https://justenergytransition.co.za/news,2026-09-24T15:48:02Z,HEAD,200,alive,,
https://justenergytransition.co.za/project/city-of-cape-town-grid-regulation-uk-pact-skill-share,2026-09-24T15:48:04Z,HEAD,200,alive,,
https://justenergytransition.co.za/project/distilling-the-just-energy-transition-in-south-africa-lessons-learned-and-best-practices-uk,2026-09-24T15:48:07Z,HEAD,200,alive,,
https://justenergytransition.co.za/project/energy-one-stop-shop-uk-pact-skill-share-supporting-south-africas-just-energy-transition,2026-09-24T15:48:10Z,HEAD,200,alive,,
https://justenergytransition.co.za/project/implementation-of-the-just-transitions-framework-france,2026-09-24T15:48:12Z,HEAD,200,alive,,
https://justenergytransition.co.za/project/just-transition-to-a-decarbonised-economy-for-south-africa-just-sa,2026-09-24T15:48:15Z,HEAD,200,alive,,
https://justenergytransition.co.za/project/mapping-mitigation-and-adaptation-pathways-for-mpumalanga-uk,2026-09-24T15:48:18Z,HEAD,200,alive,,
https://justenergytransition.co.za/project/promoting-the-development-of-a-green-hydrogen-sector-in-south-africa-h2-sa-and-international-ptx-hub-south-africa,2026-09-24T15:48:20Z,HEAD,200,alive,,
https://justenergytransition.co.za/project/revitalisation-of-mining-ghost-towns-france,2026-09-24T15:48:23Z,HEAD,200,alive,,
https://justenergytransition.co.za/project/south-african-german-energy-programme-sagen,2026-09-24T15:48:25Z,HEAD,200,alive,,
https://justenergytransition.co.za/project/south-african-german-energy-programme-sagen-2,2026-09-24T15:48:28Z,HEAD,200,alive,,
https://justenergytransition.co.za/project/sustainable-local-development-in-nomzamo-agri-village-ermelo-mpumalanga,2026-09-24T15:48:30Z,HEAD,200,alive,,
https://justenergytransition.co.za/project/the-role-of-social-policies-in-the-framework-for-just-transition-france,2026-09-24T15:48:33Z,HEAD,200,alive,,
https://justenergytransition.co.za/projects,2026-09-24T15:48:35Z,HEAD,200,alive,,
https://justenergytransition.co.za/resource-hub,2026-09-24T15:48:38Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2024/10/Grants-register-FAQs.pdf,2026-09-24T15:48:40Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2024/10/JET-Grants-Register-2024Q1-2024Q2.pdf,2026-09-24T15:48:42Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2024/10/JET-Implementation-Plan-2023-2027-1.pdf,2026-09-24T15:48:44Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2024/10/South-Africas-Just-Energy-Transition-Investment-Plan-JET-IP-2023-2027-FINAL-1.pdf,2026-09-24T15:48:45Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2024/11/JET-2023Q3Register.pdf,2026-09-24T15:48:47Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2024/11/JET-Grants-Register-2024Q1-2024Q3-Published-Final.-xlsx.xlsx,2026-09-24T15:48:48Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2024/12/Just-Energy-Transition_Progress-Report-v2.pdf,2026-09-24T15:48:50Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2025/02/Just-Energy-Transition_Progress-Report-December-2024Final-1.pdf,2026-09-24T15:48:51Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2025/03/20250306_SouthAfricasJustEnergyTransitionProjectManagementUnitAcknowledgestheUnitesStatesWithdrawalfromtheJustEnergyTransitionPartnership.pdf,2026-09-24T15:48:53Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2025/03/GrantsRegisterFrequentlyAskedQuestions-Published2025Q1.pdf,2026-09-24T15:48:55Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2025/03/JETGrantsRegister2025Q1-Published.xlsx,2026-09-24T15:48:56Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2025/03/JETGrantsRegisterStoryline-Published.pdf,2026-09-24T15:48:58Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2025/04/JetQuarterly31March2025.pdf,2026-09-24T15:48:59Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2025/07/ASDU_Impact-Case-Study_Nomzamo-Agricultural-Village.pdf,2026-09-24T15:49:01Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2025/08/Jet-IP-Quarterly-Report-30-June-2025-1.pdf,2026-09-24T15:49:03Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2025/11/Jet-Quarterly-30-Sep-2025-Revised.pdf,2026-09-24T15:49:04Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2026/03/JET-IP-Quarterly-Report-31-December-2025.pdf,2026-09-24T15:49:06Z,HEAD,200,alive,,
https://justenergytransition.co.za/wp-content/uploads/2026/06/JET-IP-2026-Q1-Progress-Report-final.pdf,2026-09-24T15:49:07Z,HEAD,200,alive,,
https://mha.gouv.sn/barrage-hydroelectrique-de-sambangalou-la-reprise-imminente-des-travaux/,2026-09-24T15:49:09Z,HEAD,200,alive,,
https://mitigation-action.org/projects/south-africa-public-buildings-and-infrastructure/,2026-09-24T15:49:12Z,HEAD,200,alive,,
https://offgrideurope.com/blog/80rqwqsx8o8gpz34g7ysovciwiwsu0,2026-09-24T15:49:13Z,HEAD,200,alive,,
https://offgrideurope.com/blog/expression-of-interest-much-cooler,2026-09-24T15:49:15Z,HEAD,200,alive,,
https://offgrideurope.com/documents/Off-Grid_Europe_Mini-Grid_2025_FR.pdf,2026-09-24T15:49:17Z,GET,404,dead,2026-09-24,
https://offgrideurope.com/products/much-cooler,2026-09-24T15:49:18Z,HEAD,200,alive,,
https://op.europa.eu/en/publication-detail/-/publication/94a61889-65e3-11f0-bf4e-01aa75ed71a1/language-en,2026-09-24T15:49:20Z,HEAD,200,alive,,
https://pmg.org.za/committee-question/33886/,2026-09-24T15:49:22Z,HEAD,200,alive,,
https://pnb.sn/,2026-09-24T15:49:24Z,HEAD,200,alive,,
https://pnb.sn/biogaz/,2026-09-24T15:49:28Z,HEAD,200,alive,,
https://pnb.sn/nos-activites/partenaires/,2026-09-24T15:49:30Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/1000-islands-renewable-energy-for-electrification-programme-phase-ii-reep2,2026-09-24T15:49:32Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/accompanying-measure-sustainable-hydropower,2026-09-24T15:49:34Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/asia-low-carbon-building-transition,2026-09-24T15:49:36Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/candi-umbul-geothermal-project,2026-09-24T15:49:38Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/carbon-monetization,2026-09-24T15:49:40Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/clean-affordable-and-secure-energy-for-southeast-asia-case,2026-09-24T15:49:42Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/clean-energy-finance-and-investment-mobilisation-cefim-programme,2026-09-24T15:49:43Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/clean-energy-transition-program-cetp,2026-09-24T15:49:45Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/coal-fired-power-plant-site-repurposing,2026-09-24T15:49:47Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/energy-hub,2026-09-24T15:49:49Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/energy-sector-management-assistance-program,2026-09-24T15:49:50Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/energy-sector-management-assistance-program-esmap,2026-09-24T15:49:52Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/energy-transition-acceleration-programme-etap,2026-09-24T15:49:54Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/energy-transition-mechanism-partnership-trust-fund-etmptf-1,2026-09-24T15:49:56Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/enerkey-project,2026-09-24T15:49:57Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/eu-indonesia-cooperation-facility,2026-09-24T15:49:59Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/european-fund-for-sustainable-development-plus-efsd-for-energy-project-preparation,2026-09-24T15:50:01Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/facilitating-financing-for-indonesias-just-energy-transition-partnership,2026-09-24T15:50:03Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/facilitating-financing-for-indonesias-just-energy-transition-partnership-esia-study,2026-09-24T15:50:04Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/grant-for-patuha-unit-2-geothermal-power-generation-project,2026-09-24T15:50:06Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/green-energy-transition-indonesia,2026-09-24T15:50:08Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/green-jobs-for-social-inclusion-and-sustainable-transformation-gesit,2026-09-24T15:50:10Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/growth-gateway,2026-09-24T15:50:11Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/ietf-indonesia-energy-transition-facility,2026-09-24T15:50:13Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/iki-flex-jetp-support-package-1,2026-09-24T15:50:15Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/indonesia-policy-dialogue-fund-ipdf,2026-09-24T15:50:16Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/innovation-regions-for-a-just-energy-transition-iki-jet,2026-09-24T15:50:18Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/institutional-and-capacity-building-support-for-the-just-energy-transition-partnership-secretariat,2026-09-24T15:50:20Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/just-transition-in-coal-regions,2026-09-24T15:50:22Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/mentari-contributions-to-the-jetp,2026-09-24T15:50:23Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/mentari-viability-gap-fund,2026-09-24T15:50:25Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/operationalisation-of-the-just-transition-framework-in-jetp-indonesia-phase-2,2026-09-24T15:50:27Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/performing-energy-transition-through-fiscal-reform-in-indonesia-perform,2026-09-24T15:50:28Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/pt-smi-early-retirement-program,2026-09-24T15:50:30Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/re2cool,2026-09-24T15:50:32Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/re2grid,2026-09-24T15:50:34Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/renewable-energy-mini-grids-triangular-cooperation-entri-project,2026-09-24T15:50:35Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/sdg-indonesia-one,2026-09-24T15:50:37Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/south-east-asia-energy-transition-partnership-etp,2026-09-24T15:50:39Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/strategic-exploration-of-economic-mitigation-potentials-through-renewables-explore-project,2026-09-24T15:50:41Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/support-for-infrastructure-investments-in-indonesia-s4i-for-the-establishment-of-indonesias-development-bank-project,2026-09-24T15:50:42Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/sustainable-energy-transition-in-indonesia-seti-1,2026-09-24T15:50:44Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/uk-pact-indonesia,2026-09-24T15:50:46Z,HEAD,200,alive,,
https://portfolio.jetp.id/program/women-led-coal-transition-mechanism-wolcot-1,2026-09-24T15:50:47Z,HEAD,200,alive,,
https://portfolio.jetp.id/project,2026-09-24T15:50:49Z,HEAD,200,alive,,
https://portfolio.jetp.id/project/geothermal-hululais-unit-1-2,2026-09-24T15:50:51Z,HEAD,200,alive,,
https://portfolio.jetp.id/project/green-energy-corridor-sulawesi-gecs,2026-09-24T15:50:53Z,HEAD,200,alive,,
https://portfolio.jetp.id/project/nagajaya-microhydro-65-mw,2026-09-24T15:50:54Z,HEAD,200,alive,,
https://projects.worldbank.org/en/projects-operations/project-detail/P177398,2026-09-24T15:50:56Z,HEAD,200,alive,,
https://ptplnnr.com/en/news-and-articles/detail/pjbi-along-with-total-eren-and-adaro-power-sign-a-power-purchase-agreement-with-pln-for-indonesias-first-bess-technology-wind-farm-pltb,2026-09-24T15:50:58Z,HEAD,200,alive,,
