old_id,kind,new_id
idn-cipp-geothermal-045,line,idn-cipp-2023-cpr-mirror-geothermal-45
idn-cipp-geothermal-046,line,idn-cipp-2023-cpr-mirror-geothermal-46
idn-cipp-geothermal-047,line,idn-cipp-2023-cpr-mirror-geothermal-47
idn-cipp-geothermal-048,line,idn-cipp-2023-cpr-mirror-geothermal-48
idn-cipp-geothermal-049,line,idn-cipp-2023-cpr-mirror-geothermal-49
idn-cipp-geothermal-050,line,idn-cipp-2023-cpr-mirror-geothermal-50
idn-cipp-geothermal-051,line,idn-cipp-2023-cpr-mirror-geothermal-51
idn-cipp-geothermal-052,line,idn-cipp-2023-cpr-mirror-geothermal-52
idn-cipp-geothermal-053,line,idn-cipp-2023-cpr-mirror-geothermal-53
idn-cipp-geothermal-054,line,idn-cipp-2023-cpr-mirror-geothermal-54
idn-cipp-geothermal-055,line,idn-cipp-2023-cpr-mirror-geothermal-55
idn-cipp-geothermal-056,line,idn-cipp-2023-cpr-mirror-geothermal-56
idn-cipp-geothermal-057,line,idn-cipp-2023-cpr-mirror-geothermal-57
idn-cipp-geothermal-058,line,idn-cipp-2023-cpr-mirror-geothermal-58
idn-cipp-geothermal-059,line,idn-cipp-2023-cpr-mirror-geothermal-59
idn-cipp-geothermal-060,line,idn-cipp-2023-cpr-mirror-geothermal-60
idn-cipp-geothermal-061,line,idn-cipp-2023-cpr-mirror-geothermal-61
idn-cipp-geothermal-062,line,idn-cipp-2023-cpr-mirror-geothermal-62
idn-cipp-geothermal-063,line,idn-cipp-2023-cpr-mirror-geothermal-63
idn-cipp-geothermal-064,line,idn-cipp-2023-cpr-mirror-geothermal-64
idn-cipp-geothermal-065,line,idn-cipp-2023-cpr-mirror-geothermal-65
idn-cipp-geothermal-066,line,idn-cipp-2023-cpr-mirror-geothermal-66
idn-cipp-geothermal-067,line,idn-cipp-2023-cpr-mirror-geothermal-67
idn-cipp-geothermal-068,line,idn-cipp-2023-cpr-mirror-geothermal-68
idn-cipp-geothermal-069,line,idn-cipp-2023-cpr-mirror-geothermal-69
idn-cipp-geothermal-070,line,idn-cipp-2023-cpr-mirror-geothermal-70
idn-cipp-geothermal-071,line,idn-cipp-2023-cpr-mirror-geothermal-71
idn-cipp-geothermal-072,line,idn-cipp-2023-cpr-mirror-geothermal-72
idn-cipp-geothermal-073,line,idn-cipp-2023-cpr-mirror-geothermal-73
idn-cipp-geothermal-074,line,idn-cipp-2023-cpr-mirror-geothermal-74
idn-cipp-geothermal-075,line,idn-cipp-2023-cpr-mirror-geothermal-75
idn-cipp-geothermal-076,line,idn-cipp-2023-cpr-mirror-geothermal-76
idn-cipp-geothermal-077,line,idn-cipp-2023-cpr-mirror-geothermal-77
idn-cipp-geothermal-078,line,idn-cipp-2023-cpr-mirror-geothermal-78
idn-cipp-geothermal-079,line,idn-cipp-2023-cpr-mirror-geothermal-79
idn-cipp-geothermal-080,line,idn-cipp-2023-cpr-mirror-geothermal-80
idn-cipp-geothermal-081,line,idn-cipp-2023-cpr-mirror-geothermal-81
idn-cipp-geothermal-082,line,idn-cipp-2023-cpr-mirror-geothermal-82
idn-cipp-geothermal-083,line,idn-cipp-2023-cpr-mirror-geothermal-83
idn-cipp-geothermal-084,line,idn-cipp-2023-cpr-mirror-geothermal-84
idn-cipp-geothermal-085,line,idn-cipp-2023-cpr-mirror-geothermal-85
idn-cipp-geothermal-086,line,idn-cipp-2023-cpr-mirror-geothermal-86
idn-cipp-geothermal-087,line,idn-cipp-2023-cpr-mirror-geothermal-87
idn-cipp-geothermal-088,line,idn-cipp-2023-cpr-mirror-geothermal-88
idn-cipp-geothermal-089,line,idn-cipp-2023-cpr-mirror-geothermal-89
idn-cipp-geothermal-090,line,idn-cipp-2023-cpr-mirror-geothermal-90
idn-cipp-hydro-001,line,idn-cipp-2023-cpr-mirror-hydro-1
idn-cipp-hydro-002,line,idn-cipp-2023-cpr-mirror-hydro-2
idn-cipp-hydro-003,line,idn-cipp-2023-cpr-mirror-hydro-3
idn-cipp-hydro-004,line,idn-cipp-2023-cpr-mirror-hydro-4
idn-cipp-hydro-005,line,idn-cipp-2023-cpr-mirror-hydro-5
idn-cipp-hydro-006,line,idn-cipp-2023-cpr-mirror-hydro-6
idn-cipp-hydro-007,line,idn-cipp-2023-cpr-mirror-hydro-7
idn-cipp-hydro-008,line,idn-cipp-2023-cpr-mirror-hydro-8
idn-cipp-hydro-009,line,idn-cipp-2023-cpr-mirror-hydro-9
idn-cipp-hydro-010,line,idn-cipp-2023-cpr-mirror-hydro-10
idn-cipp-hydro-011,line,idn-cipp-2023-cpr-mirror-hydro-11
idn-cipp-hydro-012,line,idn-cipp-2023-cpr-mirror-hydro-12
idn-cipp-hydro-013,line,idn-cipp-2023-cpr-mirror-hydro-13
idn-cipp-hydro-014,line,idn-cipp-2023-cpr-mirror-hydro-14
idn-cipp-hydro-015,line,idn-cipp-2023-cpr-mirror-hydro-15
idn-cipp-hydro-016,line,idn-cipp-2023-cpr-mirror-hydro-16
idn-cipp-hydro-017,line,idn-cipp-2023-cpr-mirror-hydro-17
idn-cipp-hydro-018,line,idn-cipp-2023-cpr-mirror-hydro-18
idn-cipp-hydro-019,line,idn-cipp-2023-cpr-mirror-hydro-19
idn-cipp-hydro-020,line,idn-cipp-2023-cpr-mirror-hydro-20
idn-cipp-hydro-021,line,idn-cipp-2023-cpr-mirror-hydro-21
idn-cipp-hydro-022,line,idn-cipp-2023-cpr-mirror-hydro-22
idn-cipp-hydro-023,line,idn-cipp-2023-cpr-mirror-hydro-23
idn-cipp-hydro-024,line,idn-cipp-2023-cpr-mirror-hydro-24
idn-cipp-hydro-025,line,idn-cipp-2023-cpr-mirror-hydro-25
idn-cipp-hydro-026,line,idn-cipp-2023-cpr-mirror-hydro-26
idn-cipp-hydro-027,line,idn-cipp-2023-cpr-mirror-hydro-27
idn-cipp-hydro-028,line,idn-cipp-2023-cpr-mirror-hydro-28
idn-cipp-hydro-029,line,idn-cipp-2023-cpr-mirror-hydro-29
idn-cipp-hydro-030,line,idn-cipp-2023-cpr-mirror-hydro-30
idn-cipp-hydro-031,line,idn-cipp-2023-cpr-mirror-hydro-31
idn-cipp-hydro-032,line,idn-cipp-2023-cpr-mirror-hydro-32
idn-cipp-hydro-033,line,idn-cipp-2023-cpr-mirror-hydro-33
idn-cipp-hydro-034,line,idn-cipp-2023-cpr-mirror-hydro-34
idn-cipp-hydro-035,line,idn-cipp-2023-cpr-mirror-hydro-35
idn-cipp-hydro-036,line,idn-cipp-2023-cpr-mirror-hydro-36
idn-cipp-hydro-037,line,idn-cipp-2023-cpr-mirror-hydro-37
idn-cipp-hydro-038,line,idn-cipp-2023-cpr-mirror-hydro-38
idn-cipp-hydro-039,line,idn-cipp-2023-cpr-mirror-hydro-39
idn-cipp-hydro-040,line,idn-cipp-2023-cpr-mirror-hydro-40
idn-cipp-hydro-041,line,idn-cipp-2023-cpr-mirror-hydro-41
idn-cipp-hydro-042,line,idn-cipp-2023-cpr-mirror-hydro-42
idn-cipp-hydro-043,line,idn-cipp-2023-cpr-mirror-hydro-43
idn-cipp-hydro-044,line,idn-cipp-2023-cpr-mirror-hydro-44
idn-cipp-hydro-045,line,idn-cipp-2023-cpr-mirror-hydro-45
idn-cipp-hydro-046,line,idn-cipp-2023-cpr-mirror-hydro-46
idn-cipp-hydro-047,line,idn-cipp-2023-cpr-mirror-hydro-47
idn-cipp-hydro-048,line,idn-cipp-2023-cpr-mirror-hydro-48
idn-cipp-hydro-049,line,idn-cipp-2023-cpr-mirror-hydro-49
idn-cipp-hydro-050,line,idn-cipp-2023-cpr-mirror-hydro-50
idn-cipp-hydro-051,line,idn-cipp-2023-cpr-mirror-hydro-51
idn-cipp-hydro-052,line,idn-cipp-2023-cpr-mirror-hydro-52
idn-cipp-hydro-053,line,idn-cipp-2023-cpr-mirror-hydro-53
idn-cipp-hydro-054,line,idn-cipp-2023-cpr-mirror-hydro-54
idn-cipp-hydro-055,line,idn-cipp-2023-cpr-mirror-hydro-55
idn-cipp-hydro-056,line,idn-cipp-2023-cpr-mirror-hydro-56
idn-cipp-hydro-057,line,idn-cipp-2023-cpr-mirror-hydro-57
idn-cipp-hydro-058,line,idn-cipp-2023-cpr-mirror-hydro-58
idn-cipp-hydro-059,line,idn-cipp-2023-cpr-mirror-hydro-59
idn-cipp-hydro-060,line,idn-cipp-2023-cpr-mirror-hydro-60
idn-cipp-hydro-061,line,idn-cipp-2023-cpr-mirror-hydro-61
idn-cipp-hydro-062,line,idn-cipp-2023-cpr-mirror-hydro-62
idn-cipp-hydro-063,line,idn-cipp-2023-cpr-mirror-hydro-63
idn-cipp-hydro-064,line,idn-cipp-2023-cpr-mirror-hydro-64
idn-cipp-hydro-065,line,idn-cipp-2023-cpr-mirror-hydro-65
idn-cipp-hydro-066,line,idn-cipp-2023-cpr-mirror-hydro-66
idn-cipp-hydro-067,line,idn-cipp-2023-cpr-mirror-hydro-67
idn-cipp-hydro-068,line,idn-cipp-2023-cpr-mirror-hydro-68
idn-cipp-hydro-069,line,idn-cipp-2023-cpr-mirror-hydro-69
idn-cipp-hydro-070,line,idn-cipp-2023-cpr-mirror-hydro-70
idn-cipp-hydro-071,line,idn-cipp-2023-cpr-mirror-hydro-71
idn-cipp-hydro-072,line,idn-cipp-2023-cpr-mirror-hydro-72
idn-cipp-hydro-073,line,idn-cipp-2023-cpr-mirror-hydro-73
idn-cipp-hydro-074,line,idn-cipp-2023-cpr-mirror-hydro-74
idn-cipp-hydro-075,line,idn-cipp-2023-cpr-mirror-hydro-75
idn-cipp-hydro-076,line,idn-cipp-2023-cpr-mirror-hydro-76
idn-cipp-hydro-077,line,idn-cipp-2023-cpr-mirror-hydro-77
idn-cipp-hydro-078,line,idn-cipp-2023-cpr-mirror-hydro-78
idn-cipp-hydro-079,line,idn-cipp-2023-cpr-mirror-hydro-79
idn-cipp-hydro-080,line,idn-cipp-2023-cpr-mirror-hydro-80
idn-cipp-hydro-081,line,idn-cipp-2023-cpr-mirror-hydro-81
idn-cipp-hydro-082,line,idn-cipp-2023-cpr-mirror-hydro-82
idn-cipp-hydro-083,line,idn-cipp-2023-cpr-mirror-hydro-83
idn-cipp-hydro-084,line,idn-cipp-2023-cpr-mirror-hydro-84
idn-cipp-hydro-085,line,idn-cipp-2023-cpr-mirror-hydro-85
idn-cipp-hydro-086,line,idn-cipp-2023-cpr-mirror-hydro-86
idn-cipp-hydro-087,line,idn-cipp-2023-cpr-mirror-hydro-87
idn-cipp-hydro-088,line,idn-cipp-2023-cpr-mirror-hydro-88
idn-cipp-hydro-089,line,idn-cipp-2023-cpr-mirror-hydro-89
idn-cipp-hydro-090,line,idn-cipp-2023-cpr-mirror-hydro-90
idn-cipp-hydro-091,line,idn-cipp-2023-cpr-mirror-hydro-91
idn-cipp-hydro-092,line,idn-cipp-2023-cpr-mirror-hydro-92
idn-cipp-hydro-093,line,idn-cipp-2023-cpr-mirror-hydro-93
idn-cipp-hydro-094,line,idn-cipp-2023-cpr-mirror-hydro-94
idn-cipp-hydro-095,line,idn-cipp-2023-cpr-mirror-hydro-95
idn-cipp-hydro-096,line,idn-cipp-2023-cpr-mirror-hydro-96
idn-cipp-hydro-097,line,idn-cipp-2023-cpr-mirror-hydro-97
idn-cipp-hydro-098,line,idn-cipp-2023-cpr-mirror-hydro-98
idn-cipp-hydro-099,line,idn-cipp-2023-cpr-mirror-hydro-99
idn-cipp-hydro-100,line,idn-cipp-2023-cpr-mirror-hydro-100
idn-cipp-hydro-101,line,idn-cipp-2023-cpr-mirror-hydro-101
idn-cipp-hydro-102,line,idn-cipp-2023-cpr-mirror-hydro-102
idn-cipp-hydro-103,line,idn-cipp-2023-cpr-mirror-hydro-103
idn-cipp-hydro-104,line,idn-cipp-2023-cpr-mirror-hydro-104
idn-cipp-hydro-105,line,idn-cipp-2023-cpr-mirror-hydro-105
idn-cipp-hydro-106,line,idn-cipp-2023-cpr-mirror-hydro-106
idn-cipp-hydro-107,line,idn-cipp-2023-cpr-mirror-hydro-107
idn-cipp-hydro-108,line,idn-cipp-2023-cpr-mirror-hydro-108
idn-cipp-hydro-109,line,idn-cipp-2023-cpr-mirror-hydro-109
idn-cipp-hydro-110,line,idn-cipp-2023-cpr-mirror-hydro-110
idn-cipp-hydro-111,line,idn-cipp-2023-cpr-mirror-hydro-111
idn-cipp-hydro-112,line,idn-cipp-2023-cpr-mirror-hydro-112
idn-cipp-hydro-113,line,idn-cipp-2023-cpr-mirror-hydro-113
idn-cipp-hydro-114,line,idn-cipp-2023-cpr-mirror-hydro-114
idn-cipp-hydro-115,line,idn-cipp-2023-cpr-mirror-hydro-115
idn-cipp-hydro-116,line,idn-cipp-2023-cpr-mirror-hydro-116
idn-cipp-hydro-117,line,idn-cipp-2023-cpr-mirror-hydro-117
idn-cipp-hydro-118,line,idn-cipp-2023-cpr-mirror-hydro-118
idn-cipp-hydro-119,line,idn-cipp-2023-cpr-mirror-hydro-119
idn-cipp-hydro-120,line,idn-cipp-2023-cpr-mirror-hydro-120
idn-cipp-hydro-121,line,idn-cipp-2023-cpr-mirror-hydro-121
idn-cipp-hydro-122,line,idn-cipp-2023-cpr-mirror-hydro-122
idn-cipp-hydro-123,line,idn-cipp-2023-cpr-mirror-hydro-123
idn-cipp-hydro-124,line,idn-cipp-2023-cpr-mirror-hydro-124
idn-cipp-hydro-125,line,idn-cipp-2023-cpr-mirror-hydro-125
idn-cipp-hydro-126,line,idn-cipp-2023-cpr-mirror-hydro-126
idn-cipp-hydro-127,line,idn-cipp-2023-cpr-mirror-hydro-127
idn-cipp-hydro-128,line,idn-cipp-2023-cpr-mirror-hydro-128
idn-cipp-hydro-129,line,idn-cipp-2023-cpr-mirror-hydro-129
idn-cipp-hydro-130,line,idn-cipp-2023-cpr-mirror-hydro-130
idn-cipp-hydro-131,line,idn-cipp-2023-cpr-mirror-hydro-131
idn-cipp-hydro-132,line,idn-cipp-2023-cpr-mirror-hydro-132
idn-cipp-hydro-133,line,idn-cipp-2023-cpr-mirror-hydro-133
idn-cipp-hydro-134,line,idn-cipp-2023-cpr-mirror-hydro-134
idn-cipp-hydro-135,line,idn-cipp-2023-cpr-mirror-hydro-135
idn-cipp-hydro-136,line,idn-cipp-2023-cpr-mirror-hydro-136
idn-cipp-hydro-137,line,idn-cipp-2023-cpr-mirror-hydro-137
idn-cipp-hydro-138,line,idn-cipp-2023-cpr-mirror-hydro-138
idn-cipp-hydro-139,line,idn-cipp-2023-cpr-mirror-hydro-139
idn-cipp-hydro-140,line,idn-cipp-2023-cpr-mirror-hydro-140
idn-cipp-hydro-141,line,idn-cipp-2023-cpr-mirror-hydro-141
idn-cipp-hydro-142,line,idn-cipp-2023-cpr-mirror-hydro-142
idn-cipp-hydro-143,line,idn-cipp-2023-cpr-mirror-hydro-143
idn-cipp-hydro-144,line,idn-cipp-2023-cpr-mirror-hydro-144
idn-cipp-hydro-145,line,idn-cipp-2023-cpr-mirror-hydro-145
idn-cipp-hydro-146,line,idn-cipp-2023-cpr-mirror-hydro-146
idn-cipp-hydro-147,line,idn-cipp-2023-cpr-mirror-hydro-147
idn-cipp-hydro-148,line,idn-cipp-2023-cpr-mirror-hydro-148
idn-cipp-hydro-149,line,idn-cipp-2023-cpr-mirror-hydro-149
idn-cipp-hydro-150,line,idn-cipp-2023-cpr-mirror-hydro-150
idn-cipp-hydro-151,line,idn-cipp-2023-cpr-mirror-hydro-151
idn-cipp-hydro-152,line,idn-cipp-2023-cpr-mirror-hydro-152
idn-cipp-hydro-153,line,idn-cipp-2023-cpr-mirror-hydro-153
idn-cipp-hydro-154,line,idn-cipp-2023-cpr-mirror-hydro-154
idn-cipp-hydro-155,line,idn-cipp-2023-cpr-mirror-hydro-155
idn-cipp-hydro-156,line,idn-cipp-2023-cpr-mirror-hydro-156
idn-cipp-hydro-157,line,idn-cipp-2023-cpr-mirror-hydro-157
idn-cipp-hydro-158,line,idn-cipp-2023-cpr-mirror-hydro-158
idn-cipp-solar-001,line,idn-cipp-2023-cpr-mirror-solar-1
idn-cipp-solar-002,line,idn-cipp-2023-cpr-mirror-solar-2
idn-cipp-solar-003,line,idn-cipp-2023-cpr-mirror-solar-3
idn-cipp-solar-004,line,idn-cipp-2023-cpr-mirror-solar-4
idn-cipp-solar-005,line,idn-cipp-2023-cpr-mirror-solar-5
idn-cipp-solar-006,line,idn-cipp-2023-cpr-mirror-solar-6
idn-cipp-solar-007,line,idn-cipp-2023-cpr-mirror-solar-7
idn-cipp-solar-008,line,idn-cipp-2023-cpr-mirror-solar-8
idn-cipp-solar-009,line,idn-cipp-2023-cpr-mirror-solar-9
idn-cipp-solar-010,line,idn-cipp-2023-cpr-mirror-solar-10
idn-cipp-solar-011,line,idn-cipp-2023-cpr-mirror-solar-11
idn-cipp-solar-012,line,idn-cipp-2023-cpr-mirror-solar-12
idn-cipp-solar-013,line,idn-cipp-2023-cpr-mirror-solar-13
idn-cipp-solar-014,line,idn-cipp-2023-cpr-mirror-solar-14
idn-cipp-solar-015,line,idn-cipp-2023-cpr-mirror-solar-15
idn-cipp-solar-016,line,idn-cipp-2023-cpr-mirror-solar-16
idn-cipp-solar-017,line,idn-cipp-2023-cpr-mirror-solar-17
idn-cipp-solar-018,line,idn-cipp-2023-cpr-mirror-solar-18
idn-cipp-solar-019,line,idn-cipp-2023-cpr-mirror-solar-19
idn-cipp-solar-020,line,idn-cipp-2023-cpr-mirror-solar-20
idn-cipp-solar-021,line,idn-cipp-2023-cpr-mirror-solar-21
idn-cipp-solar-022,line,idn-cipp-2023-cpr-mirror-solar-22
idn-cipp-solar-023,line,idn-cipp-2023-cpr-mirror-solar-23
idn-cipp-solar-024,line,idn-cipp-2023-cpr-mirror-solar-24
idn-cipp-solar-025,line,idn-cipp-2023-cpr-mirror-solar-25
idn-cipp-solar-026,line,idn-cipp-2023-cpr-mirror-solar-26
idn-cipp-solar-027,line,idn-cipp-2023-cpr-mirror-solar-27
idn-cipp-solar-028,line,idn-cipp-2023-cpr-mirror-solar-28
idn-cipp-solar-029,line,idn-cipp-2023-cpr-mirror-solar-29
idn-cipp-solar-030,line,idn-cipp-2023-cpr-mirror-solar-30
idn-cipp-solar-031,line,idn-cipp-2023-cpr-mirror-solar-31
idn-cipp-solar-032,line,idn-cipp-2023-cpr-mirror-solar-32
idn-cipp-solar-033,line,idn-cipp-2023-cpr-mirror-solar-33
idn-cipp-solar-034,line,idn-cipp-2023-cpr-mirror-solar-34
idn-cipp-solar-035,line,idn-cipp-2023-cpr-mirror-solar-35
idn-cipp-solar-036,line,idn-cipp-2023-cpr-mirror-solar-36
idn-cipp-solar-037,line,idn-cipp-2023-cpr-mirror-solar-37
idn-cipp-solar-038,line,idn-cipp-2023-cpr-mirror-solar-38
idn-cipp-solar-039,line,idn-cipp-2023-cpr-mirror-solar-39
idn-cipp-solar-040,line,idn-cipp-2023-cpr-mirror-solar-40
idn-cipp-solar-041,line,idn-cipp-2023-cpr-mirror-solar-41
idn-cipp-solar-042,line,idn-cipp-2023-cpr-mirror-solar-42
idn-cipp-solar-043,line,idn-cipp-2023-cpr-mirror-solar-43
idn-cipp-solar-044,line,idn-cipp-2023-cpr-mirror-solar-44
idn-cipp-solar-045,line,idn-cipp-2023-cpr-mirror-solar-45
idn-cipp-solar-046,line,idn-cipp-2023-cpr-mirror-solar-46
idn-cipp-solar-047,line,idn-cipp-2023-cpr-mirror-solar-47
idn-cipp-solar-048,line,idn-cipp-2023-cpr-mirror-solar-48
idn-cipp-solar-049,line,idn-cipp-2023-cpr-mirror-solar-49
idn-cipp-solar-050,line,idn-cipp-2023-cpr-mirror-solar-50
idn-cipp-solar-051,line,idn-cipp-2023-cpr-mirror-solar-51
idn-cipp-solar-052,line,idn-cipp-2023-cpr-mirror-solar-52
idn-cipp-solar-053,line,idn-cipp-2023-cpr-mirror-solar-53
idn-cipp-solar-054,line,idn-cipp-2023-cpr-mirror-solar-54
idn-cipp-solar-055,line,idn-cipp-2023-cpr-mirror-solar-55
idn-cipp-solar-056,line,idn-cipp-2023-cpr-mirror-solar-56
idn-cipp-solar-057,line,idn-cipp-2023-cpr-mirror-solar-57
idn-cipp-solar-058,line,idn-cipp-2023-cpr-mirror-solar-58
idn-cipp-solar-059,line,idn-cipp-2023-cpr-mirror-solar-59
idn-cipp-solar-060,line,idn-cipp-2023-cpr-mirror-solar-60
idn-cipp-solar-061,line,idn-cipp-2023-cpr-mirror-solar-61
idn-cipp-solar-062,line,idn-cipp-2023-cpr-mirror-solar-62
idn-cipp-solar-063,line,idn-cipp-2023-cpr-mirror-solar-63
idn-cipp-solar-064,line,idn-cipp-2023-cpr-mirror-solar-64
idn-cipp-transmission-001,line,idn-cipp-2023-cpr-mirror-transmission-1
idn-cipp-transmission-002,line,idn-cipp-2023-cpr-mirror-transmission-2
idn-cipp-transmission-003,line,idn-cipp-2023-cpr-mirror-transmission-3
idn-cipp-transmission-004,line,idn-cipp-2023-cpr-mirror-transmission-4
idn-cipp-transmission-005,line,idn-cipp-2023-cpr-mirror-transmission-5
idn-cipp-transmission-006,line,idn-cipp-2023-cpr-mirror-transmission-6
