timing_id,observation_id,date_role,date,date_precision,lower_bound,upper_bound,line_id,recorded_at
timing-zaf-register-eu008-2026-03-30-1,observation-zaf-register-eu008-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-35,2026-09-24
timing-zaf-register-eu010-2026-03-30-1,observation-zaf-register-eu010-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-36,2026-09-24
timing-zaf-register-eu011-2026-03-30-1,observation-zaf-register-eu011-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-37,2026-09-24
timing-zaf-register-eu012-2026-03-30-1,observation-zaf-register-eu012-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-38,2026-09-24
timing-zaf-register-eu013-2026-03-30-1,observation-zaf-register-eu013-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-39,2026-09-24
timing-zaf-register-eu014-2026-03-30-1,observation-zaf-register-eu014-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-40,2026-09-24
timing-zaf-register-eu015-2026-03-30-1,observation-zaf-register-eu015-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-41,2026-09-24
timing-zaf-register-eu016-2026-03-30-1,observation-zaf-register-eu016-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-42,2026-09-24
timing-zaf-register-eu017-2026-03-30-1,observation-zaf-register-eu017-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-43,2026-09-24
timing-zaf-register-eu018-2026-03-30-1,observation-zaf-register-eu018-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-44,2026-09-24
timing-zaf-register-eu019-2026-03-30-1,observation-zaf-register-eu019-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-45,2026-09-24
timing-zaf-register-eu020-2026-03-30-1,observation-zaf-register-eu020-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-46,2026-09-24
timing-zaf-register-eu021-2026-03-30-1,observation-zaf-register-eu021-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-47,2026-09-24
timing-zaf-register-fr001-2026-03-30-1,observation-zaf-register-fr001-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-48,2026-09-24
timing-zaf-register-fr002-2026-03-30-1,observation-zaf-register-fr002-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-49,2026-09-24
timing-zaf-register-fr003-2026-03-30-1,observation-zaf-register-fr003-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-50,2026-09-24
timing-zaf-register-fr004-2026-03-30-1,observation-zaf-register-fr004-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-51,2026-09-24
timing-zaf-register-fr005-2026-03-30-1,observation-zaf-register-fr005-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-52,2026-09-24
timing-zaf-register-fr006-2026-03-30-1,observation-zaf-register-fr006-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-53,2026-09-24
timing-zaf-register-fr007-2026-03-30-1,observation-zaf-register-fr007-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-54,2026-09-24
timing-zaf-register-fr009-2026-03-30-1,observation-zaf-register-fr009-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-55,2026-09-24
timing-zaf-register-fr010-2026-03-30-1,observation-zaf-register-fr010-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-56,2026-09-24
timing-zaf-register-fr011-2026-03-30-1,observation-zaf-register-fr011-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-57,2026-09-24
timing-zaf-register-fr012-2026-03-30-1,observation-zaf-register-fr012-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-58,2026-09-24
timing-zaf-register-fr013-2026-03-30-1,observation-zaf-register-fr013-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-59,2026-09-24
timing-zaf-register-fr014-2026-03-30-1,observation-zaf-register-fr014-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-60,2026-09-24
timing-zaf-register-fr015-2026-03-30-1,observation-zaf-register-fr015-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-61,2026-09-24
timing-zaf-register-fr016-2026-03-30-1,observation-zaf-register-fr016-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-62,2026-09-24
timing-zaf-register-fr017-2026-03-30-1,observation-zaf-register-fr017-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-63,2026-09-24
timing-zaf-register-fr019-2026-03-30-1,observation-zaf-register-fr019-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-64,2026-09-24
timing-zaf-register-fr020-2026-03-30-1,observation-zaf-register-fr020-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-65,2026-09-24
timing-zaf-register-fr021-2026-03-30-1,observation-zaf-register-fr021-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-66,2026-09-24
timing-zaf-register-fr022-2026-03-30-1,observation-zaf-register-fr022-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-67,2026-09-24
timing-zaf-register-fp001-1-2026-03-30-1,observation-zaf-register-fp001-1-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-68,2026-09-24
timing-zaf-register-fp001-2-2026-03-30-1,observation-zaf-register-fp001-2-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-69,2026-09-24
timing-zaf-register-fp001-3-2026-03-30-1,observation-zaf-register-fp001-3-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-70,2026-09-24
timing-zaf-register-fp001-4-2026-03-30-1,observation-zaf-register-fp001-4-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-71,2026-09-24
timing-zaf-register-fp001-5-2026-03-30-1,observation-zaf-register-fp001-5-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-72,2026-09-24
timing-zaf-register-gr001-2026-03-30-1,observation-zaf-register-gr001-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-73,2026-09-24
timing-zaf-register-gr002-2026-03-30-1,observation-zaf-register-gr002-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-74,2026-09-24
timing-zaf-register-gr003-2026-03-30-1,observation-zaf-register-gr003-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-75,2026-09-24
timing-zaf-register-gr004-2026-03-30-1,observation-zaf-register-gr004-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-76,2026-09-24
timing-zaf-register-gr006-2026-03-30-1,observation-zaf-register-gr006-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-77,2026-09-24
timing-zaf-register-gr007-2026-03-30-1,observation-zaf-register-gr007-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-78,2026-09-24
timing-zaf-register-gr008-2026-03-30-1,observation-zaf-register-gr008-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-79,2026-09-24
timing-zaf-register-gr009-2026-03-30-1,observation-zaf-register-gr009-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-80,2026-09-24
timing-zaf-register-gr011-2026-03-30-1,observation-zaf-register-gr011-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-81,2026-09-24
timing-zaf-register-gr012-2026-03-30-1,observation-zaf-register-gr012-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-82,2026-09-24
timing-zaf-register-gr013-2026-03-30-1,observation-zaf-register-gr013-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-83,2026-09-24
timing-zaf-register-gr014-2026-03-30-1,observation-zaf-register-gr014-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-84,2026-09-24
timing-zaf-register-gr014b-2026-03-30-1,observation-zaf-register-gr014b-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-85,2026-09-24
timing-zaf-register-gr015-2026-03-30-1,observation-zaf-register-gr015-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-86,2026-09-24
timing-zaf-register-gr016-2026-03-30-1,observation-zaf-register-gr016-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-87,2026-09-24
timing-zaf-register-gr017-2026-03-30-1,observation-zaf-register-gr017-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-88,2026-09-24
timing-zaf-register-gr018-2026-03-30-1,observation-zaf-register-gr018-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-89,2026-09-24
timing-zaf-register-gr019-2026-03-30-1,observation-zaf-register-gr019-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-90,2026-09-24
timing-zaf-register-gr020-2026-03-30-1,observation-zaf-register-gr020-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-91,2026-09-24
timing-zaf-register-gr021-2026-03-30-1,observation-zaf-register-gr021-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-92,2026-09-24
timing-zaf-register-gr022-2026-03-30-1,observation-zaf-register-gr022-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-93,2026-09-24
timing-zaf-register-gr023-2026-03-30-1,observation-zaf-register-gr023-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-94,2026-09-24
timing-zaf-register-gr024-2026-03-30-1,observation-zaf-register-gr024-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-95,2026-09-24
timing-zaf-register-gr025-2026-03-30-1,observation-zaf-register-gr025-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-96,2026-09-24
timing-zaf-register-gr026-2026-03-30-1,observation-zaf-register-gr026-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-97,2026-09-24
timing-zaf-register-gr026b-2026-03-30-1,observation-zaf-register-gr026b-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-98,2026-09-24
timing-zaf-register-gr027-2026-03-30-1,observation-zaf-register-gr027-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-99,2026-09-24
timing-zaf-register-gr028-2026-03-30-1,observation-zaf-register-gr028-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-100,2026-09-24
timing-zaf-register-gr028b-2026-03-30-1,observation-zaf-register-gr028b-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-101,2026-09-24
timing-zaf-register-gr029-2026-03-30-1,observation-zaf-register-gr029-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-102,2026-09-24
timing-zaf-register-gr029b-2026-03-30-1,observation-zaf-register-gr029b-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-103,2026-09-24
timing-zaf-register-gr030-2026-03-30-1,observation-zaf-register-gr030-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-104,2026-09-24
timing-zaf-register-gr031-2026-03-30-1,observation-zaf-register-gr031-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-105,2026-09-24
timing-zaf-register-gr032-2026-03-30-1,observation-zaf-register-gr032-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-106,2026-09-24
timing-zaf-register-gr033-2026-03-30-1,observation-zaf-register-gr033-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-107,2026-09-24
timing-zaf-register-gr034-2026-03-30-1,observation-zaf-register-gr034-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-108,2026-09-24
timing-zaf-register-gr035-2026-03-30-1,observation-zaf-register-gr035-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-109,2026-09-24
timing-zaf-register-gr036-2026-03-30-1,observation-zaf-register-gr036-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-110,2026-09-24
timing-zaf-register-gr037-2026-03-30-1,observation-zaf-register-gr037-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-111,2026-09-24
timing-zaf-register-gr038-2026-03-30-1,observation-zaf-register-gr038-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-112,2026-09-24
timing-zaf-register-gr039-2026-03-30-1,observation-zaf-register-gr039-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-113,2026-09-24
timing-zaf-register-gr040-2026-03-30-1,observation-zaf-register-gr040-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-114,2026-09-24
timing-zaf-register-gr041-2026-03-30-1,observation-zaf-register-gr041-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-115,2026-09-24
timing-zaf-register-nl001-1-2026-03-30-1,observation-zaf-register-nl001-1-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-116,2026-09-24
timing-zaf-register-nl001-2-2026-03-30-1,observation-zaf-register-nl001-2-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-117,2026-09-24
timing-zaf-register-nl001-3-2026-03-30-1,observation-zaf-register-nl001-3-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-118,2026-09-24
timing-zaf-register-nl001-4-2026-03-30-1,observation-zaf-register-nl001-4-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-119,2026-09-24
timing-zaf-register-nl001-5-2026-03-30-1,observation-zaf-register-nl001-5-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-120,2026-09-24
timing-zaf-register-nl001-6-2026-03-30-1,observation-zaf-register-nl001-6-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-121,2026-09-24
timing-zaf-register-nl001-7-2026-03-30-1,observation-zaf-register-nl001-7-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-122,2026-09-24
timing-zaf-register-nl001-8-2026-03-30-1,observation-zaf-register-nl001-8-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-123,2026-09-24
timing-zaf-register-nl001-9-2026-03-30-1,observation-zaf-register-nl001-9-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-124,2026-09-24
timing-zaf-register-nl002-2026-03-30-1,observation-zaf-register-nl002-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-125,2026-09-24
timing-zaf-register-nl003-2026-03-30-1,observation-zaf-register-nl003-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-126,2026-09-24
timing-zaf-register-nl004-2026-03-30-1,observation-zaf-register-nl004-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-127,2026-09-24
timing-zaf-register-nl005-2026-03-30-1,observation-zaf-register-nl005-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-128,2026-09-24
timing-zaf-register-nl006-2026-03-30-1,observation-zaf-register-nl006-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-129,2026-09-24
timing-zaf-register-nl007-2026-03-30-1,observation-zaf-register-nl007-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-130,2026-09-24
timing-zaf-register-nl008-2026-03-30-1,observation-zaf-register-nl008-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-131,2026-09-24
timing-zaf-register-nl009-2026-03-30-1,observation-zaf-register-nl009-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-132,2026-09-24
timing-zaf-register-nl010-2026-03-30-1,observation-zaf-register-nl010-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-133,2026-09-24
timing-zaf-register-nl011-2026-03-30-1,observation-zaf-register-nl011-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-134,2026-09-24
timing-zaf-register-nl012-2026-03-30-1,observation-zaf-register-nl012-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-135,2026-09-24
timing-zaf-register-sw001-2026-03-30-1,observation-zaf-register-sw001-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-136,2026-09-24
timing-zaf-register-sw002-2026-03-30-1,observation-zaf-register-sw002-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-137,2026-09-24
timing-zaf-register-sw003-2026-03-30-1,observation-zaf-register-sw003-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-138,2026-09-24
timing-zaf-register-sw004-2026-03-30-1,observation-zaf-register-sw004-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-139,2026-09-24
timing-zaf-register-sw005-2026-03-30-1,observation-zaf-register-sw005-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-140,2026-09-24
timing-zaf-register-sw006-2026-03-30-1,observation-zaf-register-sw006-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-141,2026-09-24
timing-zaf-register-sw007-2026-03-30-1,observation-zaf-register-sw007-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-142,2026-09-24
timing-zaf-register-sw008-2026-03-30-1,observation-zaf-register-sw008-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-143,2026-09-24
timing-zaf-register-sw009-2026-03-30-1,observation-zaf-register-sw009-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-144,2026-09-24
timing-zaf-register-uk001-2026-03-30-1,observation-zaf-register-uk001-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-145,2026-09-24
timing-zaf-register-uk002-2026-03-30-1,observation-zaf-register-uk002-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-146,2026-09-24
timing-zaf-register-uk003-2026-03-30-1,observation-zaf-register-uk003-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-147,2026-09-24
timing-zaf-register-uk005-2026-03-30-1,observation-zaf-register-uk005-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-148,2026-09-24
timing-zaf-register-uk006-2026-03-30-1,observation-zaf-register-uk006-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-149,2026-09-24
timing-zaf-register-uk007-2026-03-30-1,observation-zaf-register-uk007-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-150,2026-09-24
timing-zaf-register-uk008-2026-03-30-1,observation-zaf-register-uk008-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-151,2026-09-24
timing-zaf-register-uk009-2026-03-30-1,observation-zaf-register-uk009-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-152,2026-09-24
timing-zaf-register-uk011-2026-03-30-1,observation-zaf-register-uk011-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-153,2026-09-24
timing-zaf-register-uk012-2026-03-30-1,observation-zaf-register-uk012-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-154,2026-09-24
timing-zaf-register-uk013-2026-03-30-1,observation-zaf-register-uk013-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-155,2026-09-24
timing-zaf-register-uk014-2026-03-30-1,observation-zaf-register-uk014-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-156,2026-09-24
timing-zaf-register-uk015-2026-03-30-1,observation-zaf-register-uk015-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-157,2026-09-24
timing-zaf-register-uk016-2026-03-30-1,observation-zaf-register-uk016-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-158,2026-09-24
timing-zaf-register-uk017-2026-03-30-1,observation-zaf-register-uk017-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-159,2026-09-24
timing-zaf-register-uk018-2026-03-30-1,observation-zaf-register-uk018-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-160,2026-09-24
timing-zaf-register-uk019-2026-03-30-1,observation-zaf-register-uk019-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-161,2026-09-24
timing-zaf-register-uk020-2026-03-30-1,observation-zaf-register-uk020-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-162,2026-09-24
timing-zaf-register-uk021-2026-03-30-1,observation-zaf-register-uk021-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-163,2026-09-24
