plan_project_id,country,source_id,technology_group,ordinal,project_name,system,estimated_start,capacity_value,capacity_unit,estimated_investment_usd_mn,natural_retirement_year,estimated_retirement_year,ruptl,canonical_project_id,reconciliation_status,document_sha256,locator,notes
idn-cipp-transmission-011,IDN,idn-cipp-2023-cpr-mirror,transmission,11,SUTET 500 kV DC LP S. Kalimantan - LP E. Java,Kalimantan,2030,920.0,km,7840.7,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 11",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-012,IDN,idn-cipp-2023-cpr-mirror,transmission,12,Sulawesi Backbone SUTET 275 kV GITET Wotu - GITET Bungku,Sulawesi,2024,260.0,km,105.3,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 12",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-013,IDN,idn-cipp-2023-cpr-mirror,transmission,13,Sulawesi Backbone UTET 275 kV GITET Bungku - GITET Andowia,Sulawesi,2024,260.0,km,105.3,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 13",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-014,IDN,idn-cipp-2023-cpr-mirror,transmission,14,Sulawesi Backbone SUTET 275 kV GITET Andowia - GITET Kendari,Sulawesi,2024,135.0,km,54.7,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 14",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-015,IDN,idn-cipp-2023-cpr-mirror,transmission,15,Sulawesi Backbone SUTET 275 kV GITET Sidrap - GITET Daya Baru,Sulawesi,2024,350.0,km,141.8,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 15",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-016,IDN,idn-cipp-2023-cpr-mirror,transmission,16,Sulawesi Backbone SUTET 275 kV GITET Bakaru 2 - GITET Palopo,Sulawesi,2024,210.0,km,85.1,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 16",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-017,IDN,idn-cipp-2023-cpr-mirror,transmission,17,Sulawesi Backbone SUTET 275 kV GITET Daya Baru - GITET Punagaya,Sulawesi,2024,140.0,km,56.7,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 17",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-018,IDN,idn-cipp-2023-cpr-mirror,transmission,18,Sulawesi Backbone SUTET 275 kV GITET Bakaru 2 - GITET Sidrap,Sulawesi,2024,130.0,km,52.7,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 18",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-019,IDN,idn-cipp-2023-cpr-mirror,transmission,19,Sulawesi Backbone SUTET 275 kV GITET Malili-GITET Pomalaa Switching,Sulawesi,2024,467.0,km,189.1,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 19",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-020,IDN,idn-cipp-2023-cpr-mirror,transmission,20,Sulawesi Backbone SUTET 275 kV GITET Pomalaa-GITET Kendari,Sulawesi,2024,252.0,km,102.1,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 20",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-021,IDN,idn-cipp-2023-cpr-mirror,transmission,21,Sulawesi Backbone SUTET 275 kV GITET Wotu - GITET Malili,Sulawesi,2024,95.0,km,38.5,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 21",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-022,IDN,idn-cipp-2023-cpr-mirror,transmission,22,Sulawesi Backbone Further upgrades Marisa –-Tolitoli – Leok,Sulawesi,TBD,,km,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 22",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-023,IDN,idn-cipp-2023-cpr-mirror,transmission,23,Sulawesi Backbone Further upgrades on Gorontalo – Tolinggula,Sulawesi,TBD,,km,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 23",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-024,IDN,idn-cipp-2023-cpr-mirror,transmission,24,Sulawesi Backbone Further upgrades on Tolitoli - Bangkir – Tambu,Sulawesi,TBD,,km,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 24",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-025,IDN,idn-cipp-2023-cpr-mirror,transmission,25,SUTET 500 kV Cascade Tripa HPP (Upper Tripa 300 MW + Lower Tripa 140 MW) - GITET Takengon-2,Sumatra,>2024,90.0,km,46.2,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 25",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-026,IDN,idn-cipp-2023-cpr-mirror,transmission,26,SUTET 500 kV PLTA WOYLA - Meurebo,Sumatra,>2024,26.0,km,10.9,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 26",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-027,IDN,idn-cipp-2023-cpr-mirror,transmission,27,SUTET 500 kV PLTA Woyla Hulu & Hilir - PLTA Woyla,Sumatra,>2024,4.2,km,1.8,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 27",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-028,IDN,idn-cipp-2023-cpr-mirror,transmission,28,SUTET 275 kV Sibual Buali - GITET Sarulla,Sumatra,>2024,2.0,km,0.5,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 28",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-029,IDN,idn-cipp-2023-cpr-mirror,transmission,29,SUTET 500 kV GITTET Takengon-2 - Inc. 2 Phi (Naganraya - Takengon-2),Sumatra,>2024,0.5,km,0.3,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 29",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-030,IDN,idn-cipp-2023-cpr-mirror,transmission,30,Sumatra-Batam-Bintan Interconnection,Sumatra,TBD,,km,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 30",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-031,IDN,idn-cipp-2023-cpr-mirror,transmission,31,Sumatra Backbone SUTET 275 kV GITET 275 kV Siborpa - Inc. 2 Phi Sarula Rantau Perapat,Sumatra,>2024,0.2,km,0.1,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 31",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-032,IDN,idn-cipp-2023-cpr-mirror,transmission,32,Sumatra Backbone SUTET 500 kV Galang-PLTA Pump Storage-1,Sumatra,2024,100.0,km,49.7,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 32",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-033,IDN,idn-cipp-2023-cpr-mirror,transmission,33,Sumatra Backbone SUTET 275kV Pangkalan Susu - Arun- Sigli,Sumatra,TBD,,km,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 33",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-034,IDN,idn-cipp-2023-cpr-mirror,transmission,34,Sumatra-Java Interconnector SUTET 500 kV DC Muara Enim - LP Ketapang - Salira Indah - Bogor + Subsea 40 KM,Sumatra,2024,570.0,km,1900.0,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 34",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-035,IDN,idn-cipp-2023-cpr-mirror,transmission,35,Transmisi Papua-Maluku-Pulau Obi,Maluku-Papua-Nusa-Tenggara,TBD,,km,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 35",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-036,IDN,idn-cipp-2023-cpr-mirror,transmission,36,Deployment of Smart Grid Technologies,Tersebar,2024,,km,860.0,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 36",CIPP priority-project line; plan values are not financing events
idn-cipp-transmission-037,IDN,idn-cipp-2023-cpr-mirror,transmission,37,Advanced Metering Deployment of Smart Grid Technologies Advanced Control Center,Tersebar,2024,,km,93.0,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.1, row 37",CIPP priority-project line; plan values are not financing events
idn-cipp-coal-retirement-001,IDN,idn-cipp-2023-cpr-mirror,coal_retirement,1,PLTU Pelabuhan Ratu,Java-Madura-Bali,2037,1050,MW,830,2045,2037,,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.2, row 1",CIPP priority-project line; plan values are not financing events
idn-cipp-coal-retirement-002,IDN,idn-cipp-2023-cpr-mirror,coal_retirement,2,PLTU Cirebon-1,Java-Madura-Bali,2035,660,MW,300,2042,2035,,idn-pipe-cirebon-1-retirement,matched,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.2, row 2",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-001,IDN,idn-cipp-2023-cpr-mirror,geothermal,1,PLTP Arjuno Welirang,Java-Madura-Bali,N/A,40.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 1",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-002,IDN,idn-cipp-2023-cpr-mirror,geothermal,2,PLTP Baturaden (FTP2),Java-Madura-Bali,2024,110.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 2",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-003,IDN,idn-cipp-2023-cpr-mirror,geothermal,3,PLTP Baturaden (FTP2),Java-Madura-Bali,2024,75.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 3",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-004,IDN,idn-cipp-2023-cpr-mirror,geothermal,4,PLTP Baturaden (FTP2),Java-Madura-Bali,2026,35.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 4",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-005,IDN,idn-cipp-2023-cpr-mirror,geothermal,5,PLTP Bedugul,Java-Madura-Bali,2024,60.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 5",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-006,IDN,idn-cipp-2023-cpr-mirror,geothermal,6,PLTP Candi Umbul Telomoyo,Java-Madura-Bali,N/A,60.00,MW,,,,NO,idn-grant-candi-umbul-telomoyo,matched,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 6",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-007,IDN,idn-cipp-2023-cpr-mirror,geothermal,7,PLTP Cibuni (FTP2),Java-Madura-Bali,2024,10.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 7",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-008,IDN,idn-cipp-2023-cpr-mirror,geothermal,8,PLTP Dieng (FTP2),Java-Madura-Bali,2024,55.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 8",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-009,IDN,idn-cipp-2023-cpr-mirror,geothermal,9,PLTP Dieng (FTP2),Java-Madura-Bali,2024,55.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 9",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-010,IDN,idn-cipp-2023-cpr-mirror,geothermal,10,PLTP Dieng (FTP2),Java-Madura-Bali,2024,55.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 10",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-011,IDN,idn-cipp-2023-cpr-mirror,geothermal,11,PLTP Dieng (FTP2),Java-Madura-Bali,2024,55.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 11",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-012,IDN,idn-cipp-2023-cpr-mirror,geothermal,12,PLTP Dieng (FTP2),Java-Madura-Bali,2024,35.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 12",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-013,IDN,idn-cipp-2023-cpr-mirror,geothermal,13,PLTP Dieng (FTP2),Java-Madura-Bali,2024,35.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 13",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-014,IDN,idn-cipp-2023-cpr-mirror,geothermal,14,PLTP Gunung Salak 7,Java-Madura-Bali,2024,55.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 14",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-015,IDN,idn-cipp-2023-cpr-mirror,geothermal,15,PLTP Gunung Salak 8,Java-Madura-Bali,2024,80.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 15",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-016,IDN,idn-cipp-2023-cpr-mirror,geothermal,16,PLTP Halmahera (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2025,20.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 16",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-017,IDN,idn-cipp-2023-cpr-mirror,geothermal,17,PLTP Hululais,Sumatra,2024,110.00,MW,,,,YES,idn-pipe-hululais-1-2,matched,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 17",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-018,IDN,idn-cipp-2023-cpr-mirror,geothermal,18,PLTP Ijen (FTP2),Java-Madura-Bali,2024,50.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 18",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-019,IDN,idn-cipp-2023-cpr-mirror,geothermal,19,PLTP Ijen (FTP2),Java-Madura-Bali,2024,30.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 19",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-020,IDN,idn-cipp-2023-cpr-mirror,geothermal,20,PLTP Ijen (FTP2),Java-Madura-Bali,2024,30.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 20",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-021,IDN,idn-cipp-2023-cpr-mirror,geothermal,21,PLTP Jaboi (FTP2),Sumatra,2023,5.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 21",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-022,IDN,idn-cipp-2023-cpr-mirror,geothermal,22,PLTP Jaboi (FTP2),Sumatra,2028,2.50,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 22",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-023,IDN,idn-cipp-2023-cpr-mirror,geothermal,23,PLTP Jaboi (FTP2),Sumatra,2028,2.50,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 23",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-024,IDN,idn-cipp-2023-cpr-mirror,geothermal,24,PLTP Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2026,60.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 24",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-025,IDN,idn-cipp-2023-cpr-mirror,geothermal,25,PLTP Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2026,60.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 25",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-026,IDN,idn-cipp-2023-cpr-mirror,geothermal,26,PLTP Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2026,55.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 26",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-027,IDN,idn-cipp-2023-cpr-mirror,geothermal,27,PLTP Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2026,55.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 27",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-028,IDN,idn-cipp-2023-cpr-mirror,geothermal,28,PLTP Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2026,55.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 28",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-029,IDN,idn-cipp-2023-cpr-mirror,geothermal,29,PLTP Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2026,55.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 29",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-030,IDN,idn-cipp-2023-cpr-mirror,geothermal,30,PLTP Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2026,55.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 30",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-031,IDN,idn-cipp-2023-cpr-mirror,geothermal,31,PLTP Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2026,55.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 31",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-032,IDN,idn-cipp-2023-cpr-mirror,geothermal,32,PLTP Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2026,55.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 32",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-033,IDN,idn-cipp-2023-cpr-mirror,geothermal,33,PLTP Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2026,55.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 33",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-034,IDN,idn-cipp-2023-cpr-mirror,geothermal,34,PLTP Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2026,55.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 34",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-035,IDN,idn-cipp-2023-cpr-mirror,geothermal,35,PLTP Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2026,55.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 35",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-036,IDN,idn-cipp-2023-cpr-mirror,geothermal,36,PLTP Kotamobagu 1,Sulawesi,2024,20.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 36",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-037,IDN,idn-cipp-2023-cpr-mirror,geothermal,37,PLTP Kotamobagu 2,Sulawesi,2024,20.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 37",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-038,IDN,idn-cipp-2023-cpr-mirror,geothermal,38,PLTP Kotamobagu 3,Sulawesi,2024,20.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 38",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-039,IDN,idn-cipp-2023-cpr-mirror,geothermal,39,PLTP Kotamobagu 4,Sulawesi,2024,20.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 39",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-040,IDN,idn-cipp-2023-cpr-mirror,geothermal,40,PLTP Mataloko,Maluku-Papua-Nusa Tenggara,2024,20.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 40",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-041,IDN,idn-cipp-2023-cpr-mirror,geothermal,41,PLTP Muara Laboh (FTP2),Sumatra,2024,80.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 41",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-042,IDN,idn-cipp-2023-cpr-mirror,geothermal,42,PLTP Muara Laboh (FTP2),Sumatra,2024,60.00,MW,,,,NO,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 42",CIPP priority-project line; plan values are not financing events
idn-cipp-geothermal-043,IDN,idn-cipp-2023-cpr-mirror,geothermal,43,PLTP Patuha (FTP2),Java-Madura-Bali,2024,55.00,MW,,,,YES,,plan_only,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5,"Appendix 10.3, row 43",CIPP priority-project line; plan values are not financing events
