unit_id,kind,source_value,disposition,reason,evidence_ids
DE-1-200066225,negative_correction,transaction[8]/transaction-date: 2021-12-31 -84717.41,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200066258,negative_correction,transaction[7]/transaction-date: 2024-03-31 -79561.69,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200066506,negative_correction,transaction[3]/transaction-date: 2017-12-31 -17957.88,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200165092,negative_correction,transaction[7]/transaction-date: 2017-12-31 -4308.82,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200165233,negative_correction,transaction[4]/transaction-date: 2015-12-31 -6356.58,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200165233,negative_correction,transaction[6]/transaction-date: 2019-12-31 -49879.68,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200165803,negative_correction,transaction[6]/transaction-date: 2016-12-31 -182349.04,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200166066,negative_correction,transaction[5]/transaction-date: 2016-12-31 -1943.19,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200166231,negative_correction,transaction[3]/transaction-date: 2013-12-31 -73934.30,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200166561,negative_correction,transaction[5]/transaction-date: 2016-12-31 -533253.54,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200166561,negative_correction,transaction[6]/transaction-date: 2017-12-31 -12816.90,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200166686,negative_correction,transaction[5]/transaction-date: 2017-12-31 -12758.60,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200170381,negative_correction,transaction[3]/transaction-date: 2013-12-31 -30995.62,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200265421,negative_correction,transaction[9]/transaction-date: 2019-12-31 -72818.27,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200265512,negative_correction,transaction[5]/transaction-date: 2016-12-31 -143728.74,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200265587,negative_correction,transaction[4]/transaction-date: 2015-12-31 -163804.43,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200265595,negative_correction,transaction[7]/transaction-date: 2017-12-31 -203852.70,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200265629,negative_correction,transaction[8]/transaction-date: 2020-12-31 -182039.81,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200265629,negative_correction,transaction[9]/transaction-date: 2024-03-31 -3915.20,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200265850,negative_correction,transaction[6]/transaction-date: 2017-12-31 -215915.30,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200265876,negative_correction,transaction[3]/transaction-date: 2013-12-31 -30239.96,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200265959,negative_correction,transaction[6]/transaction-date: 2020-12-31 -150000.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200266171,negative_correction,transaction[4]/transaction-date: 2016-12-31 -4335411.43,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200266270,negative_correction,transaction[10]/transaction-date: 2020-12-31 -11894.90,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200266361,negative_correction,transaction[5]/transaction-date: 2020-12-31 -1565734.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200266551,negative_correction,transaction[9]/transaction-date: 2022-12-31 -78646.51,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200266692,negative_correction,transaction[6]/transaction-date: 2016-12-31 -317447.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200266692,negative_correction,transaction[7]/transaction-date: 2019-12-31 -32489.96,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200266809,negative_correction,transaction[4]/transaction-date: 2014-12-31 -185306.96,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200266999,negative_correction,transaction[7]/transaction-date: 2017-12-31 -4386029.08,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200365056,negative_correction,transaction[5]/transaction-date: 2016-12-31 -3129.21,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200365429,negative_correction,transaction[5]/transaction-date: 2015-12-31 -37530.23,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200365437,negative_correction,transaction[5]/transaction-date: 2016-12-31 -10956.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200365437,negative_correction,transaction[7]/transaction-date: 2018-12-31 -271242.85,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200365528,negative_correction,transaction[3]/transaction-date: 2014-12-31 -2371552.08,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200365536,negative_correction,transaction[4]/transaction-date: 2014-12-31 -13137.99,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200365619,negative_correction,transaction[8]/transaction-date: 2018-12-31 -69556.86,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200365619,negative_correction,transaction[9]/transaction-date: 2019-12-31 -603.83,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200365692,negative_correction,transaction[8]/transaction-date: 2019-12-31 -117670.80,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200365718,negative_correction,transaction[7]/transaction-date: 2017-12-31 -8417.13,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200365999,negative_correction,transaction[4]/transaction-date: 2015-12-31 -26510.89,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200366237,negative_correction,transaction[3]/transaction-date: 2013-12-31 -185476.08,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200366237,negative_correction,transaction[4]/transaction-date: 2014-12-31 -677086.27,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200366336,negative_correction,transaction[4]/transaction-date: 2015-12-31 -114049.35,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200366377,negative_correction,transaction[7]/transaction-date: 2018-12-31 -3720.54,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200366476,negative_correction,transaction[7]/transaction-date: 2017-12-31 -65927.16,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200366666,negative_correction,transaction[9]/transaction-date: 2020-12-31 -73741.09,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200366666,negative_correction,transaction[10]/transaction-date: 2024-03-31 -7144.49,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200366682,negative_correction,transaction[4]/transaction-date: 2015-12-31 -1612766.93,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200465054,negative_correction,transaction[4]/transaction-date: 2014-12-31 -4805.50,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200465054,negative_correction,transaction[5]/transaction-date: 2015-12-31 -2687.87,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200465492,negative_correction,transaction[5]/transaction-date: 2015-12-31 -2275.02,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200465492,negative_correction,transaction[6]/transaction-date: 2016-12-31 -6146.91,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200465799,negative_correction,transaction[8]/transaction-date: 2019-12-31 -393754.40,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200466094,negative_correction,transaction[4]/transaction-date: 2014-12-31 -199311.59,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200466284,negative_correction,transaction[7]/transaction-date: 2017-12-31 -12258.26,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200466417,negative_correction,transaction[5]/transaction-date: 2015-12-31 -706960.86,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200466458,negative_correction,transaction[4]/transaction-date: 2015-12-31 -34447.80,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200470567,negative_correction,transaction[5]/transaction-date: 2015-12-31 -11254.53,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200565176,negative_correction,transaction[5]/transaction-date: 2016-12-31 -7712.82,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200565317,negative_correction,transaction[7]/transaction-date: 2018-12-31 -10792.10,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200565333,negative_correction,transaction[5]/transaction-date: 2016-12-31 -238542.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200565598,negative_correction,transaction[4]/transaction-date: 2014-12-31 -313386.24,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200565788,negative_correction,transaction[8]/transaction-date: 2024-12-31 -5952.36,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200565788,negative_correction,transaction[9]/transaction-date: 2025-09-30 -251.82,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200566034,negative_correction,transaction[6]/transaction-date: 2019-12-31 -3874.36,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200566034,negative_correction,transaction[7]/transaction-date: 2024-03-31 -18373.15,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200566166,negative_correction,transaction[4]/transaction-date: 2016-12-31 -720.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200566257,negative_correction,transaction[3]/transaction-date: 2013-12-31 -72950.62,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200566380,negative_correction,transaction[10]/transaction-date: 2025-09-30 -200.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200566398,negative_correction,transaction[5]/transaction-date: 2015-12-31 -85000.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200566398,negative_correction,transaction[8]/transaction-date: 2018-12-31 -62969.74,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200566398,negative_correction,transaction[15]/transaction-date: 2025-09-30 -314.52,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200566422,negative_correction,transaction[4]/transaction-date: 2016-12-31 -188736.89,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200566539,negative_correction,transaction[4]/transaction-date: 2014-12-31 -41292.66,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200570119,negative_correction,transaction[4]/transaction-date: 2016-12-31 -203400.15,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200665240,negative_correction,transaction[3]/transaction-date: 2013-12-31 -109203.13,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200665240,negative_correction,transaction[7]/transaction-date: 2019-12-31 -1430077.30,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200665505,negative_correction,transaction[8]/transaction-date: 2019-12-31 -1058.69,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200665984,negative_correction,transaction[8]/transaction-date: 2020-12-31 -463405.67,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200666040,negative_correction,transaction[16]/transaction-date: 2025-09-30 -41.37,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200666149,negative_correction,transaction[3]/transaction-date: 2013-12-31 -15881.24,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200666214,negative_correction,transaction[9]/transaction-date: 2019-12-31 -133.72,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200666222,negative_correction,transaction[11]/transaction-date: 2024-06-30 -49863.27,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200666313,negative_correction,transaction[8]/transaction-date: 2020-12-31 -44978.95,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200666313,negative_correction,transaction[12]/transaction-date: 2023-09-30 -108463.09,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200666479,negative_correction,transaction[7]/transaction-date: 2017-12-31 -60015.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200666487,negative_correction,transaction[6]/transaction-date: 2016-12-31 -24789.07,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200670059,negative_correction,transaction[6]/transaction-date: 2021-12-31 -1916.64,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200670141,negative_correction,transaction[3]/transaction-date: 2013-12-31 -22556.57,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200765123,negative_correction,transaction[8]/transaction-date: 2019-12-31 -152837.06,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200765123,negative_correction,transaction[9]/transaction-date: 2024-03-31 -52417.81,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200765131,negative_correction,transaction[7]/transaction-date: 2020-12-31 -156385.09,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200765230,negative_correction,transaction[7]/transaction-date: 2017-12-31 -66270.45,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200765305,negative_correction,transaction[6]/transaction-date: 2017-12-31 -10820.40,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200765412,negative_correction,transaction[12]/transaction-date: 2022-12-31 -218.52,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200765529,negative_correction,transaction[4]/transaction-date: 2015-12-31 -178686.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200765628,negative_correction,transaction[6]/transaction-date: 2016-12-31 -518403.88,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200765875,negative_correction,transaction[6]/transaction-date: 2016-12-31 -2153.93,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200765925,negative_correction,transaction[4]/transaction-date: 2014-12-31 -252426.70,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200765966,negative_correction,transaction[4]/transaction-date: 2016-12-31 -23905.67,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200766089,negative_correction,transaction[13]/transaction-date: 2023-09-30 -25228.94,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200766410,negative_correction,transaction[10]/transaction-date: 2020-12-31 -867.61,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200766618,negative_correction,transaction[6]/transaction-date: 2016-12-31 -146680.99,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200770123,negative_correction,transaction[7]/transaction-date: 2017-12-31 -50436.66,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200770263,negative_correction,transaction[5]/transaction-date: 2024-12-31 -16330.19,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865022,negative_correction,transaction[10]/transaction-date: 2020-12-31 -2853.39,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865188,negative_correction,transaction[8]/transaction-date: 2019-12-31 -3544.31,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865295,negative_correction,transaction[3]/transaction-date: 2024-03-31 -200000.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865295,negative_correction,transaction[6]/transaction-date: 2025-06-30 -100000.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865303,negative_correction,transaction[10]/transaction-date: 2023-09-30 -12358.54,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865493,negative_correction,transaction[7]/transaction-date: 2017-12-31 -88886.46,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865642,negative_correction,transaction[3]/transaction-date: 2015-12-31 -3083.89,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865667,negative_correction,transaction[13]/transaction-date: 2024-09-30 -194500.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865733,negative_correction,transaction[7]/transaction-date: 2018-12-31 -17591.01,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865741,negative_correction,transaction[10]/transaction-date: 2021-12-31 -83670.03,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865741,negative_correction,transaction[11]/transaction-date: 2022-12-31 -39555.31,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865808,negative_correction,transaction[5]/transaction-date: 2015-12-31 -192548.54,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865816,negative_correction,transaction[9]/transaction-date: 2025-09-30 -306777.59,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200865972,negative_correction,transaction[3]/transaction-date: 2013-12-31 -668705.98,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200866046,negative_correction,transaction[3]/transaction-date: 2013-12-31 -814442.65,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200866053,negative_correction,transaction[3]/transaction-date: 2020-12-31 -964057.38,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200866285,negative_correction,transaction[6]/transaction-date: 2017-12-31 -173036.43,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200866327,negative_correction,transaction[7]/transaction-date: 2017-12-31 -331.71,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200866368,negative_correction,transaction[4]/transaction-date: 2014-12-31 -76338.00,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200866368,negative_correction,transaction[5]/transaction-date: 2016-12-31 -20502.94,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200866640,negative_correction,transaction[6]/transaction-date: 2016-12-31 -90.61,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200866822,negative_correction,transaction[14]/transaction-date: 2023-06-30 -21582.42,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200866855,negative_correction,transaction[14]/transaction-date: 2025-09-30 -178.34,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200870261,negative_correction,transaction[15]/transaction-date: 2025-03-31 -23393.85,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200870279,negative_correction,transaction[3]/transaction-date: 2014-12-31 -396079.75,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200870287,negative_correction,transaction[4]/transaction-date: 2014-12-31 -2092541.09,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200965525,negative_correction,transaction[6]/transaction-date: 2016-12-31 -128716.70,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200965723,negative_correction,transaction[4]/transaction-date: 2015-12-31 -1044381.10,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200966481,negative_correction,transaction[3]/transaction-date: 2016-12-31 -69374.08,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200966788,negative_correction,transaction[9]/transaction-date: 2020-12-31 -65423.22,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200966846,negative_correction,transaction[7]/transaction-date: 2017-12-31 -100939.36,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200966945,negative_correction,transaction[14]/transaction-date: 2024-12-31 -25629.59,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200967059,negative_correction,transaction[6]/transaction-date: 2016-12-31 -71285.15,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200967125,negative_correction,transaction[13]/transaction-date: 2024-03-31 -6923.37,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
DE-1-200967216,negative_correction,transaction[6]/transaction-date: 2021-12-31 -87065.54,unresolved,Correction meaning undocumented; no cancellation inferred,E_XML
