study,openalex_id,doi,title,year,status,audit_action,audit_flags,cited_by_count
care_weber2023,https://openalex.org/W3139952250,,"International Financial Reporting Standards : A Practical Guide, 5th Edition",2009,filtered_out,,,
care_weber2023,https://openalex.org/W2808513178,https://doi.org/10.21552/cclr/2018/2/8,Recommendations for an International Carbon Currency Market under Article 6 of the Paris Agreement,2018,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W2955677180,,Environmental and Social Management Framework,2019,filtered_out,,,
care_weber2023,https://openalex.org/W2904629545,https://doi.org/10.1504/ijfip.2018.10018076,Foresight into climate-compatible futures for cities and regions,2018,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W4235068433,https://doi.org/10.1504/ijfip.2018.097089,Foresight into climate-compatible futures for cities and regions,2018,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W4239428482,https://doi.org/10.1146/annurev-fe-4-101612-100001,Preface,2012,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W2121307692,,Latin America - Accessing international climate change related finance in Latin America and the Caribbean,2013,filtered_out,,,
care_weber2023,https://openalex.org/W7144361996,https://doi.org/10.57405/iges-6545,Green Growth and Decarbonization of Energy Systems in a Changing World,2018,not_captured,,,
care_weber2023,https://openalex.org/W6944894827,https://doi.org/10.18884/00001025,Integrative Economic Evaluation of an Infrastructure Project as a Measure for Climate Change Adaptation: A Case Study of Irrigation Development in Kenya,2020,filtered_out,,,
care_weber2023,https://openalex.org/W2998833716,https://doi.org/10.22151/politikon.43.1,Behavioural Approach to International Climate Negotiations,2019,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W4234665086,https://doi.org/10.1093/yiel/yvv022,2. Canada,2014,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W2617067691,,Promoting Geothermal Development,2014,filtered_out,,,
care_weber2023,https://openalex.org/W2791135481,https://doi.org/10.1504/ajesd.2017.10011035,The determinants of the uptake of carbon finance by renewable energy producers in Kenya,2017,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W7134543818,,Public policy review,2013,filtered_out,,,
care_weber2023,https://openalex.org/W4241875232,https://doi.org/10.1504/ajesd.2017.089994,The determinants of the uptake of carbon finance by renewable energy producers in Kenya,2017,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W2788956752,https://doi.org/10.1215/07402775-4373446,Paradise Lost?,2017,filtered_out,remove,citation_isolated_old,2.0
care_weber2023,https://openalex.org/W2940054607,https://doi.org/10.25330/1817,Turning the tide : investigating the European Union’s approach to environmentally displaced people and advancing human rights based solutions,2016,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W1535840309,https://doi.org/10.1016/j.ecolecon.2008.10.020,,2008,filtered_out,remove,missing_metadata:title|no_abstract_irrelevant|citation_isolated_old,0.0
care_weber2023,https://openalex.org/W7133542107,https://doi.org/10.5281/zenodo.18868484,Climate Justice Approaches to Adaptation Financing in Ghanaian Vulnerable Regions: A Comparative Study,2008,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W7133544791,https://doi.org/10.5281/zenodo.18868485,Climate Justice Approaches to Adaptation Financing in Ghanaian Vulnerable Regions: A Comparative Study,2008,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W1585059529,https://doi.org/10.13021/g8pppq.322014.552,Introduction: Normative and Conceptual Dimensions of the International Climate Negotiations,2014,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W2554846215,,Africa Region - Accelerating climate-resilient and low-carbon development : progress report on the implementation of the Africa climate business plan,2016,filtered_out,,,
care_weber2023,https://openalex.org/W2978142734,,Delivering Climate Agenda for LAC: IDB Group Actions to 2020,2017,filtered_out,,,
care_weber2023,https://openalex.org/W2941521304,https://doi.org/10.57405/iges-6891,Proposed Network of Training Institutions on Climate Change Adaptation Meeting,2019,not_captured,,,
care_weber2023,https://openalex.org/W3006240955,https://doi.org/10.15798/kaici.2019.21.1.121,A Study on the Overseas Expansion Strategies for Geothermal Heating and Cooling System,2019,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W4245761580,https://doi.org/10.1093/yiel/yvs117,12. South Asia,2011,filtered_out,,,
care_weber2023,https://openalex.org/W2938505453,https://doi.org/10.1353/trn.2019.0007,The Climate Crisis: South African and global democratic eco-socialist alternatives ed. by Vishwas Satgar,2019,filtered_out,remove,citation_isolated_old,0.0
care_weber2023,https://openalex.org/W4242799855,https://doi.org/10.1162/glep_e_00534,Introduction,2019,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W2569551047,,The Global Landscape of Climate Finance 2013,2013,filtered_out,,,
shang_jin2023,https://openalex.org/W2996462501,https://doi.org/10.13140/rg.2.2.14777.88167,Climate finance in the Caribbean region's Small Island Developing States,2018,filtered_out,remove,citation_isolated_old,12.0
shang_jin2023,https://openalex.org/W2546691729,,Climate Finance Shadow Report 2016: Lifting the lid on progress towards the $100 billion commitment,2016,filtered_out,,,
shang_jin2023,https://openalex.org/W2107012816,https://doi.org/10.22004/ag.econ.249538,Fulfilling Australia’s International Climate Finance Commitments: Which Sources of Financing are Promising and How Much Could They Raise?,2011,filtered_out,remove,citation_isolated_old,9.0
shang_jin2023,https://openalex.org/W2314580727,https://doi.org/10.18356/3791d326-en,Climate finance: Putting the puzzle together,2011,filtered_out,remove,citation_isolated_old,1.0
shang_jin2023,https://openalex.org/W2594628262,https://doi.org/10.17330/joep.14.3.201509.119,Discussion on Climate Finance: Issues and Perspectives,2015,filtered_out,remove,citation_isolated_old,1.0
shang_jin2023,https://openalex.org/W3119804196,https://doi.org/10.5089/9781616353933.071.ch007,Chapter 7. Fiscal Instruments for Climate Finance,2012,filtered_out,remove,citation_isolated_old,1.0
shang_jin2023,https://openalex.org/W2615441262,,Joint Report on MDB Climate Finance 2012,2013,filtered_out,,,
shang_jin2023,https://openalex.org/W2625744059,https://doi.org/10.15421/40270207,CLIMATE FINANCE IN THE CONTEXT OF THE PARIS AGREEMENT: OPPORTUNITIES AND CAUTIONS FOR UKRAINE,2017,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W2942641757,https://doi.org/10.31920/2050-4284/2019/s1n1a1,"Intergovernmental relations, climate finance and the politics of ecological fund in Nigeria",2019,filtered_out,remove,citation_isolated_old,1.0
shang_jin2023,https://openalex.org/W2595718496,,An ‘equal effort’ approach to assessing the North–South climate finance gap,2017,filtered_out,,,
shang_jin2023,https://openalex.org/W2902152990,https://doi.org/10.4172/2573-458x.1000157,"Climate Change and its Effect on the Global Economy and Security: A Call for more Robust Climate Finance, Prevention of Climate Finance Against Corrupt Spending and Review of Articles 9 (1), (3) &amp; (4) of the Paris Agreement and 12 (8) of Kyoto Protocol to the United Nations Framework Convention on Climate Change",2018,filtered_out,remove,citation_isolated_old,3.0
shang_jin2023,https://openalex.org/W3144348244,,Study on the demand of climate finance for developing countries based onsubmitted INDC,2016,filtered_out,,,
shang_jin2023,https://openalex.org/W2974769790,https://doi.org/10.31920/2516-5305/2019/v16n3a10,Nigeria and the politics of United Nations climate financing and environmental security : understanding the debacle of Ogoniland,2019,filtered_out,remove,citation_isolated_old,1.0
shang_jin2023,https://openalex.org/W2238079779,https://doi.org/10.1406/80784,Climate Finance. An Innovative Laboratory,2015,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W1816507003,https://doi.org/10.1406/36829,Update on the Status of Climate Finance,2012,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W4327857078,https://doi.org/10.14456/aer.2015.13,An Institutional Analysis of Climate Finance in Thailand,2015,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W1611261705,https://doi.org/10.35762/aer.2015.37.2.5,An Institutional Analysis of Climate Finance in Thailand,2015,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W1762045355,https://doi.org/10.1406/37786,Project Bonds: A Promise for Climate Finance?,2012,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W3118982705,https://doi.org/10.4324/9781315558837-34,12a Climate finance and greening China’s finance,2016,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W2565307281,https://doi.org/10.13140/rg.2.2.17836.05763,Ready or Not? : Scaling-up Private Climate Finance,2016,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W2886993476,,Warsaw COP19 Outcomes and Implications of Climate Finance,2014,filtered_out,,,
shang_jin2023,https://openalex.org/W4232410260,https://doi.org/10.1111/j.1467-6346.2019.09002.x,MDB Climate Finance Hits Record High in 2018,2019,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W2963865205,https://doi.org/10.32479/ijeep.7704,"FINANCING RENEWABLE ENERGY IN NAMIBIA - A FUNDAMENTAL KEY CHALLENGE TO THE SUSTAINABLE DEVELOPMENT GOAL 7: ENSURING ACCESS TO AFFORDABLE, RELIABLE, SUSTAINABLE AND MODERN ENERGY FOR ALL",2019,filtered_out,remove,citation_isolated_old,22.0
shang_jin2023,https://openalex.org/W3160700842,,How Can the World Secure $100 Billion in Climate Finance?,2015,filtered_out,,,
shang_jin2023,https://openalex.org/W2968481917,https://doi.org/10.46271/kjiel.2017.11.15.3.213,The Development of and Perspectives on Climate Finance in International Climate Change Law,2017,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W3180932853,https://doi.org/10.7939/r3-q9pa-he05,Financial market services: Climate finance and climate change adaptation,2019,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W4312130025,https://doi.org/10.1038/d41586-022-04444-3,The science events to watch for in 2023,2022,filtered_out,remove,no_abstract_irrelevant,7.0
shang_jin2023,https://openalex.org/W7155552450,https://doi.org/10.13140/rg.2.2.19435.71204,Gender responsive climate financing -A case on South Africa's Northern Cape Province,2022,not_captured,,,
shang_jin2023,https://openalex.org/W2007480281,https://doi.org/10.1504/ijge.2015.067888,Trialling demand-led climate finance in Ethiopia: towards effective disbursement modalities,2015,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W4320159881,https://doi.org/10.5089/9781513590790.066,Strengthening the Climate Information Architecture,2021,not_captured,,,
shang_jin2023,https://openalex.org/W3180620253,,The Clean Development Mechanism and large dam development: contradictions associated with climate financing in Cambodia,2021,filtered_out,,,
shang_jin2023,https://openalex.org/W7160594568,https://doi.org/10.13140/rg.2.2.26145.77923,Climate Finance Support to Address Carbon Emissions in the Pacific Alliance. Final Project Performance Report,2022,not_captured,,,
shang_jin2023,https://openalex.org/W2547255608,https://doi.org/10.21552/cclr/2016/3/7,Legal Aspects of Emission Reductions and Carbon Credits under Evolving Climate Finance Mechanisms in Brazil,2016,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W2616929015,,Joint MDB Report on Mitigation Finance 2011,2011,filtered_out,,,
shang_jin2023,https://openalex.org/W2720782008,https://doi.org/10.1007/s10479-017-2564-6,Energy economics and climate policy modeling,2017,filtered_out,remove,citation_isolated_old,25.0
shang_jin2023,https://openalex.org/W2801626887,https://doi.org/10.17645/up.v3i2.1239,Slum Upgrading: Can the 1.5 °C Carbon Reduction Work with SDGs in these Settlements?,2018,filtered_out,remove,citation_isolated_old,15.0
shang_jin2023,https://openalex.org/W2741692187,,AFTER THE PARIS AGREEMENT: HOW INDIA CAN USE CLIMATE FINANCING TO IMPLEMENT A SUSTAINABLE CLEAN COOKSTOVE PROGRAM,2016,filtered_out,,,
shang_jin2023,https://openalex.org/W2609471908,https://doi.org/10.29379/jedem.v8i2.420,Designing a Semantic API for Open City Data,2016,filtered_out,remove,citation_isolated_old,13.0
shang_jin2023,https://openalex.org/W2338672142,https://doi.org/10.5281/zenodo.208235,"Innovative Finance For Climate Change Challenge Of Energy Utilization In Conventional Small-Scale Maize Production In Niger State, Nigeria: Climate Finance Essentials",2015,filtered_out,remove,citation_isolated_old,0.0
shang_jin2023,https://openalex.org/W2326729913,https://doi.org/10.14257/ijast.2016.87.01,Feature Selection Using Rough Set for Improving the Performance of the Supervised Learner,2016,filtered_out,remove,citation_isolated_old,9.0
shang_jin2023,https://openalex.org/W2615928270,,Joint MDB Report on Adaptation Finance 2011,2012,filtered_out,,,
shang_jin2023,https://openalex.org/W4296686891,https://doi.org/10.1038/s41558-022-01483-6,Checking contentious counting,2022,filtered_out,remove,no_abstract_irrelevant,2.0
shang_jin2023,https://openalex.org/W2090635379,https://doi.org/10.1109/mnet.2014.6863124,Networking for big data [Guest Editorial],2014,filtered_out,remove,citation_isolated_old,4.0
shang_jin2023,https://openalex.org/W2772283303,https://doi.org/10.18848/1835-7156/cgp/v10i01/1-21,A Corruption Risk Assessment for Reducing Emissions from Deforestation and Forest Degradation in Nigeria,2017,filtered_out,remove,citation_isolated_old,7.0
shang_jin2023,https://openalex.org/W1997475389,https://doi.org/10.1038/nclimate1814,Oblivious money-men,2013,filtered_out,remove,no_abstract_irrelevant,2.0
shang_jin2023,https://openalex.org/W2020859548,https://doi.org/10.5901/mjss.2013.v4n6p371,Financialization of Green Capital: A Panacea?,2013,filtered_out,remove,citation_isolated_old,2.0
shang_jin2023,https://openalex.org/W3013688027,,Combatting Climate Change in the Pacific: The Role of Regional Organizations,2017,filtered_out,,,
shang_jin2023,https://openalex.org/W2974859279,https://doi.org/10.1505/146554819827293187,Access to information and local democracies: a case study of REDD+ and FLEGT/VPA in Cameroon,2019,filtered_out,remove,citation_isolated_old,5.0
shang_jin2023,https://openalex.org/W3016945172,https://doi.org/10.1142/s0218927519500111,Marching Towards Creating Shared Value: The Case of YES Bank,2019,filtered_out,remove,citation_isolated_old,3.0
shang_jin2023,https://openalex.org/W4249793380,https://doi.org/10.5089/9781498323147.002,Grenada,2019,filtered_out,remove,citation_isolated_old,3.0
shang_jin2023,https://openalex.org/W2314006046,https://doi.org/10.18356/6dd51f94-en,From COP21 to the new urban agenda,2013,filtered_out,remove,citation_isolated_old,2.0
shang_jin2023,https://openalex.org/W2919829505,,Gender and Climate Change Financing: Coming out of the margin,2015,filtered_out,,,
shang_jin2023,https://openalex.org/W2585036143,https://doi.org/10.7892/boris.90360,The Green Climate Fund: how attractive is it to donor countries?,2016,filtered_out,remove,citation_isolated_old,1.0
shang_jin2023,https://openalex.org/W2911500114,https://doi.org/10.31092/jmkp.v2i1.264,PRAKTIK SISTEM PENGANGGARAN MELALUI PENATAAN ARSITEKTUR DAN INFORMASI KINERJA,2018,filtered_out,remove,citation_isolated_old,2.0
shang_jin2023,https://openalex.org/W2740337262,https://doi.org/10.19044/esj.2017.v13n21p312,Global Agriculture: Vision and Approaches,2017,filtered_out,remove,citation_isolated_old,6.0
shang_jin2023,https://openalex.org/W2609756177,https://doi.org/10.24914/jeb.v17i2.265,Faktor-Faktor Yang Berhubungan Dengan Tingkat Manfaat Bagi Penerima Beasiswa dan Peningkatan Kinerja SDM Unggul di Jambi Indonesia,2016,filtered_out,remove,citation_isolated_old,2.0
shang_jin2023,https://openalex.org/W2945899322,https://doi.org/10.5902/1983465936131,Governing REDD+: a state of the art review,2019,filtered_out,remove,citation_isolated_old,2.0
shang_jin2023,https://openalex.org/W2797098248,https://doi.org/10.13189/aeb.2017.051205,Strengthening and Connecting the Dots Called MSMEs in the ASEAN: With Focus on the Philippines,2017,filtered_out,remove,citation_isolated_old,1.0
shang_jin2023,https://openalex.org/W2173856333,,Adaptation and the $100 billion Commitment: Why private investment cannot replace public finance in critical climate adaptation,2013,filtered_out,,,
shang_jin2023,https://openalex.org/W2263361973,https://doi.org/10.17977/jip.v17i3.2720,DETERMINAN MUTU PROSES DAN HASIL PEMBELAJARAN PENDIDIKAN KESETARAAN,2016,filtered_out,remove,citation_isolated_old,4.0
shang_jin2023,https://openalex.org/W2990674087,https://doi.org/10.7176/jees/9-11-09,Role of Local Policies in Facilitating Adaptation of Smallholder Farming to Climate Change in Uganda,2019,filtered_out,remove,citation_isolated_old,2.0
