evidence_id,claim,issuer,url,title,date,section,paraphrase,contrary_evidence,archive_path,sha256,limitations
0735-round3/afd/fr-afd-in.xml,source observations; exact financing hierarchy and field semantics,AFD / data.gouv.fr,https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20260819-114552/fr-afd-in.xml,fr-afd-in.xml,2026-09-14,JSON fields / XML financing activity,Retain original reported values; metadata does not prove historical inclusion or permanent retention.,Missing financing IDs and heterogeneous source meanings,data/jetp/audit-evidence/0735-round3/afd/fr-afd-in.xml,e6d3767543a77a3a01077ddcc9413174948434d023b9c8c755454479ad3f9fc2,Retrieved in 2026; not a contemporaneously observed pre-JETP census
0735-round3/afd/fr-afd-sn.xml,source observations; exact financing hierarchy and field semantics,AFD / data.gouv.fr,https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20260819-110327/fr-afd-sn.xml,fr-afd-sn.xml,2026-09-14,JSON fields / XML financing activity,Retain original reported values; metadata does not prove historical inclusion or permanent retention.,Missing financing IDs and heterogeneous source meanings,data/jetp/audit-evidence/0735-round3/afd/fr-afd-sn.xml,8377112fbd7804b45f23caa1efea162103c36c14a056190db109a075c15c490e,Retrieved in 2026; not a contemporaneously observed pre-JETP census
0735-round3/afd/policy.pdf,source observations; exact financing hierarchy and field semantics,AFD / data.gouv.fr,https://www.afd.fr/sites/default/files/2025-04/politique-transparence-afd.pdf,policy.pdf,2026-09-14,JSON fields / XML financing activity,Retain original reported values; metadata does not prove historical inclusion or permanent retention.,Missing financing IDs and heterogeneous source meanings,data/jetp/audit-evidence/0735-round3/afd/policy.pdf,60a74cf19255168f25400a55ea7a463a749bed44eeef36ff027b87fc87dd3c40,Retrieved in 2026; not a contemporaneously observed pre-JETP census
legacy,2080 observed financing records including 224 diagnostic-country IDs,AFD,https://opendata.afd.fr/api/explore/v2.1/catalog/datasets/donnees-aide-au-developpement-afd/exports/json,Legacy full export,2026-09-14,exact id_concours record and milestone fields,Legacy exact dates remain source-reported; payload retrieved in 2026 with older metadata.,19 IDs absent from current portal,data/jetp/audit-evidence/0735-round2/f7d4454ff2f20926fe8407a5aaf101d2fe37537dfb17ffe55692bcc400851e87.json,f7d4454ff2f20926fe8407a5aaf101d2fe37537dfb17ffe55692bcc400851e87,No independently archived 2024 snapshot or pre-JETP denominator
U1,resource-history,AFD / data.gouv.fr / Internet Archive,https://www.data.gouv.fr/api/1/datasets/5492f3e8c751df24dc04805c/resources/69d27393-baab-40e4-8cef-8061ff6f4639/,resource-history,2026-09-14T17:56:49.860070+00:00,HTTP response / JSON fields / search extraction,Resource created in 2022; current URL version is August 2026; creation does not attest unchanged historical content.,,data/jetp/audit-evidence/0737-pilot/01-794fc39acf5efebd990794d52a7bcf45be8a41653750e45cf675721c2e4de88f.body,794fc39acf5efebd990794d52a7bcf45be8a41653750e45cf675721c2e4de88f,No validated financing contract or historical denominator established
U2,dataset-history,AFD / data.gouv.fr / Internet Archive,https://www.data.gouv.fr/api/1/datasets/5492f3e8c751df24dc04805c/activities/,dataset-history,2026-09-14T17:56:49.960686+00:00,HTTP response / JSON fields / search extraction,Route result: 404,,data/jetp/audit-evidence/0737-pilot/02-11ef8dc3825a15ffbac209140169ed3f2873608438a9631fb2a253cddc844585.body,11ef8dc3825a15ffbac209140169ed3f2873608438a9631fb2a253cddc844585,No validated financing contract or historical denominator established
U3,legacy-dictionary,AFD / data.gouv.fr / Internet Archive,https://opendata.afd.fr/api/explore/v2.1/catalog/datasets/donnees-aide-au-developpement-afd,legacy-dictionary,2026-09-14T17:56:50.011893+00:00,HTTP response / JSON fields / search extraction,Field labels lack inclusion/retention and payment aggregation guarantees.,,data/jetp/audit-evidence/0737-pilot/03-a3ead19545f7f1cffcef69184a855437c6f7856bab63df9a711b6f970b298170.body,a3ead19545f7f1cffcef69184a855437c6f7856bab63df9a711b6f970b298170,No validated financing contract or historical denominator established
U4,financing-dictionary,AFD / data.gouv.fr / Internet Archive,https://opendata.afd.fr/api/explore/v2.1/catalog/datasets/les-concours-de-l-afd,financing-dictionary,2026-09-14T17:56:50.351826+00:00,HTTP response / JSON fields / search extraction,Field labels lack inclusion/retention and payment aggregation guarantees.,,data/jetp/audit-evidence/0737-pilot/04-20c1b44c78e54d306b634ed9923799a3748dcc85e1ce1388d9eaf1c6a0c9aeed.body,20c1b44c78e54d306b634ed9923799a3748dcc85e1ce1388d9eaf1c6a0c9aeed,No validated financing contract or historical denominator established
U5,transaction-dictionary,AFD / data.gouv.fr / Internet Archive,https://opendata.afd.fr/api/explore/v2.1/catalog/datasets/les-transactions-de-l-afd,transaction-dictionary,2026-09-14T17:56:50.530031+00:00,HTTP response / JSON fields / search extraction,Field labels lack inclusion/retention and payment aggregation guarantees.,,data/jetp/audit-evidence/0737-pilot/05-1efc6ef24b21d564c4f875c35748fa6c5d660102eb6cf44554e127d16cc65306.body,1efc6ef24b21d564c4f875c35748fa6c5d660102eb6cf44554e127d16cc65306,No validated financing contract or historical denominator established
U6,official-transparency,AFD / data.gouv.fr / Internet Archive,https://www.afd.fr/fr/la-transparence,official-transparency,2026-09-14T17:56:50.759431+00:00,HTTP response / JSON fields / search extraction,Route result: 404,,data/jetp/audit-evidence/0737-pilot/06-3a50471ca1f90db46f2cbba1e4a4904a66a261b092a591551bf8aa0db3b94cd4.body,3a50471ca1f90db46f2cbba1e4a4904a66a261b092a591551bf8aa0db3b94cd4,No validated financing contract or historical denominator established
U7,archive-legacy,AFD / data.gouv.fr / Internet Archive,https://web.archive.org/cdx/search/cdx?url=opendata.afd.fr/api/explore/v2.1/catalog/datasets/donnees-aide-au-developpement-afd/exports/json&output=json&filter=statuscode:200&collapse=timestamp:4,archive-legacy,2026-09-14T17:56:51.063517+00:00,HTTP response / JSON fields / search extraction,Route result: TimeoutError: The read operation timed out,,,,No validated financing contract or historical denominator established
U8,archive-xml,AFD / data.gouv.fr / Internet Archive,https://web.archive.org/cdx/search/cdx?url=static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/*/fr-afd-ma.xml&output=json&filter=statuscode:200&collapse=timestamp:4,archive-xml,2026-09-14T17:57:09.430372+00:00,HTTP response / JSON fields / search extraction,Route result: TimeoutError: The read operation timed out,,,,No validated financing contract or historical denominator established
U9,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMA1235,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:27.768604+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMA1235,data/jetp/audit-evidence/0737-pilot/09-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U10,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CTN1297,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:27.801981+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CTN1297,data/jetp/audit-evidence/0737-pilot/10-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U11,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ2761,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:27.846902+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ2761,data/jetp/audit-evidence/0737-pilot/11-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U12,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBJ1264,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:27.901136+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBJ1264,data/jetp/audit-evidence/0737-pilot/12-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U13,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCI1681,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:27.964587+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCI1681,data/jetp/audit-evidence/0737-pilot/13-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U14,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CID1077,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:28.017241+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CID1077,data/jetp/audit-evidence/0737-pilot/14-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U15,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CAL1004,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:28.050678+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CAL1004,data/jetp/audit-evidence/0737-pilot/15-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U16,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CAL1004,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:28.135218+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CAL1004,data/jetp/audit-evidence/0737-pilot/16-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U17,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CAL1003,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:28.170658+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CAL1003,data/jetp/audit-evidence/0737-pilot/17-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U18,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CAL1003,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:28.224725+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CAL1003,data/jetp/audit-evidence/0737-pilot/18-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U19,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CID1089,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:28.259270+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CID1089,data/jetp/audit-evidence/0737-pilot/19-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U20,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CID1071,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:28.298000+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CID1071,data/jetp/audit-evidence/0737-pilot/20-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U21,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CIN1164,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:28.349245+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CIN1164,data/jetp/audit-evidence/0737-pilot/21-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U22,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CIN1090,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:28.383231+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CIN1090,data/jetp/audit-evidence/0737-pilot/22-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U23,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CIN1074,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:28.436252+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CIN1074,data/jetp/audit-evidence/0737-pilot/23-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U24,exact financing contract/decision; parent link is contrary-identity check only,AFD route,http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMA1221,exact financing contract/decision; parent link is contrary-identity check only,2026-09-14T17:57:28.494213+00:00,HTTP response / JSON fields / search extraction,Route result: 301,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMA1221,data/jetp/audit-evidence/0737-pilot/24-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.body,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No validated financing contract or historical denominator established
U25,follow original exact parent locator; do not substitute parent for financing,AFD route,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CMA1235,follow original exact parent locator; do not substitute parent for financing,2026-09-14T17:58:21.312324+00:00,HTTP response / JSON fields / search extraction,Route result: 404,,data/jetp/audit-evidence/0737-pilot/25-868df24f4a1ce493ad36e7282666017cfdb1edcd6782c4227e34efa4d83a46b4.body,868df24f4a1ce493ad36e7282666017cfdb1edcd6782c4227e34efa4d83a46b4,No validated financing contract or historical denominator established
U26,follow original exact parent locator; do not substitute parent for financing,AFD route,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CTN1297,follow original exact parent locator; do not substitute parent for financing,2026-09-14T17:58:21.566674+00:00,HTTP response / JSON fields / search extraction,Route result: 404,,data/jetp/audit-evidence/0737-pilot/26-335569c20abe71c9218964d4a0ea0d6ca4e09c6424db3d5f8eb200a9e46771c3.body,335569c20abe71c9218964d4a0ea0d6ca4e09c6424db3d5f8eb200a9e46771c3,No validated financing contract or historical denominator established
U27,follow original exact parent locator; do not substitute parent for financing,AFD route,https://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ2761,follow original exact parent locator; do not substitute parent for financing,2026-09-14T17:58:21.738155+00:00,HTTP response / JSON fields / search extraction,Route result: 404,,data/jetp/audit-evidence/0737-pilot/27-970ba47b595e26daa16ded83b1e843cacde3283774f313a1b0637f698f13b300.body,970ba47b595e26daa16ded83b1e843cacde3283774f313a1b0637f698f13b300,No validated financing contract or historical denominator established
U28,exact financing ID moved-original check; publisher domain afd.fr,AFD route,"search query: ""CMA123501"" domain:afd.fr",exact financing ID moved-original check; publisher domain afd.fr,2026-09-14,HTTP response / JSON fields / search extraction,Route result: no results in search extraction,,,,No validated financing contract or historical denominator established
U29,exact financing ID moved-original check; publisher domain afd.fr,AFD route,"search query: ""CTN129703"" domain:afd.fr",exact financing ID moved-original check; publisher domain afd.fr,2026-09-14,HTTP response / JSON fields / search extraction,Route result: no results in search extraction,,,,No validated financing contract or historical denominator established
U30,exact financing ID moved-original check; publisher domain afd.fr,AFD route,"search query: ""CZZ276103"" domain:afd.fr",exact financing ID moved-original check; publisher domain afd.fr,2026-09-14,HTTP response / JSON fields / search extraction,Route result: no results in search extraction,,,,No validated financing contract or historical denominator established
