line_id,technology_group,priority_tier,ordinal,project_name,system,estimated_start,capacity_value,capacity_unit,estimated_investment_usd_mn,natural_retirement_year,estimated_retirement_year,ruptl
idn-jetp-progress-report-2025-bioenergy-23,bioenergy,priority,23,Waste to Energy Jawa Barat (Kuota) Tersebar,Jawa Barat,2028,90,MW,,,,
idn-jetp-progress-report-2025-bioenergy-24,bioenergy,priority,24,Waste to Energy Legok Nangka,Jawa Barat,2029,40,MW,,,,
idn-jetp-progress-report-2025-bioenergy-25,bioenergy,priority,25,Bioenergy PLTBio Bangka (Kuota) Tersebar*,Bangka Belitung,2029,2,MW,,,,
idn-jetp-progress-report-2025-bioenergy-26,bioenergy,priority,26,Bioenergy PLTBio Bangka (Kuota) Tersebar*,Bangka Belitung,2029,5,MW,,,,
idn-jetp-progress-report-2025-bioenergy-27,bioenergy,priority,27,Bioenergy PLTBio Bangka (Kuota) Tersebar*,Bangka Belitung,2029,5,MW,,,,
idn-jetp-progress-report-2025-bioenergy-28,bioenergy,priority,28,Biogas PLTBg Belitung (Kuota) Tersebar,Bangka Belitung,2029,2,MW,,,,
idn-jetp-progress-report-2025-bioenergy-29,bioenergy,priority,29,Biogas 1) Kalimantan (Kuota) Tersebar,Kalimantan Barat,2029,7.5,MW,,,,
idn-jetp-progress-report-2025-bioenergy-30,bioenergy,priority,30,Biogas Kalimantan (Kuota) Tersebar 2),Kalimantan Tengah,2029,3.8,MW,,,,
idn-jetp-progress-report-2025-bioenergy-31,bioenergy,priority,31,Waste to Energy Jawa-Bali (Kuota) Tersebar,DKI Jakarta,2029,150,MW,,,,
idn-jetp-progress-report-2025-bioenergy-32,bioenergy,top_priority,32,Biomass Namlea 2,Maluku,2029,10,MW,,,,
idn-jetp-progress-report-2025-bioenergy-33,bioenergy,top_priority,33,Biomass Dobo 2,Maluku,2029,5,MW,,,,
idn-jetp-progress-report-2025-bioenergy-34,bioenergy,top_priority,34,Biomass Dobo 2,Maluku,2029,5,MW,,,,
idn-jetp-progress-report-2025-bioenergy-35,bioenergy,top_priority,35,Biomass Saumlaki 2,Maluku,2029,10,MW,,,,
idn-jetp-progress-report-2025-bioenergy-36,bioenergy,top_priority,36,Biomass Seram (Kuota) Tersebar,Maluku,2029,6,MW,,,,
idn-jetp-progress-report-2025-bioenergy-37,bioenergy,top_priority,37,Biomass Langgur,Maluku,2029,10,MW,,,,
idn-jetp-progress-report-2025-bioenergy-38,bioenergy,priority,38,Biomass Merauke 3,"Papua, Papua Pegunungan, Papua Tengah, Papua Selatan",2029,10,MW,,,,
idn-jetp-progress-report-2025-bioenergy-39,bioenergy,top_priority,39,Biomass Sumbawa - Bima (Kuota) Tersebar,Nusa Tenggara Barat,2029,10,MW,,,,
idn-jetp-progress-report-2025-bioenergy-40,bioenergy,priority,40,-Biomass Timor (Kuota) Tersebar,Nusa Tenggara Timur,2029,5,MW,,,,
idn-jetp-progress-report-2025-bioenergy-41,bioenergy,priority,41,Biomass Isolated Nusa Tenggara Timur,Nusa Tenggara Timur,2029,0.5,MW,,,,
idn-jetp-progress-report-2025-bioenergy-42,bioenergy,priority,42,Biomass 1) Kalimantan (Kuota) Tersebar,Kalimantan Barat,2030,17,MW,,,,
idn-jetp-progress-report-2025-bioenergy-43,bioenergy,priority,43,Waste to Energy Banten (Kuota) Tersebar 2,Banten,2030,40,MW,,,,
idn-jetp-progress-report-2025-bioenergy-44,bioenergy,priority,44,Waste to Energy Jawa Tengah (Kuota) Tersebar,Jawa Tengah,2030,20,MW,,,,
idn-jetp-progress-report-2025-bioenergy-45,bioenergy,priority,45,Waste to Energy Jawa Tengah (Kuota) Tersebar,Jawa Tengah,2030,5,MW,,,,
idn-jetp-progress-report-2025-bioenergy-46,bioenergy,priority,46,Biomass Sulbagsel (Kuota) Tersebar Tambahan,Sulawesi Tenggara,2030,100,MW,,,,
idn-jetp-progress-report-2025-bioenergy-47,bioenergy,priority,47,Bioenergy Halmahera (Kuota) Tersebar,Maluku Utara,2030,30,MW,,,,
idn-jetp-progress-report-2025-bioenergy-48,bioenergy,priority,48,Biomass 1) Kalimantan (Kuota) Tersebar,Kalimantan Barat,2031,10,MW,,,,
idn-jetp-progress-report-2025-bioenergy-49,bioenergy,priority,49,Biogas 1) Kalimantan (Kuota) Tersebar,Kalimantan Barat,2031,4,MW,,,,
idn-jetp-progress-report-2025-bioenergy-50,bioenergy,priority,50,Biomass Kaimana 2,"Papua Barat, Papua Barat Daya",2031,10,MW,,,,
idn-jetp-progress-report-2025-bioenergy-51,bioenergy,priority,51,Biogas PLTBg Belitung (Kuota) Tersebar,Bangka Belitung,2032,4,MW,,,,
idn-jetp-progress-report-2025-bioenergy-52,bioenergy,priority,52,Biomass 1) Kalimantan (Kuota) Tersebar,Kalimantan Barat,2032,16,MW,,,,
idn-jetp-progress-report-2025-bioenergy-53,bioenergy,priority,53,Bioenergy Simeulue (Kuota) Tersebar,Aceh,2033,3,MW,,,,
idn-jetp-progress-report-2025-bioenergy-54,bioenergy,priority,54,Biogas PLTBg Belitung (Kuota) Tersebar,Bangka Belitung,2033,4,MW,,,,
idn-jetp-progress-report-2025-bioenergy-55,bioenergy,priority,55,Biomass 1) Kalimantan (Kuota) Tersebar,Kalimantan Barat,2033,5,MW,,,,
idn-jetp-progress-report-2025-bioenergy-56,bioenergy,priority,56,Biogas 1) Kalimantan (Kuota) Tersebar,Kalimantan Barat,2033,1.2,MW,,,,
idn-jetp-progress-report-2025-bioenergy-57,bioenergy,priority,57,Waste to Energy Bali (Kuota) Tersebar,Bali,2033,19,MW,,,,
idn-jetp-progress-report-2025-bioenergy-58,bioenergy,priority,58,Bioenergy Sulbagut (Kuota) Tersebar Tambahan,Sulawesi Utara,-,20,MW,,,,
idn-jetp-progress-report-2025-energy-efficiency-1,energy_efficiency,priority,1,MRT Jakarta East-West Line,,,,,,,,
idn-jetp-progress-report-2025-energy-efficiency-2,energy_efficiency,priority,2,MRT Jakarta North-East Line,,,,,,,,
idn-jetp-progress-report-2025-energy-efficiency-3,energy_efficiency,priority,3,Energy Efficiency & Rooftop Solar PV in 27 Public Hospital in Jakarta,,,,,,,,
idn-jetp-progress-report-2025-energy-efficiency-4,energy_efficiency,priority,4,Energy efficiency in F&B company,,,,,,,,
idn-jetp-progress-report-2025-energy-efficiency-5,energy_efficiency,priority,5,Energy efficiency in petrochemical company,,,,,,,,
idn-jetp-progress-report-2025-energy-efficiency-6,energy_efficiency,priority,6,Energy efficiency in hospital,,,,,,,,
idn-jetp-progress-report-2025-energy-efficiency-7,energy_efficiency,priority,7,Energy efficiency in petrochemical company,,,,,,,,
idn-jetp-progress-report-2025-energy-efficiency-8,energy_efficiency,priority,8,Energy efficiency in F&B company,,,,,,,,
idn-jetp-progress-report-2025-energy-efficiency-9,energy_efficiency,priority,9,Energy efficiency in F&B company,,,,,,,,
idn-jetp-progress-report-2025-energy-efficiency-10,energy_efficiency,priority,10,Energy efficiency in F&B company,,,,,,,,
idn-jetp-progress-report-2025-energy-efficiency-11,energy_efficiency,priority,11,Energy efficiency in F&B company,,,,,,,,
idn-jetp-progress-report-2025-energy-efficiency-12,energy_efficiency,priority,12,Energy efficiency in F&B company,,,,,,,,
idn-jetp-progress-report-2025-energy-efficiency-13,energy_efficiency,priority,13,Energy efficiency in F&B company,,,,,,,,
idn-jetp-progress-report-2025-geothermal-1,geothermal,priority,1,Geothermal Lumut Balai (FTP2) #2,Sumatera Selatan,2025,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-2,geothermal,priority,2,Geothermal Gunung Salak Small Scale Binary,Jawa Barat,2025,15,MW,,,,
idn-jetp-progress-report-2025-geothermal-3,geothermal,priority,3,Geothermal Ijen (FTP2),Jawa Timur,2025,30,MW,,,,
idn-jetp-progress-report-2025-geothermal-4,geothermal,priority,4,Geothermal Gunung Salak 7,Jawa Barat,2026,40,MW,,,,
idn-jetp-progress-report-2025-geothermal-5,geothermal,priority,5,Geothermal Patuha (FTP2),Jawa Barat,2026,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-6,geothermal,priority,6,Geothermal Sumatera (Kuota) Tersebar*,Lampung,2027,40,MW,,,,
idn-jetp-progress-report-2025-geothermal-7,geothermal,top_priority,7,Geothermal Ulubelu Bottoming Unit (30 MW),Lampung,202,30,MW,,,,
idn-jetp-progress-report-2025-geothermal-8,geothermal,top_priority,8,Geothermal Ulubelu Low Pressure (10 MW),Lampung,2027,10,MW,,,,
idn-jetp-progress-report-2025-geothermal-9,geothermal,top_priority,9,Geothermal Kamojang Low Pressure (5 MW),Jawa Barat,2027,5,MW,,,,
idn-jetp-progress-report-2025-geothermal-10,geothermal,priority,10,Geothermal Wayang Windu (FTP2),Jawa Barat,2027,30,MW,,,,
idn-jetp-progress-report-2025-geothermal-11,geothermal,priority,11,Geothermal Jawa - Bali (Kuota) Tersebar,Jawa Barat,2027,5,MW,,,,
idn-jetp-progress-report-2025-geothermal-12,geothermal,priority,12,Geothermal Dieng (FTP2),Jawa Tengah,2027,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-13,geothermal,top_priority,13,Geothermal Ijen (FTP2),Jawa Timur,2027,30,MW,,,,
idn-jetp-progress-report-2025-geothermal-14,geothermal,top_priority,14,Geothermal Ijen (FTP2),Jawa Timur,2027,50,MW,,,,
idn-jetp-progress-report-2025-geothermal-15,geothermal,top_priority,15,Geothermal Lahendong Bottoming Unit #1 (15 MW),Sumatera Utara,2027,15,MW,,,,
idn-jetp-progress-report-2025-geothermal-16,geothermal,top_priority,16,Geothermal Lahendong Low Pressure (15 MW),Sumatera Utara,2027,15,MW,,,,
idn-jetp-progress-report-2025-geothermal-17,geothermal,top_priority,17,Geothermal Lahendong #7 (20 MW),Sulawesi Utara,2-27,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-18,geothermal,top_priority,18,Geothermal Hululais (FTP2),Bengkulu,2028,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-19,geothermal,top_priority,19,Geothermal Hululais (FTP2),Bengkulu,2028,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-20,geothermal,top_priority,20,Geothermal Cibuni (FTP2),Jawa Barat,2028,10,MW,,,,
idn-jetp-progress-report-2025-geothermal-21,geothermal,top_priority,21,Geothermal Wayang Windu,Jawa Barat,2028,30,MW,,,,
idn-jetp-progress-report-2025-geothermal-22,geothermal,top_priority,22,Geothermal Dieng (FTP2),Jawa Tengah,2028,35,MW,,,,
idn-jetp-progress-report-2025-geothermal-23,geothermal,top_priority,23,Geothermal Bedugul,Bali,2028,5,MW,,,,
idn-jetp-progress-report-2025-geothermal-24,geothermal,priority,24,Geothermal Buru (Kuota) Tersebar,Maluku,2028,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-25,geothermal,priority,25,Geothermal Sokoria (FTP2),Nusa Tenggara Timur,2028,11,MW,,,,
idn-jetp-progress-report-2025-geothermal-26,geothermal,priority,26,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Barat,2029,25,MW,,,,
idn-jetp-progress-report-2025-geothermal-27,geothermal,priority,27,Geothermal Seram (Kuota) Tersebar,Maluku,2029,25,MW,,,,
idn-jetp-progress-report-2025-geothermal-28,geothermal,top_priority,28,Geothermal Lahendong Bottoming Unit #2 (10 MW),Sulawesi Utara,2029,10,MW,,,,
idn-jetp-progress-report-2025-geothermal-29,geothermal,top_priority,29,Geothermal Lahendong #8 (20 MW),Sulawesi Utara,2029,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-30,geothermal,top_priority,30,Geothermal Sokoria (FTP2),Nusa Tenggara Timur,2029,11,MW,,,,
idn-jetp-progress-report-2025-geothermal-31,geothermal,top_priority,31,Geothermal Songa Wayaua # 1,Maluku Utara,2030,5,MW,,,,
idn-jetp-progress-report-2025-geothermal-32,geothermal,top_priority,32,Geothermal Songa Wayaua # 2,Maluku Utara,2030,5,MW,,,,
idn-jetp-progress-report-2025-geothermal-33,geothermal,top_priority,33,Geothermal Rantau Dedap (FTP2),Sumatera Selatan,2030,134,MW,,,,
idn-jetp-progress-report-2025-geothermal-34,geothermal,top_priority,34,Geothermal Rantau Dedap (FTP2),Sumatera Selatan,2030,134,MW,,,,
idn-jetp-progress-report-2025-geothermal-35,geothermal,top_priority,35,Geothermal Kepahiang #2,Bengkulu,2030,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-36,geothermal,top_priority,36,Geothermal Kepahiang #1,Bengkulu,2030,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-37,geothermal,top_priority,37,Geothermal Rawadano (FTP2),Banten,2030,30,MW,,,,
idn-jetp-progress-report-2025-geothermal-38,geothermal,priority,38,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Barat,2030,25,MW,,,,
idn-jetp-progress-report-2025-geothermal-39,geothermal,top_priority,39,Geothermal Dieng (FTP2),Jawa Tengah,2030,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-40,geothermal,top_priority,40,Geothermal Dieng (FTP2),Jawa Tengah,2030,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-41,geothermal,top_priority,41,Geothermal Telaga Ngebel (FTP2),Jawa Timur,2030,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-42,geothermal,top_priority,42,Geothermal Bedugul,Bali,2030,60,MW,,,,
idn-jetp-progress-report-2025-geothermal-43,geothermal,top_priority,43,Geothermal Atadei (FTP2),Nusa Tenggara Timur,2030,,MW,,,,
idn-jetp-progress-report-2025-geothermal-44,geothermal,top_priority,44,Geothermal Ulumbu 5,Nusa Tenggara Timur,2030,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-45,geothermal,top_priority,45,Geothermal Gunung Talang-Bukit Kili (20 MW),Sumatera Utara,2031,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-46,geothermal,top_priority,46,Geothermal Hululais Bottoming Unit #1 (30 MW),Sumatera Utara,2031,30,MW,,,,
idn-jetp-progress-report-2025-geothermal-47,geothermal,top_priority,47,Geothermal Hululais Bottoming Unit #2 (30 MW),Sumatera Utara,2031,30,MW,,,,
idn-jetp-progress-report-2025-geothermal-48,geothermal,top_priority,48,Geothermal Hululais Ext B (Tambang Sawah) (40 MW),Sumatera Utara,2031,40,MW,,,,
idn-jetp-progress-report-2025-geothermal-49,geothermal,top_priority,49,PLTP Hululais Ext.A3 (Bukit Daun South) (20 MW),Sumatera Utara,2031,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-50,geothermal,top_priority,50,Geothermal Hululais Ext.A4 (Bukit Daun South) (35 MW),Sumatera Utara,2031,35,MW,,,,
idn-jetp-progress-report-2025-geothermal-51,geothermal,top_priority,51,Geothermal Hululais Ext.C (Bt. Beriti) (55 MW),Sumatera Utara,2031,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-52,geothermal,top_priority,52,Geothermal Hululais Extention #A/ Bukit Daut A (30 MW),Sumatera Utara,2031,30,MW,,,,
idn-jetp-progress-report-2025-geothermal-53,geothermal,top_priority,53,Geothermal Seulawah (55MW),Sumatera Utara,2031,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-54,geothermal,top_priority,54,Geothermal Sungai Penuh Two Phase Binary (10 MW),Sumatera Utara,2031,10,MW,,,,
idn-jetp-progress-report-2025-geothermal-55,geothermal,top_priority,55,Geothermal Ulubelu Ext. (Gunung Tiga) #1,Sumatera Utara,2031,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-56,geothermal,top_priority,56,Geothermal Ulubelu Ext. (Gunung Tiga) #2 (15 MW),Sumatera Utara,2031,15,MW,,,,
idn-jetp-progress-report-2025-geothermal-57,geothermal,top_priority,57,Geothermal Way Ratai (55 MW),Sumatera Utara,2031,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-58,geothermal,top_priority,58,Geothermal Lumut Balai BU 1 (10 MW),Sumatera Utara,2031,10,MW,,,,
idn-jetp-progress-report-2025-geothermal-59,geothermal,top_priority,59,Geothermal Lumut Balai BU 2 (10 MW),Sumatera Utara,2031,10,MW,,,,
idn-jetp-progress-report-2025-geothermal-60,geothermal,top_priority,60,Geothermal Kotamobagu #1,Sulawesi Utara,2031,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-61,geothermal,top_priority,61,Geothermal Rajabasa (FTP2),Lampung,2031,110,MW,,,,
idn-jetp-progress-report-2025-geothermal-62,geothermal,top_priority,62,Geothermal Cisolok - Cisukarame (40 mW),Jawa Barat,2031,40,MW,,,,
idn-jetp-progress-report-2025-geothermal-63,geothermal,priority,63,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Barat,2031,40,MW,,,,
idn-jetp-progress-report-2025-geothermal-64,geothermal,top_priority,64,Geothermal Baturaden (FTP2),Jawa Tengah,2031,110,MW,,,,
idn-jetp-progress-report-2025-geothermal-65,geothermal,top_priority,65,Geothermal Baturaden (FTP2),Jawa Tengah,2031,75,MW,,,,
idn-jetp-progress-report-2025-geothermal-66,geothermal,top_priority,66,Geothermal Ungaran (FTP2),Jawa Tengah,2031,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-67,geothermal,top_priority,67,Geothermal Telaga Ngebel (FTP2),Jawa Timur,2031,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-68,geothermal,top_priority,68,Geothermal Telaga Ngebel (FTP2),Jawa Timur,2031,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-69,geothermal,top_priority,69,Geothermal Tulehu (FTP2),Maluku,2031,,MW,,,,
idn-jetp-progress-report-2025-geothermal-70,geothermal,top_priority,70,Geothermal Mataloko (FTP2),Nusa Tenggara Timur,2031,10,MW,,,,
idn-jetp-progress-report-2025-geothermal-71,geothermal,top_priority,71,Geothermal Mataloko (FTP2),Nusa Tenggara Timur,2031,10,MW,,,,
idn-jetp-progress-report-2025-geothermal-72,geothermal,top_priority,72,Geothermal Nage (40 MW),Nusa Tenggara Timur,2032,40,MW,,,,
idn-jetp-progress-report-2025-geothermal-73,geothermal,top_priority,73,Geothermal Lahendong #9 (25 MW),Sulawesi Utara,2032,25,MW,,,,
idn-jetp-progress-report-2025-geothermal-74,geothermal,top_priority,74,Geothermal Rawadano (FTP2),Banten,2032,80,MW,,,,
idn-jetp-progress-report-2025-geothermal-75,geothermal,top_priority,75,Geothermal Gunung Salak 8,Jawa Barat,2032,63,MW,,,,
idn-jetp-progress-report-2025-geothermal-76,geothermal,top_priority,76,Geothermal Tangkuban Perahu (FTP2),Jawa Barat,2032,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-77,geothermal,top_priority,77,Geothermal Tangkuban Perahu (FTP2),Jawa Barat,2032,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-78,geothermal,top_priority,78,Geothermal Patuha (FTP2),Jawa Barat,2032,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-79,geothermal,top_priority,79,Geothermal Umbul Telumoyo (45 MW),Jawa Tengah,2032,45,MW,,,,
idn-jetp-progress-report-2025-geothermal-80,geothermal,top_priority,80,Geothermal Baturaden (FTP2),Jawa Tengah,2032,35,MW,,,,
idn-jetp-progress-report-2025-geothermal-81,geothermal,priority,81,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Tengah,2032,45,MW,,,,
idn-jetp-progress-report-2025-geothermal-82,geothermal,top_priority,82,Geothermal Arjuno Welirang (60 MW),Jawa Timur,2032,60,MW,,,,
idn-jetp-progress-report-2025-geothermal-83,geothermal,priority,83,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Timur,2032,60,MW,,,,
idn-jetp-progress-report-2025-geothermal-84,geothermal,priority,84,Geothermal Halmahera (Kuota) Tersebar,Maluku Utara,2032,50,MW,,,,
idn-jetp-progress-report-2025-geothermal-85,geothermal,top_priority,85,Geothermal Ulumbu 6,Nusa Tenggara Timur,2032,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-86,geothermal,priority,86,Geothermal Flores (Kuota) Tersebar,Nusa Tenggara Timur,2032,40,MW,,,,
idn-jetp-progress-report-2025-geothermal-87,geothermal,top_priority,87,Geothermal Sungai Penuh (FTP2),Jambi,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-88,geothermal,priority,88,Geothermal Danau Ranau (FTP2)**,Sumatera Selatan,2033,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-89,geothermal,top_priority,89,Geothermal Sibayak Bottoming Unit (5 MW),Sumatera Utara,2033,5,MW,,,,
idn-jetp-progress-report-2025-geothermal-90,geothermal,top_priority,90,Geothermal Lumut Balai Low Pressure (20 MW),Sumatera Utara,2033,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-91,geothermal,top_priority,91,Geothermal Sarulla 2 #1 (50 MW),Sumatera Utara,2033,50,MW,,,,
idn-jetp-progress-report-2025-geothermal-92,geothermal,top_priority,92,Geothermal Lumut Balai (FTP2) #3,Sumatera Selatan,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-93,geothermal,top_priority,93,Geothermal Lumut Balai (FTP2) #4,Sumatera Selatan,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-94,geothermal,top_priority,94,Geothermal Rajabasa (FTP2),Lampung,2033,110,MW,,,,
idn-jetp-progress-report-2025-geothermal-95,geothermal,priority,95,Geothermal Sumatera (Kuota) Tersebar,Lampung,2033,115,MW,,,,
idn-jetp-progress-report-2025-geothermal-96,geothermal,priority,96,Geothermal Jawa-Bali (Kuota) Tersebar,Banten,2033,35,MW,,,,
idn-jetp-progress-report-2025-geothermal-97,geothermal,top_priority,97,Geothermal Kamojang/Masigit (Ekspansi) (55 MW),Jawa Barat,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-98,geothermal,priority,98,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Barat,2033,25,MW,,,,
idn-jetp-progress-report-2025-geothermal-99,geothermal,priority,99,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Barat,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-100,geothermal,priority,100,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Barat,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-101,geothermal,priority,101,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Barat,2033,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-102,geothermal,priority,102,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Barat,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-103,geothermal,priority,103,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Barat,2033,30,MW,,,,
idn-jetp-progress-report-2025-geothermal-104,geothermal,top_priority,104,Geothermal Patuha (FTP2),Jawa Barat,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-105,geothermal,top_priority,105,Geothermal Wayang Windu,Jawa Barat,2033,120,MW,,,,
idn-jetp-progress-report-2025-geothermal-106,geothermal,top_priority,106,Geothermal Dieng (FTP2),Jawa Tengah,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-107,geothermal,top_priority,107,Geothermal Dieng (FTP2),Jawa Tengah,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-108,geothermal,top_priority,108,Geothermal Dieng (FTP2),Jawa Tengah,2033,35,MW,,,,
idn-jetp-progress-report-2025-geothermal-109,geothermal,top_priority,109,Geothermal Candradimuka (40 MW),Jawa Tengah,2033,40,MW,,,,
idn-jetp-progress-report-2025-geothermal-110,geothermal,top_priority,110,Geothermal Mangunan - Wanayasa (10 MW),Jawa Tengah,2030,10,MW,,,,
idn-jetp-progress-report-2025-geothermal-111,geothermal,priority,111,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Tengah,2033,40,MW,,,,
idn-jetp-progress-report-2025-geothermal-112,geothermal,priority,112,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Tengah,2033,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-113,geothermal,priority,113,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Tengah,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-114,geothermal,priority,114,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Tengah,2033,10,MW,,,,
idn-jetp-progress-report-2025-geothermal-115,geothermal,top_priority,115,Geothermal Iyang Argopuro (55 MW),Jawa Timur,2033,55,MW,,,,
