line_id,technology_group,priority_tier,ordinal,project_name,system,estimated_start,capacity_value,capacity_unit,estimated_investment_usd_mn,natural_retirement_year,estimated_retirement_year,ruptl
sen-investment-plan-annexes-mirror-submitted-project-23,submitted_project,,23,"Autonomisation en énergie électrique des universités, hôpitaux et bâtiments abritant des institutions, ministères et autres services de l’administration",,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-24,submitted_project,,24,Renforcement de l'Infrastructure Qualité pour des services énergétiques innovateurs,,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-25,submitted_project,,25,Renforcement de capacités des agents de l’ANER et de ses partenaires,,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-26,submitted_project,,26,Autoconsommation solaire dans 300.000 ménages urbains et périurbains,,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-27,submitted_project,,27,Energie solaire pour l’autonomisation et le renforcement économique des femmes en milieu rural au Sénégal (ESAREF),,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-28,submitted_project,,28,Projet d’installation d’unités de dessalement de l’eau saumâtre fonctionnant à l’énergie solaire photovoltaïque,,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-29,submitted_project,,29,Diffusion à grande échelle de pompes solaires pour des usages productifs au Sénégal,,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-30,submitted_project,,30,Projet d’installation de mini-réseaux en milieu rural à l’aide de la technologie « TURBULENT »,,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-31,submitted_project,,31,Projet d’installation de 100 000 lampadaires solaires autonomes,,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-32,submitted_project,,32,Projet Hybride Éolien et Solaire de Fass Ngom,,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-33,submitted_project,,33,Infrastructures de réseaux modernes,,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-34,submitted_project,,34,Village Ecole Vert (VEV),,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-35,submitted_project,,35,Déploiement de bornes publiques de recharge de Véhicules électriques,,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-36,submitted_project,,36,SUNU Agri-Solaire 2025 - 2027,,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-37,submitted_project,,37,Forages solarisés,,,,,,,,
sen-investment-plan-annexes-mirror-submitted-project-38,submitted_project,,38,Projet de Station de Transfert d’Énergie (STEP) de Sambangalou,,,,,,,,
