doi,year,sem_cluster,cit_community
10.1002/csr.2403,2022.0,2,0
10.1002/csr.2443,2023.0,2,44
10.1002/csr.2476,2023.0,2,12
10.1002/csr.2483,2023.0,2,0
10.1002/csr.2506,2023.0,2,0
10.1002/csr.2576,2023.0,2,0
10.1002/csr.2577,2023.0,2,12
10.1002/csr.2630,2023.0,2,0
10.1002/csr.2675,2024.0,2,12
10.1002/csr.2924,2024.0,2,0
10.1002/csr.2982,2024.0,2,0
10.1002/csr.3040,2024.0,2,7
10.1002/eap.2817,2023.0,4,4
10.1002/eap.2847,2023.0,4,4
10.1002/ecy.2199,2018.0,1,4
10.1002/eet.1594,2012.0,2,1
10.1002/eet.1725,2016.0,1,6
10.1002/eet.2046,2023.0,4,6
10.1002/eet.2054,2023.0,0,7
10.1002/eet.2057,2023.0,1,1
10.1002/eet.2068,2023.0,4,1
10.1002/eet.2082,2023.0,0,1
10.1002/eet.2105,2024.0,0,1
10.1002/eet.2126,2024.0,0,7
10.1002/eet.2144,2024.0,0,1
10.1002/eet.2148,2024.0,0,1
10.1002/eet.356,2004.0,4,6
10.1002/eet.438,2007.0,4,6
10.1002/eet.540,2010.0,0,6
10.1002/eet.560,2010.0,3,6
10.1002/eet.576,2011.0,3,6
10.1002/eet.597,2012.0,3,6
10.1002/ehs2.1244,2016.0,0,7
10.1002/ente.202300343,2023.0,2,12
10.1002/ep.12765,2017.0,1,1
10.1002/ep.14165,2023.0,4,4
10.1002/er.1445,2008.0,3,6
10.1002/er.1451,2008.0,1,6
10.1002/ese3.1149,2022.0,1,24
10.1002/ese3.1189,2022.0,4,4
10.1002/ese3.1887,2024.0,1,6
10.1002/essoar.10512754.1,2022.0,0,7
10.1002/ev.20127,2015.0,0,7
10.1002/ev.20128,2015.0,0,7
10.1002/ev.20131,2015.0,0,7
10.1002/ev.20136,2015.0,0,12
10.1002/fee.1451,2017.0,4,4
10.1002/fee.2680,2023.0,2,1
10.1002/fes3.412,2022.0,2,7
10.1002/fes3.567,2024.0,0,24
10.1002/for.2914,2022.0,1,0
10.1002/fut.22544,2024.0,4,0
10.1002/gas.22389,2024.0,0,12
10.1002/gch2.202200158,2023.0,4,4
10.1002/gch2.202300012,2023.0,1,1
10.1002/gch2.202300184,2023.0,4,24
10.1002/gdj3.147,2022.0,0,7
10.1002/geo2.36,2017.0,2,1
10.1002/ggn2.202200028,2022.0,0,24
10.1002/ghg.1448,2014.0,3,6
10.1002/ghg.2151,2022.0,4,6
10.1002/gj.5032,2024.0,2,12
10.1002/gps.1980,2009.0,1,1
10.1002/hec.4656,2023.0,5,0
10.1002/hpja.669,2022.0,0,24
10.1002/hsr2.861,2022.0,0,24
10.1002/ijfe.2787,2023.0,2,0
10.1002/ijfe.2854,2023.0,2,12
10.1002/ijfe.2904,2023.0,4,44
10.1002/ijfe.2949,2024.0,2,0
10.1002/ijfe.3048,2024.0,2,7
10.1002/ijfe.3071,2024.0,2,7
10.1002/ijfe.3109,2024.0,2,0
10.1002/ijgo.14381,2022.0,0,24
10.1002/ird.2204,2017.0,0,6
10.1002/jid.1456,2008.0,3,6
10.1002/jid.1788,2013.0,4,7
10.1002/jid.1813,2011.0,3,6
10.1002/jid.3120,2015.0,2,44
10.1002/jid.3211,2016.0,1,44
10.1002/jid.3212,2016.0,0,7
10.1002/jid.3656,2022.0,0,12
10.1002/jid.3778,2023.0,2,12
10.1002/joe.22281,2024.0,0,1
10.1002/jsc.2593,2024.0,2,0
10.1002/ldr.444,2001.0,4,6
10.1002/ldr.4628,2023.0,4,4
10.1002/lno.11191,2019.0,4,4
10.1002/mcda.1694,2019.0,1,6
10.1002/mde.1084,2003.0,3,6
10.1002/mde.3491,2021.0,2,0
10.1002/mde.3722,2022.0,3,6
10.1002/mde.3867,2023.0,2,6
10.1002/mde.4175,2024.0,4,12
10.1002/mde.4248,2024.0,2,0
10.1002/mde.4303,2024.0,2,0
10.1002/mde.4323,2024.0,0,0
10.1002/mde.4365,2024.0,4,6
10.1002/mde.4386,2024.0,4,12
10.1002/mde.4434,2024.0,4,0
10.1002/ntls.20221000,2022.0,0,24
10.1002/pa.1914,2019.0,0,4
10.1002/pad.1619,2012.0,1,1
10.1002/pad.1630,2012.0,2,12
10.1002/pad.515,2008.0,3,6
10.1002/pam.21879,2015.0,3,6
10.1002/pan3.10481,2023.0,1,4
10.1002/ppp3.10329,2022.0,1,4
10.1002/prp2.1018,2022.0,0,24
10.1002/puh2.29,2022.0,0,24
10.1002/sd.1549,2012.0,3,6
10.1002/sd.1553,2012.0,4,6
10.1002/sd.1597,2015.0,4,6
10.1002/sd.2182,2021.0,1,4
10.1002/sd.2199,2020.0,0,0
10.1002/sd.2406,2022.0,4,7
10.1002/sd.2437,2022.0,4,0
10.1002/sd.2510,2023.0,1,4
10.1002/sd.2521,2023.0,1,44
10.1002/sd.2592,2023.0,1,24
10.1002/sd.2595,2023.0,3,6
10.1002/sd.2627,2023.0,0,4
10.1002/sd.2634,2023.0,1,44
10.1002/sd.2657,2023.0,2,12
10.1002/sd.2673,2023.0,1,6
10.1002/sd.2958,2024.0,2,12
10.1002/sd.3022,2024.0,2,0
10.1002/sd.3093,2024.0,2,12
10.1002/sd.3105,2024.0,2,7
10.1002/sd.3113,2024.0,1,7
10.1002/sd.3131,2024.0,1,7
10.1002/sd.3192,2024.0,2,12
10.1002/sd.3194,2024.0,2,12
10.1002/sd.3210,2024.0,2,12
10.1002/sd.3256,2024.0,2,6
10.1002/sd.3290,2024.0,2,12
10.1002/sd.3293,2024.0,4,4
10.1002/sd.3305,2024.0,4,12
10.1002/sd.3306,2024.0,2,0
10.1002/sd.3334,2024.0,1,44
10.1002/sej.1517,2024.0,2,7
10.1002/sono.12335,2022.0,0,24
10.1002/sres.3086,2024.0,2,0
10.1002/sys.21291,2014.0,4,6
10.1002/wat2.1642,2023.0,1,12
10.1002/wcc.101,2011.0,4,6
10.1002/wcc.118,2011.0,1,6
10.1002/wcc.14,2009.0,0,7
10.1002/wcc.212,2013.0,0,7
10.1002/wcc.216,2013.0,3,1
10.1002/wcc.226,2014.0,0,7
10.1002/wcc.240,2013.0,0,6
10.1002/wcc.258,2013.0,0,1
10.1002/wcc.260,2013.0,0,44
10.1002/wcc.283,2014.0,4,1
10.1002/wcc.367,2015.0,4,6
10.1002/wcc.369,2015.0,0,44
10.1002/wcc.390,2016.0,0,4
10.1002/wcc.402,2016.0,0,7
10.1002/wcc.409,2016.0,0,7
10.1002/wcc.419,2016.0,0,1
10.1002/wcc.425,2016.0,1,4
10.1002/wcc.437,2016.0,0,7
10.1002/wcc.438,2016.0,4,1
10.1002/wcc.440,2016.0,0,1
10.1002/wcc.443,2016.0,0,6
10.1002/wcc.446,2016.0,1,7
10.1002/wcc.473,2017.0,1,1
10.1002/wcc.495,2017.0,4,0
10.1002/wcc.497,2017.0,0,1
10.1002/wcc.505,2018.0,0,7
10.1002/wcc.545,2018.0,0,7
10.1002/wcc.554,2018.0,0,1
10.1002/wcc.57,2010.0,3,6
10.1002/wcc.572,2019.0,0,1
10.1002/wcc.589,2019.0,0,4
10.1002/wcc.600,2019.0,0,7
10.1002/wcc.609,2019.0,0,0
10.1002/wcc.613,2019.0,4,6
10.1002/wcc.618,2019.0,0,7
10.1002/wcc.626,2019.0,0,7
10.1002/wcc.670,2020.0,0,1
10.1002/wcc.677,2020.0,0,1
10.1002/wcc.678,2020.0,2,0
10.1002/wcc.681,2020.0,4,44
10.1002/wcc.709,2021.0,0,7
10.1002/wcc.721,2021.0,0,7
10.1002/wcc.722,2021.0,0,7
10.1002/wcc.756,2021.0,1,1
10.1002/wcc.758,2022.0,0,7
10.1002/wcc.775,2022.0,0,7
10.1002/wcc.793,2022.0,0,7
10.1002/wcc.795,2022.0,0,7
10.1002/wcc.796,2022.0,4,1
10.1002/wcc.797,2022.0,0,1
10.1002/wcc.816,2022.0,0,1
10.1002/wcc.832,2023.0,0,1
10.1002/wcc.836,2023.0,0,24
10.1002/wcc.866,2023.0,1,1
10.1002/wcc.867,2023.0,0,7
10.1002/wcc.868,2023.0,4,4
10.1002/wcc.870,2023.0,0,6
10.1002/wcc.876,2024.0,2,0
10.1002/wcc.877,2024.0,0,7
10.1002/wcc.887,2024.0,0,7
10.1002/wcc.892,2024.0,4,6
10.1002/wcc.909,2024.0,0,1
10.1002/wcc.921,2024.0,0,7
10.1002/wcc.931,2024.0,0,7
10.1002/wene.131,2014.0,4,1
10.1002/wene.191,2015.0,4,1
10.1002/wene.330,2018.0,1,6
10.1002/wene.422,2021.0,1,6
10.1002/wene.478,2023.0,1,44
10.1002/wfp2.12078,2024.0,0,7
10.1002/wmh3.418,2021.0,0,7
10.1002/wow3.138,2018.0,5,4
10.1002/wrcr.20243,2013.0,1,6
10.1006/jeem.2001.1198,2002.0,5,6
10.1007/1-4020-3926-3_3,2006.0,3,6
10.1007/16618_2023_79,2023.0,5,0
10.1007/3-7908-1748-1_24,2006.0,3,6
10.1007/3-7908-1748-1_25,2006.0,3,6
10.1007/8165_2022_101,2023.0,4,1
10.1007/8165_2022_93,2022.0,2,7
10.1007/8165_2022_95,2023.0,0,0
10.1007/978-0-387-77353-7_14,2008.0,3,6
10.1007/978-0-85729-268-1_27,2011.0,5,6
10.1007/978-1-137-50572-9_9,2016.0,0,6
10.1007/978-1-4020-8229-0_23,2008.0,5,6
10.1007/978-1-4419-1017-2_26,2009.0,5,6
10.1007/978-1-4419-7991-9_8,2012.0,5,6
10.1007/978-1-4471-2306-4_8,2012.0,5,6
10.1007/978-1-4471-5143-2_16,2013.0,5,6
10.1007/978-1-4614-6431-0_200-1,2024.0,5,24
10.1007/978-1-4614-6431-0_8-2,2015.0,5,6
10.1007/978-1-4757-5196-3_10,2002.0,5,1
10.1007/978-1-84996-399-2_5,2012.0,0,1
10.1007/978-3-030-00725-6_6,2018.0,5,0
10.1007/978-3-030-02006-4_1034-1,2021.0,5,44
10.1007/978-3-030-02006-4_1035-1,2022.0,3,6
10.1007/978-3-030-04873-0_18,2019.0,5,7
10.1007/978-3-030-16960-2_52-1,2023.0,5,7
10.1007/978-3-030-18274-8,2019.0,5,4
10.1007/978-3-030-18274-8_1,2019.0,5,4
10.1007/978-3-030-18274-8_2,2019.0,5,4
10.1007/978-3-030-18274-8_3,2019.0,5,4
10.1007/978-3-030-18274-8_7,2019.0,5,4
10.1007/978-3-030-18274-8_8,2019.0,5,4
10.1007/978-3-030-20591-1_13,2019.0,5,4
10.1007/978-3-030-22759-3_166-1,2021.0,5,7
10.1007/978-3-030-22759-3_301-1,2021.0,5,6
10.1007/978-3-030-22759-3_323-1,2021.0,5,7
10.1007/978-3-030-23092-0_11,2020.0,0,1
10.1007/978-3-030-27205-0_4,2019.0,0,4
10.1007/978-3-030-30469-0_11,2019.0,0,4
10.1007/978-3-030-30978-7_3,2019.0,5,6
10.1007/978-3-030-32811-5_121-1,2021.0,5,7
10.1007/978-3-030-32878-8_14,2020.0,5,7
10.1007/978-3-030-35411-4_4,2020.0,5,6
10.1007/978-3-030-38858-4_2,2020.0,0,0
10.1007/978-3-030-39066-2,2020.0,5,44
10.1007/978-3-030-39066-2_11,2020.0,2,0
10.1007/978-3-030-39066-2_14,2020.0,5,1
10.1007/978-3-030-39066-2_6,2020.0,1,1
10.1007/978-3-030-42091-8_122-1,2020.0,5,7
10.1007/978-3-030-42091-8_127-1,2020.0,2,4
10.1007/978-3-030-42091-8_172-1,2020.0,0,7
10.1007/978-3-030-42091-8_178-1,2020.0,0,1
10.1007/978-3-030-42091-8_45-1,2020.0,0,7
10.1007/978-3-030-42091-8_61-1,2020.0,1,6
10.1007/978-3-030-42091-8_69-1,2020.0,1,6
10.1007/978-3-030-42091-8_8-1,2021.0,0,6
10.1007/978-3-030-42091-8_81-1,2020.0,0,44
10.1007/978-3-030-42091-8_99-1,2020.0,0,24
10.1007/978-3-030-42462-6_121,2021.0,5,7
10.1007/978-3-030-43513-4_9,2020.0,5,7
10.1007/978-3-030-45106-6_122,2021.0,0,7
10.1007/978-3-030-45106-6_127,2021.0,2,4
10.1007/978-3-030-45106-6_148,2021.0,0,4
10.1007/978-3-030-45106-6_172,2021.0,0,7
10.1007/978-3-030-45106-6_178,2021.0,0,1
10.1007/978-3-030-45106-6_45,2021.0,0,7
10.1007/978-3-030-45106-6_61,2021.0,1,6
10.1007/978-3-030-45106-6_69,2021.0,1,6
10.1007/978-3-030-45106-6_8,2021.0,0,6
10.1007/978-3-030-45106-6_81,2021.0,0,44
10.1007/978-3-030-45106-6_99,2021.0,0,24
10.1007/978-3-030-47150-7_9,2020.0,4,6
10.1007/978-3-030-47945-9_116,2020.0,5,4
10.1007/978-3-030-50519-6_14,2020.0,5,4
10.1007/978-3-030-54576-5_6,2020.0,5,0
10.1007/978-3-030-55396-8_2,2021.0,4,4
10.1007/978-3-030-55536-8_13,2020.0,5,7
10.1007/978-3-030-57281-5_166,2021.0,5,7
10.1007/978-3-030-57281-5_301,2021.0,5,6
10.1007/978-3-030-57281-5_323,2021.0,5,7
10.1007/978-3-030-57938-8_28,2020.0,0,7
10.1007/978-3-030-65133-6_4,2021.0,5,0
10.1007/978-3-030-65439-9_11,2021.0,0,1
10.1007/978-3-030-66680-4_12,2021.0,5,4
10.1007/978-3-030-67130-3_3,2021.0,1,24
10.1007/978-3-030-67776-3_47-1,2024.0,1,7
10.1007/978-3-030-68386-3_7,2021.0,5,12
10.1007/978-3-030-68410-5_15,2022.0,1,44
10.1007/978-3-030-68410-5_4,2022.0,1,44
10.1007/978-3-030-68740-3_16,2021.0,5,7
10.1007/978-3-030-74380-2_4-1,2023.0,5,44
10.1007/978-3-030-74380-2_43-1,2024.0,5,1
10.1007/978-3-030-75825-7_1,2021.0,0,7
10.1007/978-3-030-75829-5_6,2021.0,5,0
10.1007/978-3-030-75831-8_29-1,2022.0,5,0
10.1007/978-3-030-76247-6_2,2021.0,5,4
10.1007/978-3-030-78853-7_11,2022.0,0,4
10.1007/978-3-030-78853-7_12,2022.0,0,7
10.1007/978-3-030-79496-5_20,2022.0,5,1
10.1007/978-3-030-80165-6_8,2021.0,5,6
10.1007/978-3-030-81504-2_15,2023.0,0,7
10.1007/978-3-030-81881-4_4,2022.0,1,4
10.1007/978-3-030-81881-4_9,2022.0,0,7
10.1007/978-3-030-82759-5,2021.0,4,4
10.1007/978-3-030-82759-5_10,2021.0,4,6
10.1007/978-3-030-82759-5_4,2021.0,4,4
10.1007/978-3-030-82759-5_5,2021.0,4,1
10.1007/978-3-030-82759-5_6,2021.0,4,6
10.1007/978-3-030-82759-5_8,2021.0,4,6
10.1007/978-3-030-82759-5_9,2021.0,4,4
10.1007/978-3-030-83650-4_6,2021.0,2,44
10.1007/978-3-030-83650-4_8,2021.0,5,0
10.1007/978-3-030-86803-1_17,2022.0,5,1
10.1007/978-3-030-86803-1_7,2022.0,5,0
10.1007/978-3-030-86884-0_28,2022.0,5,44
10.1007/978-3-030-87624-1_64-1,2023.0,5,0
10.1007/978-3-030-87918-1_4,2021.0,5,6
10.1007/978-3-030-89405-4_1,2022.0,1,24
10.1007/978-3-030-91188-1_62-1,2022.0,5,0
10.1007/978-3-030-91578-0_3,2022.0,5,7
10.1007/978-3-030-97322-3_5,2022.0,0,4
10.1007/978-3-030-99468-6_7,2022.0,5,0
10.1007/978-3-031-07002-0_126,2023.0,5,0
10.1007/978-3-031-12619-2,2022.0,5,4
10.1007/978-3-031-12619-2_1,2022.0,0,7
10.1007/978-3-031-12619-2_3,2022.0,5,7
10.1007/978-3-031-12619-2_5,2022.0,5,7
10.1007/978-3-031-12619-2_6,2022.0,5,7
10.1007/978-3-031-12619-2_7,2022.0,5,6
10.1007/978-3-031-12619-2_8,2022.0,5,6
10.1007/978-3-031-12619-2_9,2022.0,0,7
10.1007/978-3-031-13490-6_16,2023.0,0,7
10.1007/978-3-031-15703-5_27,2023.0,0,24
10.1007/978-3-031-15904-6_19,2023.0,0,4
10.1007/978-3-031-16017-2_62,2023.0,5,0
10.1007/978-3-031-16277-0_13,2023.0,1,4
10.1007/978-3-031-16277-0_7,2023.0,1,4
10.1007/978-3-031-16277-0_9,2023.0,2,4
10.1007/978-3-031-21544-5_29,2023.0,5,0
10.1007/978-3-031-22112-5_6,2023.0,5,7
10.1007/978-3-031-22382-2_4,2023.0,5,7
10.1007/978-3-031-23535-1_1,2023.0,5,12
10.1007/978-3-031-23535-1_4,2023.0,1,24
10.1007/978-3-031-24283-0,2023.0,5,0
10.1007/978-3-031-24283-0_7,2023.0,5,0
10.1007/978-3-031-24283-0_8,2023.0,5,0
10.1007/978-3-031-25463-5_12,2024.0,5,7
10.1007/978-3-031-25463-5_3,2024.0,1,7
10.1007/978-3-031-25984-5_1034,2023.0,5,12
10.1007/978-3-031-25984-5_1035,2023.0,5,6
10.1007/978-3-031-25984-5_300230,2023.0,5,1
10.1007/978-3-031-25984-5_924,2023.0,3,1
10.1007/978-3-031-26014-8_1,2023.0,0,4
10.1007/978-3-031-26014-8_12,2023.0,0,7
10.1007/978-3-031-26014-8_7,2023.0,0,4
10.1007/978-3-031-26604-1_4,2024.0,5,44
10.1007/978-3-031-26692-8_9,2023.0,5,7
10.1007/978-3-031-27308-7_13,2023.0,5,7
10.1007/978-3-031-28728-2_14,2023.0,5,6
10.1007/978-3-031-28728-2_16,2023.0,0,7
10.1007/978-3-031-29035-0_6,2024.0,0,7
10.1007/978-3-031-30138-4_5,2023.0,2,0
10.1007/978-3-031-30138-4_7,2023.0,5,0
10.1007/978-3-031-36371-9,2023.0,5,0
10.1007/978-3-031-38639-8,2023.0,5,12
10.1007/978-3-031-38639-8_8,2023.0,5,7
10.1007/978-3-031-39466-9_10,2023.0,0,7
10.1007/978-3-031-40124-4,2023.0,0,7
10.1007/978-3-031-40124-4_1,2023.0,0,7
10.1007/978-3-031-40124-4_10,2023.0,0,7
10.1007/978-3-031-40124-4_9,2023.0,1,24
10.1007/978-3-031-40609-6_1,2024.0,4,4
10.1007/978-3-031-40647-8_2,2023.0,5,24
10.1007/978-3-031-42224-9_2,2023.0,0,4
10.1007/978-3-031-49329-4_10,2024.0,1,4
10.1007/978-3-031-49329-4_9,2024.0,0,7
10.1007/978-3-031-50365-8_3,2024.0,5,7
10.1007/978-3-031-50762-5_11,2024.0,5,44
10.1007/978-3-031-50762-5_6,2024.0,1,4
10.1007/978-3-031-51000-7_6,2024.0,5,7
10.1007/978-3-031-52243-7_4,2024.0,0,7
10.1007/978-3-031-56419-2_5,2024.0,5,0
10.1007/978-3-031-56564-9_16,2024.0,5,7
10.1007/978-3-031-57938-7_7,2024.0,1,44
10.1007/978-3-031-58144-1_4,2024.0,0,7
10.1007/978-3-031-58897-6_12,2024.0,1,0
10.1007/978-3-031-59431-1_4,2024.0,5,4
10.1007/978-3-031-60986-2_9,2024.0,1,7
10.1007/978-3-031-65463-3_11,2024.0,5,7
10.1007/978-3-031-65671-2_4,2024.0,0,1
10.1007/978-3-031-65671-2_8,2024.0,0,1
10.1007/978-3-031-65756-6_1,2024.0,5,12
10.1007/978-3-031-65756-6_17,2024.0,3,6
10.1007/978-3-031-65756-6_5,2024.0,5,12
10.1007/978-3-031-66205-8_9,2024.0,2,12
10.1007/978-3-031-67628-4_20,2024.0,2,0
10.1007/978-3-031-69793-7_17,2024.0,4,24
10.1007/978-3-031-69918-4_11,2024.0,1,1
10.1007/978-3-031-70262-4_14,2024.0,5,24
10.1007/978-3-031-71297-5_10,2024.0,5,24
10.1007/978-3-031-71297-5_20,2024.0,5,7
10.1007/978-3-031-71526-6_47,2024.0,5,0
10.1007/978-3-031-73090-0_12,2024.0,4,4
10.1007/978-3-031-73090-0_13,2024.0,1,4
10.1007/978-3-031-73600-1_12,2024.0,5,7
10.1007/978-3-031-73876-0_5,2024.0,1,44
10.1007/978-3-032-03333-8_5,2024.0,2,7
10.1007/978-3-0348-0021-1_21,2011.0,5,6
10.1007/978-3-319-09360-4_26,2014.0,5,6
10.1007/978-3-319-09360-4_28,2014.0,5,6
10.1007/978-3-319-10118-7_6,2018.0,5,4
10.1007/978-3-319-10311-2_18,2015.0,0,44
10.1007/978-3-319-10311-2_39,2015.0,5,0
10.1007/978-3-319-11505-4,2011.0,4,4
10.1007/978-3-319-14218-0_7,2015.0,5,4
10.1007/978-3-319-14409-2_8,2016.0,5,6
10.1007/978-3-319-16357-4_16,2015.0,4,6
10.1007/978-3-319-23425-0_10,2015.0,4,6
10.1007/978-3-319-23576-9_4,2016.0,1,4
10.1007/978-3-319-29794-1_3,2016.0,4,4
10.1007/978-3-319-39880-8_12,2016.0,5,6
10.1007/978-3-319-39880-8_27,2016.0,0,7
10.1007/978-3-319-42922-9_10,2016.0,5,7
10.1007/978-3-319-43633-3_17,2016.0,5,4
10.1007/978-3-319-43702-6,2017.0,5,7
10.1007/978-3-319-43702-6_12,2017.0,4,6
10.1007/978-3-319-43702-6_15,2017.0,1,7
10.1007/978-3-319-43702-6_18,2017.0,0,7
10.1007/978-3-319-43702-6_7,2017.0,3,1
10.1007/978-3-319-45035-3_9,2016.0,5,1
10.1007/978-3-319-46939-3_4,2017.0,4,4
10.1007/978-3-319-48514-0_3,2017.0,0,44
10.1007/978-3-319-49520-0_26,2017.0,5,4
10.1007/978-3-319-54699-5_6,2017.0,5,6
10.1007/978-3-319-55898-1_8,2017.0,0,1
10.1007/978-3-319-59096-7_17,2017.0,0,7
10.1007/978-3-319-59469-9_10,2017.0,1,24
10.1007/978-3-319-60711-5,2017.0,5,7
10.1007/978-3-319-60711-5_3,2017.0,5,7
10.1007/978-3-319-60711-5_5,2017.0,5,6
10.1007/978-3-319-60931-7_16,2018.0,0,1
10.1007/978-3-319-60931-7_5,2018.0,1,7
10.1007/978-3-319-60931-7_6,2018.0,0,1
10.1007/978-3-319-61194-5_3,2017.0,0,6
10.1007/978-3-319-61194-5_4,2017.0,0,44
10.1007/978-3-319-63612-2_22,2017.0,5,6
10.1007/978-3-319-63612-2_8,2017.0,5,6
10.1007/978-3-319-65003-6_13,2017.0,5,7
10.1007/978-3-319-71025-9_105-1,2018.0,5,7
10.1007/978-3-319-71063-1_104-1,2019.0,5,7
10.1007/978-3-319-71063-1_104-2,2019.0,5,7
10.1007/978-3-319-71063-1_44-1,2018.0,5,7
10.1007/978-3-319-72026-5_1,2018.0,0,7
10.1007/978-3-319-72026-5_14,2018.0,0,7
10.1007/978-3-319-72026-5_19,2018.0,1,7
10.1007/978-3-319-72026-5_7,2018.0,0,24
10.1007/978-3-319-72026-5_8,2018.0,1,7
10.1007/978-3-319-72796-7_17,2018.0,5,6
10.1007/978-3-319-72874-2_31,2018.0,5,4
10.1007/978-3-319-75169-6_15,2018.0,5,0
10.1007/978-3-319-78867-8_6,2018.0,4,1
10.1007/978-3-319-92228-7_19,2018.0,5,0
10.1007/978-3-319-92288-1_13,2019.0,0,7
10.1007/978-3-319-92288-1_6,2019.0,1,6
10.1007/978-3-319-92357-4_6,2018.0,5,0
10.1007/978-3-319-92357-4_7,2018.0,5,1
10.1007/978-3-319-92798-5_26,2018.0,0,1
10.1007/978-3-319-93336-8_105,2019.0,5,7
10.1007/978-3-319-93351-1_64,2018.0,3,6
10.1007/978-3-319-93438-9_5,2018.0,1,44
10.1007/978-3-319-95885-9_104,2019.0,5,7
10.1007/978-3-319-95885-9_44,2019.0,5,7
10.1007/978-3-319-97400-2_10,2018.0,5,4
10.1007/978-3-319-99462-8_9,2018.0,5,7
10.1007/978-3-540-77568-3_21,2011.0,5,6
10.1007/978-3-540-77568-3_7,2011.0,3,6
10.1007/978-3-540-77614-7_8,2014.0,5,1
10.1007/978-3-642-05087-9_4,2011.0,4,6
10.1007/978-3-642-05087-9_5,2011.0,2,12
10.1007/978-3-642-05087-9_7,2011.0,4,6
10.1007/978-3-642-13253-7_1,2010.0,5,6
10.1007/978-3-642-13253-7_2,2010.0,3,6
10.1007/978-3-642-13847-8_9,2011.0,5,6
10.1007/978-3-642-14776-0_21,2010.0,5,44
10.1007/978-3-642-20592-7_12,2011.0,5,4
10.1007/978-3-642-24737-8,2012.0,3,6
10.1007/978-3-642-29831-8_16,2012.0,1,6
10.1007/978-3-642-33377-4_9,2012.0,1,4
10.1007/978-3-642-38670-1_128,2015.0,5,7
10.1007/978-3-642-38670-1_9,2015.0,5,7
10.1007/978-3-642-40455-9_128-1,2014.0,5,7
10.1007/978-3-642-40455-9_9-1,2014.0,5,7
