case_id,country,source_unit,role,stratum,rank,selected,selection_reason,baseline_alternatives
GB-GOV-3-Frontline Diplomatic Enabling Activity-MA,MA,programme,sample,MA|mixed-or-unmapped|missing,11,true,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-113505,SN,programme,sample,SN|mixed-or-unmapped|missing,12,true,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-108988,VN,programme,sample,VN|mixed-or-unmapped|missing,13,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-104853,ZA,programme,sample,ZA|mixed-or-unmapped|missing,14,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-1-400376,AL,programme,sample,AL|mixed-or-unmapped|missing,15,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-108230,ID,programme,sample,ID|mixed-or-unmapped|missing,16,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-107891,IN,programme,sample,IN|mixed-or-unmapped|missing,17,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-HRRBIS-MA,MA,programme,sample,MA|mixed-or-unmapped|missing,18,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-1-400829,SN,programme,sample,SN|mixed-or-unmapped|missing,19,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-108990,VN,programme,sample,VN|mixed-or-unmapped|missing,20,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-104854,ZA,programme,sample,ZA|mixed-or-unmapped|missing,21,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-Chevening Scholarships-AL,AL,programme,sample,AL|mixed-or-unmapped|missing,22,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-108257,ID,programme,sample,ID|mixed-or-unmapped|missing,23,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-107900,IN,programme,sample,IN|mixed-or-unmapped|missing,24,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
"GB-GOV-3-Human Rights, Democracy, and the Rule of Law-MA",MA,programme,sample,MA|mixed-or-unmapped|missing,25,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-1-400851,SN,programme,sample,SN|mixed-or-unmapped|missing,26,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-108994,VN,programme,sample,VN|mixed-or-unmapped|missing,27,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-104855,ZA,programme,sample,ZA|mixed-or-unmapped|missing,28,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-Combatting Serious and Organised Crime-AL,AL,programme,sample,AL|mixed-or-unmapped|missing,29,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-108261,ID,programme,sample,ID|mixed-or-unmapped|missing,30,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-107904,IN,programme,sample,IN|mixed-or-unmapped|missing,31,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-PHR-MOR-041701,MA,programme,sample,MA|mixed-or-unmapped|missing,32,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-1-400869,SN,programme,sample,SN|mixed-or-unmapped|missing,33,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-109000,VN,programme,sample,VN|mixed-or-unmapped|missing,34,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-104886,ZA,programme,sample,ZA|mixed-or-unmapped|missing,35,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-FDEACRI-AL,AL,programme,sample,AL|mixed-or-unmapped|missing,36,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-108262,ID,programme,sample,ID|mixed-or-unmapped|missing,37,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-107905,IN,programme,sample,IN|mixed-or-unmapped|missing,38,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-PMN-APF-000215,MA,programme,sample,MA|mixed-or-unmapped|missing,39,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-Chevening Scholarships-SN,SN,programme,sample,SN|mixed-or-unmapped|missing,40,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-109001,VN,programme,sample,VN|mixed-or-unmapped|missing,41,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-104888,ZA,programme,sample,ZA|mixed-or-unmapped|missing,42,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-FDEAG-AL,AL,programme,sample,AL|mixed-or-unmapped|missing,43,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-114251,ID,programme,sample,ID|mixed-or-unmapped|missing,44,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-107906,IN,programme,sample,IN|mixed-or-unmapped|missing,45,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-PMN-APF-000216,MA,programme,sample,MA|mixed-or-unmapped|missing,46,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-Combatting Serious and Organised Crime-SN,SN,programme,sample,SN|mixed-or-unmapped|missing,47,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-109005,VN,programme,sample,VN|mixed-or-unmapped|missing,48,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-104905,ZA,programme,sample,ZA|mixed-or-unmapped|missing,49,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-Frontline Diplomatic Enabling Activity-AL,AL,programme,sample,AL|mixed-or-unmapped|missing,50,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-114360,ID,programme,sample,ID|mixed-or-unmapped|missing,51,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-107907,IN,programme,sample,IN|mixed-or-unmapped|missing,52,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-PMN-APF-000219,MA,programme,sample,MA|mixed-or-unmapped|missing,53,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-DCF-SED-160002,SN,programme,sample,SN|mixed-or-unmapped|missing,54,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-109010,VN,programme,sample,VN|mixed-or-unmapped|missing,55,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-104938,ZA,programme,sample,ZA|mixed-or-unmapped|missing,56,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
"GB-GOV-3-Governance, Education and Culture-AL",AL,programme,sample,AL|mixed-or-unmapped|missing,57,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-114437,ID,programme,sample,ID|mixed-or-unmapped|missing,58,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-107908,IN,programme,sample,IN|mixed-or-unmapped|missing,59,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-PMN-APF-000220,MA,programme,sample,MA|mixed-or-unmapped|missing,60,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-Economic Security and Opportunity-SN,SN,programme,sample,SN|mixed-or-unmapped|missing,61,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-109015,VN,programme,sample,VN|mixed-or-unmapped|missing,62,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-104964,ZA,programme,sample,ZA|mixed-or-unmapped|missing,63,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-GOV-3-HRRBIS-AL,AL,programme,sample,AL|mixed-or-unmapped|missing,64,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
GB-1-114457,ID,programme,sample,ID|mixed-or-unmapped|missing,65,false,frozen lexicographic stratum round robin; no status/date filter,"{""ID"": [""2021-12-31"", ""2022-03-15"", ""2022-11-14""], ""SN"": [""2021-12-31"", ""2022-03-15"", ""2023-06-21""], ""VN"": [""2021-12-31"", ""2022-03-15"", ""2022-12-13""], ""ZA"": [""2020-12-31"", ""2021-09-28"", ""2021-11-01""]}"
